time,pubno
2024/01/08 15:25:55.570,0111
2024/01/08 15:25:55.580,0112
2024/01/08 15:25:55.591,0113
2024/01/08 15:25:55.602,0114
2024/01/08 15:25:55.613,0115
2024/01/08 15:25:55.623,0116
2024/01/08 15:25:55.634,0117
2024/01/08 15:25:55.644,0118
2024/01/08 15:25:55.655,0119
2024/01/08 15:25:55.666,0120
2024/01/08 15:25:55.676,0121
2024/01/08 15:25:55.687,0122
2024/01/08 15:25:55.698,0123
2024/01/08 15:25:55.708,0124
2024/01/08 15:25:55.719,0125
2024/01/08 15:25:55.729,0126
2024/01/08 15:25:55.740,0127
2024/01/08 15:25:55.751,0128
2024/01/08 15:25:55.761,0129
2024/01/08 15:25:55.772,0130
2024/01/08 15:25:55.783,0131
2024/01/08 15:25:55.793,0132
2024/01/08 15:25:55.804,0133
2024/01/08 15:25:55.815,0134
2024/01/08 15:25:55.825,0135
2024/01/08 15:25:55.836,0136
2024/01/08 15:25:55.846,0137
2024/01/08 15:25:55.857,0138
2024/01/08 15:25:55.868,0139
2024/01/08 15:25:55.878,0140
2024/01/08 15:25:55.889,0141
2024/01/08 15:25:55.900,0142
2024/01/08 15:25:55.910,0143
2024/01/08 15:25:55.921,0144
2024/01/08 15:25:55.932,0145
2024/01/08 15:25:55.943,0146
2024/01/08 15:25:55.954,0147
2024/01/08 15:25:55.965,0148
2024/01/08 15:25:55.975,0149
2024/01/08 15:25:55.986,0150
2024/01/08 15:25:55.996,0151
2024/01/08 15:25:56.007,0152
2024/01/08 15:25:56.018,0153
2024/01/08 15:25:56.028,0154
2024/01/08 15:25:56.039,0155
2024/01/08 15:25:56.050,0156
2024/01/08 15:25:56.061,0157
2024/01/08 15:25:56.072,0158
2024/01/08 15:25:56.082,0159
2024/01/08 15:25:56.093,0160
2024/01/08 15:25:56.104,0161
2024/01/08 15:25:56.114,0162
2024/01/08 15:25:56.125,0163
2024/01/08 15:25:56.136,0164
2024/01/08 15:25:56.146,0165
2024/01/08 15:25:56.157,0166
2024/01/08 15:25:56.167,0167
2024/01/08 15:25:56.178,0168
2024/01/08 15:25:56.189,0169
2024/01/08 15:25:56.200,0170
2024/01/08 15:25:56.210,0171
2024/01/08 15:25:56.221,0172
2024/01/08 15:25:56.232,0173
2024/01/08 15:25:56.242,0174
2024/01/08 15:25:56.253,0175
2024/01/08 15:25:56.264,0176
2024/01/08 15:25:56.274,0177
2024/01/08 15:25:56.285,0178
2024/01/08 15:25:56.296,0179
2024/01/08 15:25:56.306,0180
2024/01/08 15:25:56.317,0181
2024/01/08 15:25:56.328,0182
2024/01/08 15:25:56.338,0183
2024/01/08 15:25:56.349,0184
2024/01/08 15:25:56.359,0185
2024/01/08 15:25:56.370,0186
2024/01/08 15:25:56.381,0187
2024/01/08 15:25:56.392,0188
2024/01/08 15:25:56.402,0189
2024/01/08 15:25:56.413,0190
2024/01/08 15:25:56.424,0191
2024/01/08 15:25:56.435,0192
2024/01/08 15:25:56.445,0193
2024/01/08 15:25:56.456,0194
2024/01/08 15:25:56.467,0195
2024/01/08 15:25:56.478,0196
2024/01/08 15:25:56.488,0197
2024/01/08 15:25:56.499,0198
2024/01/08 15:25:56.510,0199
2024/01/08 15:25:56.520,0200
2024/01/08 15:25:56.531,0201
2024/01/08 15:25:56.542,0202
2024/01/08 15:25:56.552,0203
2024/01/08 15:25:56.563,0204
2024/01/08 15:25:56.574,0205
2024/01/08 15:25:56.584,0206
2024/01/08 15:25:56.595,0207
2024/01/08 15:25:56.606,0208
2024/01/08 15:25:56.616,0209
2024/01/08 15:25:56.627,0210
2024/01/08 15:25:56.637,0211
2024/01/08 15:25:56.648,0212
2024/01/08 15:25:56.658,0213
2024/01/08 15:25:56.669,0214
2024/01/08 15:25:56.679,0215
2024/01/08 15:25:56.690,0216
2024/01/08 15:25:56.701,0217
2024/01/08 15:25:56.711,0218
2024/01/08 15:25:56.722,0219
2024/01/08 15:25:56.732,0220
2024/01/08 15:25:56.743,0221
2024/01/08 15:25:56.753,0222
2024/01/08 15:25:56.764,0223
2024/01/08 15:25:56.774,0224
2024/01/08 15:25:56.785,0225
2024/01/08 15:25:56.795,0226
2024/01/08 15:25:56.806,0227
2024/01/08 15:25:56.817,0228
2024/01/08 15:25:56.827,0229
2024/01/08 15:25:56.838,0230
2024/01/08 15:25:56.848,0231
2024/01/08 15:25:56.859,0232
2024/01/08 15:25:56.869,0233
2024/01/08 15:25:56.880,0234
2024/01/08 15:25:56.891,0235
2024/01/08 15:25:56.901,0236
2024/01/08 15:25:56.912,0237
2024/01/08 15:25:56.923,0238
2024/01/08 15:25:56.933,0239
2024/01/08 15:25:56.944,0240
2024/01/08 15:25:56.954,0241
2024/01/08 15:25:56.965,0242
2024/01/08 15:25:56.976,0243
2024/01/08 15:25:56.987,0244
2024/01/08 15:25:56.997,0245
2024/01/08 15:25:57.008,0246
2024/01/08 15:25:57.018,0247
2024/01/08 15:25:57.029,0248
2024/01/08 15:25:57.039,0249
2024/01/08 15:25:57.050,0250
2024/01/08 15:25:57.061,0251
2024/01/08 15:25:57.071,0252
2024/01/08 15:25:57.082,0253
2024/01/08 15:25:57.092,0254
2024/01/08 15:25:57.103,0255
2024/01/08 15:25:57.113,0256
2024/01/08 15:25:57.124,0257
2024/01/08 15:25:57.135,0258
2024/01/08 15:25:57.145,0259
2024/01/08 15:25:57.156,0260
2024/01/08 15:25:57.167,0261
2024/01/08 15:25:57.177,0262
2024/01/08 15:25:57.188,0263
2024/01/08 15:25:57.199,0264
2024/01/08 15:25:57.209,0265
2024/01/08 15:25:57.220,0266
2024/01/08 15:25:57.231,0267
2024/01/08 15:25:57.241,0268
2024/01/08 15:25:57.252,0269
2024/01/08 15:25:57.263,0270
2024/01/08 15:25:57.273,0271
2024/01/08 15:25:57.284,0272
2024/01/08 15:25:57.295,0273
2024/01/08 15:25:57.305,0274
2024/01/08 15:25:57.316,0275
2024/01/08 15:25:57.327,0276
2024/01/08 15:25:57.337,0277
2024/01/08 15:25:57.348,0278
2024/01/08 15:25:57.358,0279
2024/01/08 15:25:57.369,0280
2024/01/08 15:25:57.380,0281
2024/01/08 15:25:57.390,0282
2024/01/08 15:25:57.401,0283
2024/01/08 15:25:57.412,0284
2024/01/08 15:25:57.422,0285
2024/01/08 15:25:57.433,0286
2024/01/08 15:25:57.444,0287
2024/01/08 15:25:57.455,0288
2024/01/08 15:25:57.465,0289
2024/01/08 15:25:57.476,0290
2024/01/08 15:25:57.487,0291
2024/01/08 15:25:57.498,0292
2024/01/08 15:25:57.508,0293
2024/01/08 15:25:57.519,0294
2024/01/08 15:25:57.530,0295
2024/01/08 15:25:57.540,0296
2024/01/08 15:25:57.551,0297
2024/01/08 15:25:57.561,0298
2024/01/08 15:25:57.572,0299
2024/01/08 15:25:57.583,0300
2024/01/08 15:25:57.593,0301
2024/01/08 15:25:57.604,0302
2024/01/08 15:25:57.615,0303
2024/01/08 15:25:57.625,0304
2024/01/08 15:25:57.636,0305
2024/01/08 15:25:57.647,0306
2024/01/08 15:25:57.657,0307
2024/01/08 15:25:57.668,0308
2024/01/08 15:25:57.679,0309
2024/01/08 15:25:57.689,0310
2024/01/08 15:25:57.700,0311
2024/01/08 15:25:57.710,0312
2024/01/08 15:25:57.721,0313
2024/01/08 15:25:57.731,0314
2024/01/08 15:25:57.742,0315
2024/01/08 15:25:57.753,0316
2024/01/08 15:25:57.763,0317
2024/01/08 15:25:57.774,0318
2024/01/08 15:25:57.784,0319
2024/01/08 15:25:57.795,0320
2024/01/08 15:25:57.805,0321
2024/01/08 15:25:57.816,0322
2024/01/08 15:25:57.827,0323
2024/01/08 15:25:57.837,0324
2024/01/08 15:25:57.848,0325
2024/01/08 15:25:57.859,0326
2024/01/08 15:25:57.869,0327
2024/01/08 15:25:57.880,0328
2024/01/08 15:25:57.890,0329
2024/01/08 15:25:57.901,0330
2024/01/08 15:25:57.912,0331
2024/01/08 15:25:57.922,0332
2024/01/08 15:25:57.933,0333
2024/01/08 15:25:57.944,0334
2024/01/08 15:25:57.954,0335
2024/01/08 15:25:57.965,0336
2024/01/08 15:25:57.976,0337
2024/01/08 15:25:57.986,0338
2024/01/08 15:25:57.997,0339
2024/01/08 15:25:58.008,0340
2024/01/08 15:25:58.019,0341
2024/01/08 15:25:58.029,0342
2024/01/08 15:25:58.040,0343
2024/01/08 15:25:58.051,0344
2024/01/08 15:25:58.061,0345
2024/01/08 15:25:58.072,0346
2024/01/08 15:25:58.083,0347
2024/01/08 15:25:58.093,0348
2024/01/08 15:25:58.104,0349
2024/01/08 15:25:58.114,0350
2024/01/08 15:25:58.125,0351
2024/01/08 15:25:58.136,0352
2024/01/08 15:25:58.146,0353
2024/01/08 15:25:58.157,0354
2024/01/08 15:25:58.168,0355
2024/01/08 15:25:58.179,0356
2024/01/08 15:25:58.189,0357
2024/01/08 15:25:58.200,0358
2024/01/08 15:25:58.210,0359
2024/01/08 15:25:58.221,0360
2024/01/08 15:25:58.231,0361
2024/01/08 15:25:58.242,0362
2024/01/08 15:25:58.253,0363
2024/01/08 15:25:58.263,0364
2024/01/08 15:25:58.274,0365
2024/01/08 15:25:58.284,0366
2024/01/08 15:25:58.295,0367
2024/01/08 15:25:58.305,0368
2024/01/08 15:25:58.316,0369
2024/01/08 15:25:58.326,0370
2024/01/08 15:25:58.337,0371
2024/01/08 15:25:58.347,0372
2024/01/08 15:25:58.358,0373
2024/01/08 15:25:58.369,0374
2024/01/08 15:25:58.379,0375
2024/01/08 15:25:58.390,0376
2024/01/08 15:25:58.400,0377
2024/01/08 15:25:58.411,0378
2024/01/08 15:25:58.421,0379
2024/01/08 15:25:58.432,0380
2024/01/08 15:25:58.442,0381
2024/01/08 15:25:58.453,0382
2024/01/08 15:25:58.464,0383
2024/01/08 15:25:58.474,0384
2024/01/08 15:25:58.485,0385
2024/01/08 15:25:58.496,0386
2024/01/08 15:25:58.507,0387
2024/01/08 15:25:58.517,0388
2024/01/08 15:25:58.528,0389
2024/01/08 15:25:58.538,0390
2024/01/08 15:25:58.549,0391
2024/01/08 15:25:58.559,0392
2024/01/08 15:25:58.570,0393
2024/01/08 15:25:58.581,0394
2024/01/08 15:25:58.591,0395
2024/01/08 15:25:58.602,0396
2024/01/08 15:25:58.612,0397
2024/01/08 15:25:58.623,0398
2024/01/08 15:25:58.633,0399
2024/01/08 15:25:58.644,0400
2024/01/08 15:25:58.655,0401
2024/01/08 15:25:58.665,0402
2024/01/08 15:25:58.676,0403
2024/01/08 15:25:58.686,0404
2024/01/08 15:25:58.697,0405
2024/01/08 15:25:58.708,0406
2024/01/08 15:25:58.718,0407
2024/01/08 15:25:58.729,0408
2024/01/08 15:25:58.739,0409
2024/01/08 15:25:58.750,0410
2024/01/08 15:25:58.760,0411
2024/01/08 15:25:58.771,0412
2024/01/08 15:25:58.781,0413
2024/01/08 15:25:58.792,0414
2024/01/08 15:25:58.803,0415
2024/01/08 15:25:58.813,0416
2024/01/08 15:25:58.824,0417
2024/01/08 15:25:58.834,0418
2024/01/08 15:25:58.845,0419
2024/01/08 15:25:58.855,0420
2024/01/08 15:25:58.866,0421
2024/01/08 15:25:58.876,0422
2024/01/08 15:25:58.887,0423
2024/01/08 15:25:58.897,0424
2024/01/08 15:25:58.908,0425
2024/01/08 15:25:58.918,0426
2024/01/08 15:25:58.929,0427
2024/01/08 15:25:58.939,0428
2024/01/08 15:25:58.950,0429
2024/01/08 15:25:58.960,0430
2024/01/08 15:25:58.971,0431
2024/01/08 15:25:58.982,0432
2024/01/08 15:25:58.992,0433
2024/01/08 15:25:59.003,0434
2024/01/08 15:25:59.018,0435
2024/01/08 15:25:59.029,0436
2024/01/08 15:25:59.039,0437
2024/01/08 15:25:59.050,0438
2024/01/08 15:25:59.061,0439
2024/01/08 15:25:59.071,0440
2024/01/08 15:25:59.082,0441
2024/01/08 15:25:59.092,0442
2024/01/08 15:25:59.103,0443
2024/01/08 15:25:59.113,0444
2024/01/08 15:25:59.124,0445
2024/01/08 15:25:59.135,0446
2024/01/08 15:25:59.145,0447
2024/01/08 15:25:59.156,0448
2024/01/08 15:25:59.167,0449
2024/01/08 15:25:59.177,0450
2024/01/08 15:25:59.188,0451
2024/01/08 15:25:59.198,0452
2024/01/08 15:25:59.209,0453
2024/01/08 15:25:59.220,0454
2024/01/08 15:25:59.231,0455
2024/01/08 15:25:59.242,0456
2024/01/08 15:25:59.253,0457
2024/01/08 15:25:59.263,0458
2024/01/08 15:25:59.274,0459
2024/01/08 15:25:59.284,0460
2024/01/08 15:25:59.295,0461
2024/01/08 15:25:59.306,0462
2024/01/08 15:25:59.316,0463
2024/01/08 15:25:59.327,0464
2024/01/08 15:25:59.338,0465
2024/01/08 15:25:59.349,0466
2024/01/08 15:25:59.360,0467
2024/01/08 15:25:59.370,0468
2024/01/08 15:25:59.381,0469
2024/01/08 15:25:59.392,0470
2024/01/08 15:25:59.402,0471
2024/01/08 15:25:59.413,0472
2024/01/08 15:25:59.424,0473
2024/01/08 15:25:59.434,0474
2024/01/08 15:25:59.445,0475
2024/01/08 15:25:59.456,0476
2024/01/08 15:25:59.466,0477
2024/01/08 15:25:59.477,0478
2024/01/08 15:25:59.488,0479
2024/01/08 15:25:59.499,0480
2024/01/08 15:25:59.510,0481
2024/01/08 15:25:59.520,0482
2024/01/08 15:25:59.531,0483
2024/01/08 15:25:59.542,0484
2024/01/08 15:25:59.552,0485
2024/01/08 15:25:59.563,0486
2024/01/08 15:25:59.574,0487
2024/01/08 15:25:59.584,0488
2024/01/08 15:25:59.595,0489
2024/01/08 15:25:59.605,0490
2024/01/08 15:25:59.616,0491
2024/01/08 15:25:59.627,0492
2024/01/08 15:25:59.637,0493
2024/01/08 15:25:59.648,0494
2024/01/08 15:25:59.659,0495
2024/01/08 15:25:59.669,0496
2024/01/08 15:25:59.680,0497
2024/01/08 15:25:59.690,0498
2024/01/08 15:25:59.701,0499
2024/01/08 15:25:59.712,0500
2024/01/08 15:25:59.722,0501
2024/01/08 15:25:59.733,0502
2024/01/08 15:25:59.744,0503
2024/01/08 15:25:59.755,0504
2024/01/08 15:25:59.766,0505
2024/01/08 15:25:59.776,0506
2024/01/08 15:25:59.787,0507
2024/01/08 15:25:59.797,0508
2024/01/08 15:25:59.808,0509
2024/01/08 15:25:59.819,0510
2024/01/08 15:25:59.829,0511
2024/01/08 15:25:59.840,0512
2024/01/08 15:25:59.850,0513
2024/01/08 15:25:59.861,0514
2024/01/08 15:25:59.871,0515
2024/01/08 15:25:59.882,0516
2024/01/08 15:25:59.892,0517
2024/01/08 15:25:59.903,0518
2024/01/08 15:25:59.913,0519
2024/01/08 15:25:59.924,0520
2024/01/08 15:25:59.935,0521
2024/01/08 15:25:59.945,0522
2024/01/08 15:25:59.956,0523
2024/01/08 15:25:59.967,0524
2024/01/08 15:25:59.977,0525
2024/01/08 15:25:59.988,0526
2024/01/08 15:25:59.999,0527
2024/01/08 15:26:00.009,0528
2024/01/08 15:26:00.020,0529
2024/01/08 15:26:00.031,0530
2024/01/08 15:26:00.042,0531
2024/01/08 15:26:00.052,0532
2024/01/08 15:26:00.063,0533
2024/01/08 15:26:00.073,0534
2024/01/08 15:26:00.084,0535
2024/01/08 15:26:00.095,0536
2024/01/08 15:26:00.105,0537
2024/01/08 15:26:00.116,0538
2024/01/08 15:26:00.127,0539
2024/01/08 15:26:00.137,0540
2024/01/08 15:26:00.148,0541
2024/01/08 15:26:00.159,0542
2024/01/08 15:26:00.169,0543
2024/01/08 15:26:00.180,0544
2024/01/08 15:26:00.190,0545
2024/01/08 15:26:00.201,0546
2024/01/08 15:26:00.211,0547
2024/01/08 15:26:00.222,0548
2024/01/08 15:26:00.233,0549
2024/01/08 15:26:00.243,0550
2024/01/08 15:26:00.254,0551
2024/01/08 15:26:00.264,0552
2024/01/08 15:26:00.275,0553
2024/01/08 15:26:00.286,0554
2024/01/08 15:26:00.296,0555
2024/01/08 15:26:00.307,0556
2024/01/08 15:26:00.317,0557
2024/01/08 15:26:00.328,0558
2024/01/08 15:26:00.339,0559
2024/01/08 15:26:00.349,0560
2024/01/08 15:26:00.360,0561
2024/01/08 15:26:00.371,0562
2024/01/08 15:26:00.383,0563
2024/01/08 15:26:00.394,0564
2024/01/08 15:26:00.404,0565
2024/01/08 15:26:00.415,0566
2024/01/08 15:26:00.426,0567
2024/01/08 15:26:00.436,0568
2024/01/08 15:26:00.447,0569
2024/01/08 15:26:00.457,0570
2024/01/08 15:26:00.468,0571
2024/01/08 15:26:00.479,0572
2024/01/08 15:26:00.489,0573
2024/01/08 15:26:00.500,0574
2024/01/08 15:26:00.511,0575
2024/01/08 15:26:00.522,0576
2024/01/08 15:26:00.532,0577
2024/01/08 15:26:00.543,0578
2024/01/08 15:26:00.553,0579
2024/01/08 15:26:00.564,0580
2024/01/08 15:26:00.575,0581
2024/01/08 15:26:00.586,0582
2024/01/08 15:26:00.597,0583
2024/01/08 15:26:00.607,0584
2024/01/08 15:26:00.618,0585
2024/01/08 15:26:00.628,0586
2024/01/08 15:26:00.639,0587
2024/01/08 15:26:00.650,0588
2024/01/08 15:26:00.660,0589
2024/01/08 15:26:00.671,0590
2024/01/08 15:26:00.681,0591
2024/01/08 15:26:00.692,0592
2024/01/08 15:26:00.703,0593
2024/01/08 15:26:00.713,0594
2024/01/08 15:26:00.724,0595
2024/01/08 15:26:00.734,0596
2024/01/08 15:26:00.745,0597
2024/01/08 15:26:00.756,0598
2024/01/08 15:26:00.766,0599
2024/01/08 15:26:00.777,0600
2024/01/08 15:26:00.787,0601
2024/01/08 15:26:00.798,0602
2024/01/08 15:26:00.809,0603
2024/01/08 15:26:00.820,0604
2024/01/08 15:26:00.830,0605
2024/01/08 15:26:00.841,0606
2024/01/08 15:26:00.852,0607
2024/01/08 15:26:00.863,0608
2024/01/08 15:26:00.873,0609
2024/01/08 15:26:00.884,0610
2024/01/08 15:26:00.895,0611
2024/01/08 15:26:00.906,0612
2024/01/08 15:26:00.917,0613
2024/01/08 15:26:00.927,0614
2024/01/08 15:26:00.938,0615
2024/01/08 15:26:00.949,0616
2024/01/08 15:26:00.959,0617
2024/01/08 15:26:00.970,0618
2024/01/08 15:26:00.981,0619
2024/01/08 15:26:00.992,0620
2024/01/08 15:26:01.003,0621
2024/01/08 15:26:01.013,0622
2024/01/08 15:26:01.024,0623
2024/01/08 15:26:01.035,0624
2024/01/08 15:26:01.046,0625
2024/01/08 15:26:01.056,0626
2024/01/08 15:26:01.067,0627
2024/01/08 15:26:01.078,0628
2024/01/08 15:26:01.088,0629
2024/01/08 15:26:01.099,0630
2024/01/08 15:26:01.109,0631
2024/01/08 15:26:01.120,0632
2024/01/08 15:26:01.130,0633
2024/01/08 15:26:01.141,0634
2024/01/08 15:26:01.151,0635
2024/01/08 15:26:01.162,0636
2024/01/08 15:26:01.172,0637
2024/01/08 15:26:01.183,0638
2024/01/08 15:26:01.194,0639
2024/01/08 15:26:01.204,0640
2024/01/08 15:26:01.215,0641
2024/01/08 15:26:01.226,0642
2024/01/08 15:26:01.236,0643
2024/01/08 15:26:01.247,0644
2024/01/08 15:26:01.258,0645
2024/01/08 15:26:01.268,0646
2024/01/08 15:26:01.279,0647
2024/01/08 15:26:01.289,0648
2024/01/08 15:26:01.300,0649
2024/01/08 15:26:01.311,0650
2024/01/08 15:26:01.321,0651
2024/01/08 15:26:01.332,0652
2024/01/08 15:26:01.342,0653
2024/01/08 15:26:01.353,0654
2024/01/08 15:26:01.364,0655
2024/01/08 15:26:01.375,0656
2024/01/08 15:26:01.385,0657
2024/01/08 15:26:01.396,0658
2024/01/08 15:26:01.407,0659
2024/01/08 15:26:01.417,0660
2024/01/08 15:26:01.428,0661
2024/01/08 15:26:01.439,0662
2024/01/08 15:26:01.449,0663
2024/01/08 15:26:01.460,0664
2024/01/08 15:26:01.471,0665
2024/01/08 15:26:01.482,0666
2024/01/08 15:26:01.492,0667
2024/01/08 15:26:01.503,0668
2024/01/08 15:26:01.514,0669
2024/01/08 15:26:01.524,0670
2024/01/08 15:26:01.535,0671
2024/01/08 15:26:01.546,0672
2024/01/08 15:26:01.557,0673
2024/01/08 15:26:01.568,0674
2024/01/08 15:26:01.578,0675
2024/01/08 15:26:01.589,0676
2024/01/08 15:26:01.600,0677
2024/01/08 15:26:01.610,0678
2024/01/08 15:26:01.621,0679
2024/01/08 15:26:01.632,0680
2024/01/08 15:26:01.642,0681
2024/01/08 15:26:01.653,0682
2024/01/08 15:26:01.663,0683
2024/01/08 15:26:01.674,0684
2024/01/08 15:26:01.685,0685
2024/01/08 15:26:01.695,0686
2024/01/08 15:26:01.706,0687
2024/01/08 15:26:01.717,0688
2024/01/08 15:26:01.727,0689
2024/01/08 15:26:01.738,0690
2024/01/08 15:26:01.748,0691
2024/01/08 15:26:01.759,0692
2024/01/08 15:26:01.770,0693
2024/01/08 15:26:01.781,0694
2024/01/08 15:26:01.791,0695
2024/01/08 15:26:01.802,0696
2024/01/08 15:26:01.813,0697
2024/01/08 15:26:01.823,0698
2024/01/08 15:26:01.834,0699
2024/01/08 15:26:01.845,0700
2024/01/08 15:26:01.855,0701
2024/01/08 15:26:01.866,0702
2024/01/08 15:26:01.877,0703
2024/01/08 15:26:01.887,0704
2024/01/08 15:26:01.898,0705
2024/01/08 15:26:01.909,0706
2024/01/08 15:26:01.919,0707
2024/01/08 15:26:01.930,0708
2024/01/08 15:26:01.940,0709
2024/01/08 15:26:01.951,0710
2024/01/08 15:26:01.962,0711
2024/01/08 15:26:01.972,0712
2024/01/08 15:26:01.983,0713
2024/01/08 15:26:01.994,0714
2024/01/08 15:26:02.004,0715
2024/01/08 15:26:02.015,0716
2024/01/08 15:26:02.026,0717
2024/01/08 15:26:02.037,0718
2024/01/08 15:26:02.048,0719
2024/01/08 15:26:02.058,0720
2024/01/08 15:26:02.069,0721
2024/01/08 15:26:02.080,0722
2024/01/08 15:26:02.090,0723
2024/01/08 15:26:02.101,0724
2024/01/08 15:26:02.112,0725
2024/01/08 15:26:02.122,0726
2024/01/08 15:26:02.133,0727
2024/01/08 15:26:02.144,0728
2024/01/08 15:26:02.154,0729
2024/01/08 15:26:02.165,0730
2024/01/08 15:26:02.176,0731
2024/01/08 15:26:02.186,0732
2024/01/08 15:26:02.197,0733
2024/01/08 15:26:02.207,0734
2024/01/08 15:26:02.218,0735
2024/01/08 15:26:02.229,0736
2024/01/08 15:26:02.239,0737
2024/01/08 15:26:02.250,0738
2024/01/08 15:26:02.261,0739
2024/01/08 15:26:02.271,0740
2024/01/08 15:26:02.282,0741
2024/01/08 15:26:02.292,0742
2024/01/08 15:26:02.303,0743
2024/01/08 15:26:02.314,0744
2024/01/08 15:26:02.324,0745
2024/01/08 15:26:02.335,0746
2024/01/08 15:26:02.346,0747
2024/01/08 15:26:02.356,0748
2024/01/08 15:26:02.367,0749
2024/01/08 15:26:02.378,0750
2024/01/08 15:26:02.388,0751
2024/01/08 15:26:02.399,0752
2024/01/08 15:26:02.410,0753
2024/01/08 15:26:02.421,0754
2024/01/08 15:26:02.431,0755
2024/01/08 15:26:02.442,0756
2024/01/08 15:26:02.452,0757
2024/01/08 15:26:02.463,0758
2024/01/08 15:26:02.474,0759
2024/01/08 15:26:02.484,0760
2024/01/08 15:26:02.495,0761
2024/01/08 15:26:02.506,0762
2024/01/08 15:26:02.516,0763
2024/01/08 15:26:02.528,0764
2024/01/08 15:26:02.539,0765
2024/01/08 15:26:02.549,0766
2024/01/08 15:26:02.560,0767
2024/01/08 15:26:02.571,0768
2024/01/08 15:26:02.581,0769
2024/01/08 15:26:02.592,0770
2024/01/08 15:26:02.603,0771
2024/01/08 15:26:02.613,0772
2024/01/08 15:26:02.624,0773
2024/01/08 15:26:02.634,0774
2024/01/08 15:26:02.645,0775
2024/01/08 15:26:02.656,0776
