時間,論理ID,タグID,中継器ID,送信番号,電波強度,電源電圧
2023-05-16 16:13:48.028,1,82019F0C,No Relay,194,171,3140
2023-05-16 16:13:48.762,1,82019EBB,No Relay,190,171,2840
2023-05-16 16:13:49.637,1,82019CF3,No Relay,187,183,2695
2023-05-16 16:13:49.840,1,82019A5C,No Relay,189,171,3060
2023-05-16 16:13:50.106,1,82019543,No Relay,278,150,2910
2023-05-16 16:13:50.700,1,82019F0C,No Relay,195,171,3140
2023-05-16 16:13:52.216,1,82019CF3,No Relay,188,183,2690
2023-05-16 16:13:52.497,1,82019A5C,No Relay,190,174,3060
2023-05-16 16:13:52.841,1,82019543,No Relay,279,150,2910
2023-05-16 16:13:53.528,1,82019F0C,No Relay,196,171,3140
2023-05-16 16:13:53.997,1,82019EBB,No Relay,192,171,2850
2023-05-16 16:13:55.045,1,82019CF3,No Relay,189,183,2695
2023-05-16 16:13:56.045,1,82019F0C,No Relay,197,171,3140
2023-05-16 16:13:56.420,1,82019EBB,No Relay,193,171,2850
2023-05-16 16:13:57.592,1,82019A5C,No Relay,192,174,3060
2023-05-16 16:13:57.795,1,82019CF3,No Relay,190,183,2690
2023-05-16 16:13:58.389,1,82019543,No Relay,281,165,2910
2023-05-16 16:13:58.592,1,82019F0C,No Relay,198,186,3140
2023-05-16 16:13:59.076,1,82019EBB,No Relay,194,180,2850
2023-05-16 16:14:00.358,1,82019CF3,No Relay,191,186,2690
2023-05-16 16:14:00.983,1,82019543,No Relay,282,168,2920
2023-05-16 16:14:01.170,1,82019F0C,No Relay,199,189,3140
2023-05-16 16:14:01.905,1,82019EBB,No Relay,195,174,2850
2023-05-16 16:14:02.749,1,82019A5C,No Relay,194,177,3060
2023-05-16 16:14:03.546,1,82019543,No Relay,283,156,2910
2023-05-16 16:14:04.280,1,82019EBB,No Relay,196,177,2850
2023-05-16 16:14:05.343,1,82019A5C,No Relay,195,174,3070
2023-05-16 16:14:05.530,1,82019CF3,No Relay,193,183,2690
2023-05-16 16:14:05.999,1,82019F0C,No Relay,201,180,3140
2023-05-16 16:14:06.327,1,82019543,No Relay,284,150,2910
2023-05-16 16:14:06.781,1,82019EBB,No Relay,197,171,2850
2023-05-16 16:14:08.125,1,82019CF3,No Relay,194,183,2695
2023-05-16 16:14:08.312,1,82019A5C,No Relay,196,177,3060
2023-05-16 16:14:08.672,1,82019F0C,No Relay,202,183,3140
2023-05-16 16:14:09.219,1,82019543,No Relay,285,153,2910
2023-05-16 16:14:09.515,1,82019EBB,No Relay,198,177,2850
2023-05-16 16:14:10.657,1,82019CF3,No Relay,195,183,2690
2023-05-16 16:14:10.954,1,82019A5C,No Relay,197,168,3060
2023-05-16 16:14:11.751,1,82019543,No Relay,286,159,2910
2023-05-16 16:14:12.282,1,82019EBB,No Relay,199,180,2850
2023-05-16 16:14:13.063,1,82019CF3,No Relay,196,186,2695
2023-05-16 16:14:13.329,1,82019A5C,No Relay,198,180,3070
2023-05-16 16:14:14.220,1,82019543,No Relay,287,168,2910
2023-05-16 16:14:14.876,1,82019EBB,No Relay,200,180,2850
2023-05-16 16:14:15.845,1,82019A5C,No Relay,199,177,3070
2023-05-16 16:14:16.032,1,82019CF3,No Relay,197,186,2690
2023-05-16 16:14:16.673,1,82019F0C,No Relay,205,186,3140
2023-05-16 16:14:17.079,1,82019543,No Relay,288,147,2910
2023-05-16 16:14:17.642,1,82019EBB,No Relay,201,168,2850
2023-05-16 16:14:18.189,1,82019A5C,No Relay,200,171,3060
2023-05-16 16:14:18.408,1,82019CF3,No Relay,198,183,2690
2023-05-16 16:14:19.439,1,82019F0C,No Relay,206,183,3140
2023-05-16 16:14:19.627,1,82019543,No Relay,289,141,2910
2023-05-16 16:14:20.814,1,82019A5C,No Relay,201,186,3060
2023-05-16 16:14:21.002,1,82019CF3,No Relay,199,186,2690
2023-05-16 16:14:21.940,1,82019F0C,No Relay,207,189,3140
2023-05-16 16:14:22.330,1,82019543,No Relay,290,174,2910
2023-05-16 16:14:22.893,1,82019EBB,No Relay,203,180,2850
2023-05-16 16:14:23.299,1,82019CF3,No Relay,200,186,2685
2023-05-16 16:14:24.455,1,82019F0C,No Relay,208,192,3140
2023-05-16 16:14:24.971,1,82019543,No Relay,291,177,2910
2023-05-16 16:14:25.299,1,82019EBB,No Relay,204,183,2850
2023-05-16 16:14:25.737,1,82019A5C,No Relay,203,183,3060
2023-05-16 16:14:25.925,1,82019CF3,No Relay,201,186,2690
2023-05-16 16:14:26.925,1,82019F0C,No Relay,209,192,3140
2023-05-16 16:14:27.409,1,82019543,No Relay,292,174,2910
2023-05-16 16:14:28.144,1,82019EBB,No Relay,205,183,2850
2023-05-16 16:14:28.331,1,82019A5C,No Relay,204,183,3060
2023-05-16 16:14:28.613,1,82019CF3,No Relay,202,186,2690
2023-05-16 16:14:29.347,1,82019F0C,No Relay,210,192,3140
2023-05-16 16:14:30.081,1,82019543,No Relay,293,174,2910
2023-05-16 16:14:30.894,1,82019A5C,No Relay,205,183,3060
2023-05-16 16:14:31.425,1,82019CF3,No Relay,203,189,2690
2023-05-16 16:14:32.472,1,82019543,No Relay,294,165,2910
2023-05-16 16:14:33.285,1,82019A5C,No Relay,206,165,3060
2023-05-16 16:14:33.488,1,82019EBB,No Relay,207,168,2860
2023-05-16 16:14:34.379,1,82019F0C,No Relay,212,180,3140
2023-05-16 16:14:36.223,1,82019EBB,No Relay,208,168,2850
2023-05-16 16:14:36.848,1,82019F0C,No Relay,213,180,3140
2023-05-16 16:14:37.051,1,82019CF3,No Relay,205,180,2690
2023-05-16 16:14:37.754,1,82019543,No Relay,296,114,2910
2023-05-16 16:14:38.677,1,82019EBB,No Relay,209,168,2840
2023-05-16 16:14:38.880,1,82019A5C,No Relay,208,168,3060
2023-05-16 16:14:39.536,1,82019F0C,No Relay,214,177,3140
2023-05-16 16:14:39.740,1,82019CF3,No Relay,206,180,2695
2023-05-16 16:14:40.411,1,82019543,No Relay,297,123,2910
2023-05-16 16:14:42.208,1,82019F0C,No Relay,215,177,3140
2023-05-16 16:14:42.427,1,82019CF3,No Relay,207,183,2690
2023-05-16 16:14:42.943,1,82019543,No Relay,298,141,2910
2023-05-16 16:14:44.037,1,82019A5C,No Relay,210,177,3060
2023-05-16 16:14:44.287,1,82019EBB,No Relay,211,171,2850
2023-05-16 16:14:44.678,1,82019F0C,No Relay,216,180,3140
2023-05-16 16:14:45.162,1,82019CF3,No Relay,208,183,2695
2023-05-16 16:14:45.709,1,82019543,No Relay,299,132,2910
2023-05-16 16:14:46.521,1,82019A5C,No Relay,211,171,3060
2023-05-16 16:14:47.162,1,82019EBB,No Relay,212,180,2860
2023-05-16 16:14:47.490,1,82019F0C,No Relay,217,192,3140
2023-05-16 16:14:47.678,1,82019CF3,No Relay,209,183,2690
2023-05-16 16:14:48.131,1,82019543,No Relay,300,132,2910
2023-05-16 16:14:49.319,1,82019A5C,No Relay,212,177,3060
2023-05-16 16:14:49.663,1,82019EBB,No Relay,213,183,2850
2023-05-16 16:14:50.038,1,82019CF3,No Relay,210,183,2690
2023-05-16 16:14:50.225,1,82019F0C,No Relay,218,186,3140
2023-05-16 16:14:51.819,1,82019A5C,No Relay,213,180,3060
2023-05-16 16:14:52.304,1,82019EBB,No Relay,214,183,2840
2023-05-16 16:14:52.679,1,82019F0C,No Relay,219,189,3140
2023-05-16 16:14:52.882,1,82019CF3,No Relay,211,186,2690
2023-05-16 16:14:53.085,1,82019543,No Relay,302,150,2910
2023-05-16 16:14:54.507,1,82019A5C,No Relay,214,183,3060
2023-05-16 16:14:55.413,1,82019F0C,No Relay,220,192,3140
2023-05-16 16:14:55.633,1,82019CF3,No Relay,212,186,2695
2023-05-16 16:14:55.851,1,82019543,No Relay,303,150,2910
2023-05-16 16:14:57.633,1,82019EBB,No Relay,216,186,2860
2023-05-16 16:14:58.649,1,82019543,No Relay,304,144,2910
2023-05-16 16:15:00.258,1,82019EBB,No Relay,217,186,2850
2023-05-16 16:15:00.571,1,82019CF3,No Relay,214,183,2695
2023-05-16 16:15:00.805,1,82019F0C,No Relay,222,189,3140
2023-05-16 16:15:01.149,1,82019543,No Relay,305,150,2900
2023-05-16 16:15:02.556,1,82019A5C,No Relay,217,183,3070
2023-05-16 16:15:03.290,1,82019CF3,No Relay,215,186,2690
2023-05-16 16:15:03.493,1,82019F0C,No Relay,223,192,3140
2023-05-16 16:15:03.697,1,82019543,No Relay,306,150,2900
2023-05-16 16:15:05.041,1,82019A5C,No Relay,218,183,3060
2023-05-16 16:15:05.838,1,82019EBB,No Relay,219,183,2840
2023-05-16 16:15:06.041,1,82019F0C,No Relay,224,186,3140
2023-05-16 16:15:06.228,1,82019CF3,No Relay,216,183,2690
2023-05-16 16:15:06.447,1,82019543,No Relay,307,138,2900
2023-05-16 16:15:07.572,1,82019A5C,No Relay,219,177,3060
2023-05-16 16:15:08.354,1,82019F0C,No Relay,225,189,3140
2023-05-16 16:15:08.573,1,82019CF3,No Relay,217,186,2690
2023-05-16 16:15:08.760,1,82019EBB,No Relay,220,183,2850
2023-05-16 16:15:08.963,1,82019543,No Relay,308,138,2910
2023-05-16 16:15:10.713,1,82019F0C,No Relay,226,186,3140
2023-05-16 16:15:10.963,1,82019CF3,No Relay,218,183,2690
2023-05-16 16:15:11.245,1,82019EBB,No Relay,221,180,2850
2023-05-16 16:15:11.807,1,82019543,No Relay,309,141,2910
2023-05-16 16:15:12.604,1,82019A5C,No Relay,221,174,3060
2023-05-16 16:15:13.495,1,82019F0C,No Relay,227,192,3140
2023-05-16 16:15:13.698,1,82019EBB,No Relay,222,180,2850
2023-05-16 16:15:13.901,1,82019CF3,No Relay,219,183,2695
2023-05-16 16:15:14.386,1,82019543,No Relay,310,132,2900
2023-05-16 16:15:15.245,1,82019A5C,No Relay,222,177,3060
2023-05-16 16:15:16.417,1,82019EBB,No Relay,223,183,2850
2023-05-16 16:15:18.027,1,82019A5C,No Relay,223,177,3060
2023-05-16 16:15:18.511,1,82019F0C,No Relay,229,192,3140
2023-05-16 16:15:19.027,1,82019EBB,No Relay,224,186,2850
2023-05-16 16:15:19.215,1,82019CF3,No Relay,221,183,2690
2023-05-16 16:15:20.590,1,82019A5C,No Relay,224,177,3060
2023-05-16 16:15:21.731,1,82019EBB,No Relay,225,186,2840
2023-05-16 16:15:21.918,1,82019CF3,No Relay,222,186,2690
2023-05-16 16:15:22.262,1,82019543,No Relay,313,153,2900
2023-05-16 16:15:23.122,1,82019A5C,No Relay,225,183,3060
2023-05-16 16:15:24.278,1,82019EBB,No Relay,226,183,2850
2023-05-16 16:15:24.591,1,82019CF3,No Relay,223,186,2690
2023-05-16 16:15:25.560,1,82019A5C,No Relay,226,180,3060
2023-05-16 16:15:26.935,1,82019EBB,No Relay,227,186,2850
2023-05-16 16:15:27.153,1,82019CF3,No Relay,224,186,2695
2023-05-16 16:15:27.356,1,82019543,No Relay,315,141,2900
2023-05-16 16:15:28.372,1,82019A5C,No Relay,227,180,3070
2023-05-16 16:15:29.419,1,82019F0C,No Relay,233,192,3140
2023-05-16 16:15:29.623,1,82019EBB,No Relay,228,186,2850
2023-05-16 16:15:29.826,1,82019CF3,No Relay,225,183,2690
2023-05-16 16:15:30.138,1,82019543,No Relay,316,123,2910
2023-05-16 16:15:30.951,1,82019A5C,No Relay,228,180,3060
2023-05-16 16:15:31.998,1,82019F0C,No Relay,234,192,3140
2023-05-16 16:15:32.388,1,82019EBB,No Relay,229,186,2850
2023-05-16 16:15:32.576,1,82019CF3,No Relay,226,183,2690
2023-05-16 16:15:32.920,1,82019543,No Relay,317,132,2900
2023-05-16 16:15:33.654,1,82019A5C,No Relay,229,177,3060
2023-05-16 16:15:34.592,1,82019F0C,No Relay,235,192,3140
2023-05-16 16:15:35.186,1,82019EBB,No Relay,230,183,2850
2023-05-16 16:15:35.373,1,82019CF3,No Relay,227,183,2690
2023-05-16 16:15:35.608,1,82019543,No Relay,318,120,2910
2023-05-16 16:15:36.436,1,82019A5C,No Relay,230,180,3060
2023-05-16 16:15:37.123,1,82019F0C,No Relay,236,192,3140
2023-05-16 16:15:37.811,1,82019CF3,No Relay,228,183,2690
2023-05-16 16:15:38.030,1,82019543,No Relay,319,120,2900
2023-05-16 16:15:38.827,1,82019A5C,No Relay,231,180,3060
2023-05-16 16:15:39.921,1,82019F0C,No Relay,237,192,3140
2023-05-16 16:15:40.296,1,82019CF3,No Relay,229,183,2695
2023-05-16 16:15:40.483,1,82019EBB,No Relay,232,186,2850
2023-05-16 16:15:41.562,1,82019A5C,No Relay,232,180,3060
2023-05-16 16:15:42.624,1,82019F0C,No Relay,238,189,3140
2023-05-16 16:15:42.828,1,82019CF3,No Relay,230,183,2690
2023-05-16 16:15:43.031,1,82019EBB,No Relay,233,186,2850
2023-05-16 16:15:43.421,1,82019543,No Relay,321,123,2910
2023-05-16 16:15:44.249,1,82019A5C,No Relay,233,177,3060
2023-05-16 16:15:45.125,1,82019F0C,No Relay,239,189,3140
2023-05-16 16:15:45.594,1,82019EBB,No Relay,234,186,2840
2023-05-16 16:15:46.015,1,82019543,No Relay,322,117,2910
2023-05-16 16:15:46.844,1,82019A5C,No Relay,234,177,3060
2023-05-16 16:15:47.672,1,82019F0C,No Relay,240,189,3140
2023-05-16 16:15:47.938,1,82019CF3,No Relay,232,183,2690
2023-05-16 16:15:48.313,1,82019EBB,No Relay,235,186,2860
2023-05-16 16:15:48.531,1,82019543,No Relay,323,132,2910
2023-05-16 16:15:50.250,1,82019F0C,No Relay,241,192,3140
2023-05-16 16:15:50.688,1,82019CF3,No Relay,233,183,2690
2023-05-16 16:15:51.001,1,82019EBB,No Relay,236,186,2850
2023-05-16 16:15:52.626,1,82019F0C,No Relay,242,186,3140
2023-05-16 16:15:53.735,1,82019543,No Relay,325,117,2900
2023-05-16 16:15:53.923,1,82019EBB,No Relay,237,186,2850
2023-05-16 16:15:54.251,1,82019A5C,No Relay,237,180,3060
2023-05-16 16:15:55.673,1,82019CF3,No Relay,235,183,2690
2023-05-16 16:15:56.407,1,82019EBB,No Relay,238,186,2850
2023-05-16 16:15:56.673,1,82019A5C,No Relay,238,177,3060
2023-05-16 16:15:57.595,1,82019F0C,No Relay,244,189,3140
2023-05-16 16:15:58.236,1,82019CF3,No Relay,236,183,2690
2023-05-16 16:15:58.939,1,82019EBB,No Relay,239,186,2840
2023-05-16 16:15:59.142,1,82019A5C,No Relay,239,177,3060
2023-05-16 16:16:00.392,1,82019F0C,No Relay,245,189,3140
2023-05-16 16:16:01.080,1,82019CF3,No Relay,237,183,2695
2023-05-16 16:16:01.455,1,82019543,No Relay,328,114,2910
2023-05-16 16:16:01.705,1,82019A5C,No Relay,240,177,3060
2023-05-16 16:16:03.080,1,82019F0C,No Relay,246,192,3140
2023-05-16 16:16:03.940,1,82019CF3,No Relay,238,183,2690
2023-05-16 16:16:04.143,1,82019EBB,No Relay,241,186,2840
2023-05-16 16:16:04.346,1,82019A5C,No Relay,241,177,3060
2023-05-16 16:16:05.628,1,82019F0C,No Relay,247,192,3140
2023-05-16 16:16:06.440,1,82019EBB,No Relay,242,186,2850
2023-05-16 16:16:06.737,1,82019543,No Relay,330,111,2910
2023-05-16 16:16:06.925,1,82019CF3,No Relay,239,183,2690
2023-05-16 16:16:08.128,1,82019F0C,No Relay,248,192,3140
2023-05-16 16:16:09.159,1,82019A5C,No Relay,243,177,3060
2023-05-16 16:16:09.362,1,82019EBB,No Relay,243,186,2850
2023-05-16 16:16:09.550,1,82019CF3,No Relay,240,183,2690
2023-05-16 16:16:09.753,1,82019543,No Relay,331,114,2900
2023-05-16 16:16:10.582,1,82019F0C,No Relay,249,192,3140
2023-05-16 16:16:11.488,1,82019A5C,No Relay,244,177,3060
2023-05-16 16:16:11.691,1,82019EBB,No Relay,244,183,2850
2023-05-16 16:16:13.269,1,82019F0C,No Relay,250,189,3140
2023-05-16 16:16:14.535,1,82019CF3,No Relay,242,183,2695
2023-05-16 16:16:14.739,1,82019543,No Relay,333,117,2910
2023-05-16 16:16:15.708,1,82019F0C,No Relay,251,189,3140
2023-05-16 16:16:16.677,1,82019EBB,No Relay,246,186,2850
2023-05-16 16:16:16.864,1,82019A5C,No Relay,246,177,3060
2023-05-16 16:16:17.161,1,82019CF3,No Relay,243,183,2690
2023-05-16 16:16:17.426,1,82019543,No Relay,334,114,2910
2023-05-16 16:16:18.192,1,82019F0C,No Relay,252,189,3140
2023-05-16 16:16:19.505,1,82019A5C,No Relay,247,177,3060
2023-05-16 16:16:19.708,1,82019EBB,No Relay,247,186,2850
2023-05-16 16:16:19.911,1,82019CF3,No Relay,244,183,2690
2023-05-16 16:16:20.271,1,82019543,No Relay,335,123,2900
2023-05-16 16:16:21.021,1,82019F0C,No Relay,253,189,3140
2023-05-16 16:16:21.896,1,82019EBB,No Relay,248,186,2850
2023-05-16 16:16:22.099,1,82019A5C,No Relay,248,177,3060
2023-05-16 16:16:22.396,1,82019CF3,No Relay,245,183,2690
2023-05-16 16:16:23.084,1,82019543,No Relay,336,120,2900
2023-05-16 16:16:24.740,1,82019EBB,No Relay,249,183,2850
2023-05-16 16:16:24.943,1,82019A5C,No Relay,249,177,3060
2023-05-16 16:16:25.131,1,82019CF3,No Relay,246,183,2690
2023-05-16 16:16:25.943,1,82019543,No Relay,337,117,2900
2023-05-16 16:16:26.272,1,82019F0C,No Relay,255,192,3140
2023-05-16 16:16:27.303,1,82019A5C,No Relay,250,177,3060
2023-05-16 16:16:27.506,1,82019EBB,No Relay,250,183,2840
2023-05-16 16:16:27.709,1,82019CF3,No Relay,247,183,2690
2023-05-16 16:16:28.522,1,82019543,No Relay,338,117,2900
2023-05-16 16:16:28.741,1,82019F0C,No Relay,256,189,3140
2023-05-16 16:16:29.772,1,82019EBB,No Relay,251,183,2850
2023-05-16 16:16:29.991,1,82019A5C,No Relay,251,177,3060
2023-05-16 16:16:30.178,1,82019CF3,No Relay,248,183,2690
2023-05-16 16:16:31.585,1,82019F0C,No Relay,257,192,3140
2023-05-16 16:16:32.288,1,82019A5C,No Relay,252,183,3060
2023-05-16 16:16:32.570,1,82019EBB,No Relay,252,186,2850
2023-05-16 16:16:32.788,1,82019CF3,No Relay,249,186,2690
2023-05-16 16:16:33.788,1,82019543,No Relay,340,105,2900
2023-05-16 16:16:34.023,1,82019F0C,No Relay,258,192,3140
2023-05-16 16:16:34.695,1,82019A5C,No Relay,253,180,3060
2023-05-16 16:16:35.117,1,82019EBB,No Relay,253,186,2850
2023-05-16 16:16:36.711,1,82019F0C,No Relay,259,192,3140
2023-05-16 16:16:37.179,1,82019A5C,No Relay,254,177,3060
2023-05-16 16:16:37.523,1,82019EBB,No Relay,254,183,2840
2023-05-16 16:16:38.336,1,82019CF3,No Relay,251,183,2690
2023-05-16 16:16:39.086,1,82019543,No Relay,342,108,2910
2023-05-16 16:16:39.289,1,82019F0C,No Relay,260,189,3140
2023-05-16 16:16:39.617,1,82019A5C,No Relay,255,177,3060
2023-05-16 16:16:40.164,1,82019EBB,No Relay,255,186,2840
2023-05-16 16:16:40.914,1,82019CF3,No Relay,252,183,2690
2023-05-16 16:16:41.790,1,82019F0C,No Relay,261,189,3140
2023-05-16 16:16:41.993,1,82019543,No Relay,343,108,2900
2023-05-16 16:16:42.196,1,82019A5C,No Relay,256,177,3060
2023-05-16 16:16:42.571,1,82019EBB,No Relay,256,186,2850
2023-05-16 16:16:43.493,1,82019CF3,No Relay,253,183,2690
2023-05-16 16:16:44.415,1,82019543,No Relay,344,123,2900
2023-05-16 16:16:44.603,1,82019F0C,No Relay,262,189,3140
2023-05-16 16:16:44.806,1,82019A5C,No Relay,257,177,3060
2023-05-16 16:16:45.337,1,82019EBB,No Relay,257,186,2850
2023-05-16 16:16:47.306,1,82019543,No Relay,345,123,2900
2023-05-16 16:16:47.572,1,82019A5C,No Relay,258,177,3060
2023-05-16 16:16:48.900,1,82019CF3,No Relay,255,183,2690
2023-05-16 16:16:49.572,1,82019F0C,No Relay,264,192,3140
2023-05-16 16:16:49.994,1,82019A5C,No Relay,259,177,3060
2023-05-16 16:16:51.353,1,82019CF3,No Relay,256,183,2690
2023-05-16 16:16:52.025,1,82019F0C,No Relay,265,192,3140
2023-05-16 16:16:52.541,1,82019A5C,No Relay,260,177,3060
2023-05-16 16:16:53.541,1,82019EBB,No Relay,260,186,2840
2023-05-16 16:16:54.182,1,82019CF3,No Relay,257,183,2695
2023-05-16 16:16:54.713,1,82019F0C,No Relay,266,192,3140
2023-05-16 16:16:55.463,1,82019543,No Relay,348,111,2900
2023-05-16 16:16:56.151,1,82019EBB,No Relay,261,186,2860
2023-05-16 16:16:57.729,1,82019A5C,No Relay,262,177,3060
2023-05-16 16:16:58.136,1,82019543,No Relay,349,114,2900
2023-05-16 16:16:59.386,1,82019CF3,No Relay,259,183,2690
2023-05-16 16:16:59.855,1,82019F0C,No Relay,268,192,3140
2023-05-16 16:17:00.574,1,82019543,No Relay,350,105,2910
2023-05-16 16:17:02.042,1,82019CF3,No Relay,260,186,2690
2023-05-16 16:17:02.449,1,82019F0C,No Relay,269,192,3140
2023-05-16 16:17:03.043,1,82019543,No Relay,351,114,2910
2023-05-16 16:17:04.277,1,82019EBB,No Relay,264,186,2850
2023-05-16 16:17:04.527,1,82019CF3,No Relay,261,183,2690
2023-05-16 16:17:05.340,1,82019A5C,No Relay,265,177,3060
2023-05-16 16:17:06.996,1,82019EBB,No Relay,265,189,2850
2023-05-16 16:17:07.184,1,82019CF3,No Relay,262,183,2690
2023-05-16 16:17:07.856,1,82019F0C,No Relay,271,192,3140
2023-05-16 16:17:08.059,1,82019A5C,No Relay,266,180,3060
2023-05-16 16:17:08.309,1,82019543,No Relay,353,132,2900
2023-05-16 16:17:09.809,1,82019EBB,No Relay,266,180,2840
2023-05-16 16:17:10.012,1,82019CF3,No Relay,263,180,2690
2023-05-16 16:17:10.669,1,82019F0C,No Relay,272,189,3140
2023-05-16 16:17:12.309,1,82019CF3,No Relay,264,186,2690
2023-05-16 16:17:12.591,1,82019EBB,No Relay,267,171,2840
2023-05-16 16:17:13.044,1,82019A5C,No Relay,268,177,3060
2023-05-16 16:17:13.247,1,82019F0C,No Relay,273,192,3140
2023-05-16 16:17:13.622,1,82019543,No Relay,355,174,2900
2023-05-16 16:17:15.263,1,82019EBB,No Relay,268,174,2850
2023-05-16 16:17:15.466,1,82019A5C,No Relay,269,174,3060
2023-05-16 16:17:15.748,1,82019F0C,No Relay,274,192,3140
2023-05-16 16:17:16.497,1,82019543,No Relay,356,168,2900
2023-05-16 16:17:17.857,1,82019A5C,No Relay,270,174,3060
2023-05-16 16:17:18.060,1,82019EBB,No Relay,269,174,2850
2023-05-16 16:17:19.076,1,82019543,No Relay,357,159,2900
2023-05-16 16:17:20.498,1,82019CF3,No Relay,267,183,2690
2023-05-16 16:17:20.702,1,82019A5C,No Relay,271,177,3060
2023-05-16 16:17:20.905,1,82019EBB,No Relay,270,174,2840
2023-05-16 16:17:21.092,1,82019F0C,No Relay,276,189,3140
2023-05-16 16:17:23.202,1,82019CF3,No Relay,268,186,2685
2023-05-16 16:17:23.421,1,82019A5C,No Relay,272,177,3060
2023-05-16 16:17:23.608,1,82019F0C,No Relay,277,186,3140
2023-05-16 16:17:24.327,1,82019543,No Relay,359,153,2900
2023-05-16 16:17:25.702,1,82019A5C,No Relay,273,183,3060
2023-05-16 16:17:25.999,1,82019F0C,No Relay,278,192,3140
2023-05-16 16:17:27.046,1,82019543,No Relay,360,168,2900
2023-05-16 16:17:28.312,1,82019CF3,No Relay,270,186,2690
2023-05-16 16:17:28.515,1,82019F0C,No Relay,279,192,3140
2023-05-16 16:17:28.719,1,82019A5C,No Relay,274,186,3060
2023-05-16 16:17:28.906,1,82019EBB,No Relay,273,180,2850
2023-05-16 16:17:29.859,1,82019543,No Relay,361,168,2900
2023-05-16 16:17:31.047,1,82019F0C,No Relay,280,192,3140
2023-05-16 16:17:31.250,1,82019A5C,No Relay,275,183,3070
2023-05-16 16:17:31.453,1,82019CF3,No Relay,271,183,2690
2023-05-16 16:17:31.641,1,82019EBB,No Relay,274,180,2850
2023-05-16 16:17:32.672,1,82019543,No Relay,362,168,2900
2023-05-16 16:17:33.422,1,82019F0C,No Relay,281,192,3140
2023-05-16 16:17:33.610,1,82019A5C,No Relay,276,183,3060
2023-05-16 16:17:33.797,1,82019CF3,No Relay,272,189,2690
2023-05-16 16:17:34.157,1,82019EBB,No Relay,275,183,2850
