時間,論理ID,タグID,中継器ID,送信番号,電波強度,電源電圧
2023-05-16 16:07:49.079,1,82019CFB,No Relay,119,162,2710
2023-05-16 16:07:49.282,1,8201A0FF,No Relay,74,129,3070
2023-05-16 16:07:49.485,1,82018DBB,No Relay,88,171,2940
2023-05-16 16:07:51.782,1,82019CFB,No Relay,120,162,2705
2023-05-16 16:07:51.985,1,82019B41,No Relay,138,183,2950
2023-05-16 16:07:53.970,1,8201A0FF,No Relay,76,120,3070
2023-05-16 16:07:54.173,1,82018DBB,No Relay,90,168,2960
2023-05-16 16:07:54.392,1,82019CFB,No Relay,121,162,2705
2023-05-16 16:07:54.720,1,82019B41,No Relay,139,186,2950
2023-05-16 16:07:56.517,1,8201A0FF,No Relay,77,120,3070
2023-05-16 16:07:57.127,1,82019CFB,No Relay,122,162,2710
2023-05-16 16:07:57.361,1,82019B41,No Relay,140,186,2950
2023-05-16 16:07:57.549,1,82019C9E,No Relay,87,147,2990
2023-05-16 16:07:58.971,1,8201A0FF,No Relay,78,135,3070
2023-05-16 16:07:59.487,1,82018DBB,No Relay,92,168,2960
2023-05-16 16:07:59.674,1,82019CFB,No Relay,123,168,2705
2023-05-16 16:07:59.877,1,82019B41,No Relay,141,186,2950
2023-05-16 16:08:00.205,1,82019C9E,No Relay,88,147,2980
2023-05-16 16:08:01.549,1,8201A0FF,No Relay,79,129,3070
2023-05-16 16:08:02.143,1,82018DBB,No Relay,93,168,2940
2023-05-16 16:08:02.581,1,82019B41,No Relay,142,186,2950
2023-05-16 16:08:03.018,1,82019C9E,No Relay,89,147,2980
2023-05-16 16:08:04.690,1,82018DBB,No Relay,94,168,2950
2023-05-16 16:08:04.893,1,82019CFB,No Relay,125,165,2710
2023-05-16 16:08:05.128,1,82019B41,No Relay,143,183,2950
2023-05-16 16:08:05.550,1,82019C9E,No Relay,90,147,2980
2023-05-16 16:08:07.206,1,82018DBB,No Relay,95,168,2940
2023-05-16 16:08:07.394,1,82019CFB,No Relay,126,168,2710
2023-05-16 16:08:07.597,1,82019B41,No Relay,144,183,2940
2023-05-16 16:08:07.941,1,82019C9E,No Relay,91,147,2980
2023-05-16 16:08:09.597,1,82018DBB,No Relay,96,168,2950
2023-05-16 16:08:09.801,1,8201A0FF,No Relay,82,132,3070
2023-05-16 16:08:12.004,1,8201A0FF,No Relay,83,132,3070
2023-05-16 16:08:12.645,1,82019B41,No Relay,146,186,2950
2023-05-16 16:08:13.410,1,82019C9E,No Relay,93,150,2980
2023-05-16 16:08:14.723,1,8201A0FF,No Relay,84,132,3070
2023-05-16 16:08:14.926,1,82018DBB,No Relay,98,168,2940
2023-05-16 16:08:15.114,1,82019CFB,No Relay,129,162,2705
2023-05-16 16:08:15.442,1,82019B41,No Relay,147,186,2950
2023-05-16 16:08:17.317,1,82019CFB,No Relay,130,162,2700
2023-05-16 16:08:17.536,1,82018DBB,No Relay,99,168,2950
2023-05-16 16:08:17.724,1,8201A0FF,No Relay,85,132,3070
2023-05-16 16:08:19.708,1,82019CFB,No Relay,131,162,2710
2023-05-16 16:08:19.989,1,82018DBB,No Relay,100,168,2940
2023-05-16 16:08:20.677,1,82019B41,No Relay,149,183,2950
2023-05-16 16:08:22.099,1,82019CFB,No Relay,132,162,2705
2023-05-16 16:08:22.709,1,82018DBB,No Relay,101,168,2940
2023-05-16 16:08:23.068,1,82019B41,No Relay,150,186,2950
2023-05-16 16:08:24.224,1,82019C9E,No Relay,97,150,2990
2023-05-16 16:08:24.490,1,82019CFB,No Relay,133,162,2705
2023-05-16 16:08:25.615,1,8201A0FF,No Relay,88,132,3070
2023-05-16 16:08:25.897,1,82019B41,No Relay,151,186,2950
2023-05-16 16:08:27.350,1,82019CFB,No Relay,134,168,2705
2023-05-16 16:08:28.069,1,82018DBB,No Relay,103,168,2960
2023-05-16 16:08:28.287,1,8201A0FF,No Relay,89,135,3070
2023-05-16 16:08:29.725,1,82019CFB,No Relay,135,162,2705
2023-05-16 16:08:30.538,1,82018DBB,No Relay,104,168,2940
2023-05-16 16:08:30.960,1,8201A0FF,No Relay,90,132,3070
2023-05-16 16:08:31.428,1,82019B41,No Relay,153,186,2950
2023-05-16 16:08:32.554,1,82019CFB,No Relay,136,162,2710
2023-05-16 16:08:33.601,1,8201A0FF,No Relay,91,135,3070
2023-05-16 16:08:34.273,1,82019B41,No Relay,154,186,2950
2023-05-16 16:08:34.773,1,82019C9E,No Relay,101,150,2990
2023-05-16 16:08:34.992,1,82019CFB,No Relay,137,162,2705
2023-05-16 16:08:35.867,1,82018DBB,No Relay,106,168,2960
2023-05-16 16:08:37.148,1,82019B41,No Relay,155,186,2950
2023-05-16 16:08:37.492,1,82019CFB,No Relay,138,162,2705
2023-05-16 16:08:38.617,1,82018DBB,No Relay,107,168,2950
2023-05-16 16:08:40.102,1,82019CFB,No Relay,139,168,2705
2023-05-16 16:08:41.242,1,8201A0FF,No Relay,94,132,3070
2023-05-16 16:08:41.430,1,82018DBB,No Relay,108,168,2950
2023-05-16 16:08:42.274,1,82019B41,No Relay,157,186,2950
2023-05-16 16:08:42.587,1,82019CFB,No Relay,140,162,2700
2023-05-16 16:08:43.852,1,82018DBB,No Relay,109,168,2940
2023-05-16 16:08:45.212,1,82019CFB,No Relay,141,171,2700
2023-05-16 16:08:45.415,1,82019C9E,No Relay,105,159,2980
2023-05-16 16:08:47.353,1,82019B41,No Relay,159,171,2950
2023-05-16 16:08:47.869,1,82019C9E,No Relay,106,159,2980
2023-05-16 16:08:48.931,1,8201A0FF,No Relay,97,144,3070
2023-05-16 16:08:49.369,1,82018DBB,No Relay,111,156,2960
2023-05-16 16:08:50.056,1,82019B41,No Relay,160,174,2950
2023-05-16 16:08:50.478,1,82019CFB,No Relay,143,162,2705
2023-05-16 16:08:50.682,1,82019C9E,No Relay,107,162,2980
2023-05-16 16:08:51.666,1,8201A0FF,No Relay,98,141,3070
2023-05-16 16:08:52.166,1,82018DBB,No Relay,112,156,2950
2023-05-16 16:08:52.682,1,82019B41,No Relay,161,171,2950
2023-05-16 16:08:53.010,1,82019C9E,No Relay,108,162,2980
2023-05-16 16:08:53.229,1,82019CFB,No Relay,144,168,2705
2023-05-16 16:08:54.119,1,8201A0FF,No Relay,99,141,3070
2023-05-16 16:08:55.714,1,82019CFB,No Relay,145,168,2705
2023-05-16 16:08:57.448,1,82018DBB,No Relay,114,156,2960
2023-05-16 16:08:58.214,1,82019CFB,No Relay,146,168,2700
2023-05-16 16:08:58.417,1,82019B41,No Relay,163,174,2950
2023-05-16 16:08:58.605,1,82019C9E,No Relay,110,162,2990
2023-05-16 16:09:00.667,1,82019CFB,No Relay,147,159,2705
2023-05-16 16:09:01.324,1,82019C9E,No Relay,111,162,2980
2023-05-16 16:09:02.043,1,8201A0FF,No Relay,102,132,3070
2023-05-16 16:09:03.246,1,82019CFB,No Relay,148,168,2700
2023-05-16 16:09:03.762,1,82019B41,No Relay,165,171,2950
2023-05-16 16:09:04.168,1,82019C9E,No Relay,112,156,2980
2023-05-16 16:09:05.121,1,82018DBB,No Relay,117,159,2960
2023-05-16 16:09:06.262,1,82019B41,No Relay,166,171,2950
2023-05-16 16:09:07.324,1,8201A0FF,No Relay,104,120,3070
2023-05-16 16:09:07.684,1,82018DBB,No Relay,118,168,2940
2023-05-16 16:09:08.246,1,82019CFB,No Relay,150,171,2705
2023-05-16 16:09:08.762,1,82019B41,No Relay,167,183,2950
2023-05-16 16:09:09.825,1,8201A0FF,No Relay,105,132,3070
2023-05-16 16:09:10.481,1,82018DBB,No Relay,119,168,2940
2023-05-16 16:09:11.044,1,82019CFB,No Relay,151,168,2700
2023-05-16 16:09:11.247,1,82019B41,No Relay,168,183,2950
2023-05-16 16:09:11.622,1,82019C9E,No Relay,115,138,2990
2023-05-16 16:09:12.622,1,8201A0FF,No Relay,106,126,3070
2023-05-16 16:09:13.419,1,82019CFB,No Relay,152,171,2705
2023-05-16 16:09:14.060,1,82019B41,No Relay,169,183,2950
2023-05-16 16:09:14.435,1,82019C9E,No Relay,116,141,2980
2023-05-16 16:09:15.123,1,8201A0FF,No Relay,107,132,3070
2023-05-16 16:09:15.920,1,82018DBB,No Relay,121,168,2960
2023-05-16 16:09:16.857,1,82019B41,No Relay,170,183,2950
2023-05-16 16:09:17.529,1,8201A0FF,No Relay,108,132,3070
2023-05-16 16:09:18.373,1,82019CFB,No Relay,154,168,2705
2023-05-16 16:09:18.732,1,82018DBB,No Relay,122,168,2950
2023-05-16 16:09:19.967,1,82019C9E,No Relay,118,138,2990
2023-05-16 16:09:20.186,1,8201A0FF,No Relay,109,132,3070
2023-05-16 16:09:21.045,1,82019CFB,No Relay,155,171,2700
2023-05-16 16:09:21.248,1,82018DBB,No Relay,123,168,2950
2023-05-16 16:09:21.827,1,82019B41,No Relay,172,183,2950
2023-05-16 16:09:22.342,1,82019C9E,No Relay,119,138,2980
2023-05-16 16:09:22.624,1,8201A0FF,No Relay,110,129,3070
2023-05-16 16:09:24.327,1,82019B41,No Relay,173,183,2950
2023-05-16 16:09:25.046,1,8201A0FF,No Relay,111,129,3070
2023-05-16 16:09:25.249,1,82019C9E,No Relay,120,138,2980
2023-05-16 16:09:26.515,1,82018DBB,No Relay,125,168,2960
2023-05-16 16:09:26.749,1,82019B41,No Relay,174,183,2950
2023-05-16 16:09:27.702,1,8201A0FF,No Relay,112,132,3070
2023-05-16 16:09:29.124,1,82019CFB,No Relay,158,168,2705
2023-05-16 16:09:29.609,1,82019B41,No Relay,175,183,2950
2023-05-16 16:09:30.468,1,8201A0FF,No Relay,113,132,3070
2023-05-16 16:09:30.672,1,82019C9E,No Relay,122,141,2980
2023-05-16 16:09:31.766,1,82018DBB,No Relay,127,168,2950
2023-05-16 16:09:31.969,1,82019CFB,No Relay,159,168,2700
2023-05-16 16:09:33.141,1,8201A0FF,No Relay,114,132,3070
2023-05-16 16:09:33.391,1,82019C9E,No Relay,123,141,2980
2023-05-16 16:09:34.407,1,82019CFB,No Relay,160,171,2700
2023-05-16 16:09:35.813,1,82019C9E,No Relay,124,141,2980
2023-05-16 16:09:37.282,1,82018DBB,No Relay,129,168,2960
2023-05-16 16:09:37.485,1,82019B41,No Relay,178,183,2950
2023-05-16 16:09:38.251,1,82019C9E,No Relay,125,75,2980
2023-05-16 16:09:39.830,1,82019CFB,No Relay,162,168,2700
2023-05-16 16:09:40.048,1,82019B41,No Relay,179,183,2950
2023-05-16 16:09:40.986,1,8201A0FF,No Relay,117,132,3070
2023-05-16 16:09:41.173,1,82019C9E,No Relay,126,141,2980
2023-05-16 16:09:42.455,1,82019B41,No Relay,180,186,2950
2023-05-16 16:09:42.642,1,82018DBB,No Relay,131,168,2950
2023-05-16 16:09:42.861,1,82019CFB,No Relay,163,168,2705
2023-05-16 16:09:43.549,1,82019C9E,No Relay,127,141,2980
2023-05-16 16:09:43.736,1,8201A0FF,No Relay,118,132,3060
2023-05-16 16:09:45.096,1,82019B41,No Relay,181,183,2950
2023-05-16 16:09:46.299,1,82019C9E,No Relay,128,141,2980
2023-05-16 16:09:46.486,1,8201A0FF,No Relay,119,129,3070
2023-05-16 16:09:47.518,1,82019B41,No Relay,182,186,2950
2023-05-16 16:09:47.800,1,82018DBB,No Relay,133,168,2960
2023-05-16 16:09:48.815,1,82019C9E,No Relay,129,141,2980
2023-05-16 16:09:49.018,1,8201A0FF,No Relay,120,132,3070
2023-05-16 16:09:50.065,1,82019CFB,No Relay,166,171,2700
2023-05-16 16:09:50.268,1,82018DBB,No Relay,134,168,2950
2023-05-16 16:09:51.300,1,8201A0FF,No Relay,121,132,3060
2023-05-16 16:09:52.441,1,82019CFB,No Relay,167,168,2700
2023-05-16 16:09:53.019,1,82018DBB,No Relay,135,168,2940
2023-05-16 16:09:55.300,1,82019CFB,No Relay,168,168,2700
2023-05-16 16:09:55.894,1,82018DBB,No Relay,136,168,2950
2023-05-16 16:09:56.535,1,8201A0FF,No Relay,123,132,3060
2023-05-16 16:09:57.926,1,82019CFB,No Relay,169,168,2700
2023-05-16 16:09:58.504,1,82019B41,No Relay,186,183,2950
2023-05-16 16:09:58.692,1,82018DBB,No Relay,137,168,2940
2023-05-16 16:09:59.583,1,82019C9E,No Relay,133,141,2990
2023-05-16 16:10:00.723,1,82019CFB,No Relay,170,171,2700
2023-05-16 16:10:00.942,1,82019B41,No Relay,187,186,2950
2023-05-16 16:10:01.473,1,82018DBB,No Relay,138,168,2940
2023-05-16 16:10:01.677,1,8201A0FF,No Relay,125,132,3060
2023-05-16 16:10:02.255,1,82019C9E,No Relay,134,141,2980
2023-05-16 16:10:04.302,1,82018DBB,No Relay,139,168,2940
2023-05-16 16:10:04.505,1,8201A0FF,No Relay,126,132,3070
2023-05-16 16:10:04.693,1,82019C9E,No Relay,135,141,2980
2023-05-16 16:10:06.146,1,82019CFB,No Relay,172,168,2700
2023-05-16 16:10:06.381,1,82019B41,No Relay,189,183,2950
2023-05-16 16:10:07.053,1,8201A0FF,No Relay,127,132,3060
2023-05-16 16:10:07.334,1,82019C9E,No Relay,136,141,2980
2023-05-16 16:10:08.709,1,82019CFB,No Relay,173,168,2695
2023-05-16 16:10:09.475,1,82018DBB,No Relay,141,168,2940
2023-05-16 16:10:09.663,1,8201A0FF,No Relay,128,132,3070
2023-05-16 16:10:10.178,1,82019C9E,No Relay,137,141,2980
2023-05-16 16:10:12.288,1,82018DBB,No Relay,142,168,2950
2023-05-16 16:10:12.663,1,82019C9E,No Relay,138,141,2980
2023-05-16 16:10:13.913,1,82019CFB,No Relay,175,171,2700
2023-05-16 16:10:15.085,1,82018DBB,No Relay,143,168,2950
2023-05-16 16:10:15.288,1,82019C9E,No Relay,139,141,2980
2023-05-16 16:10:16.711,1,82019CFB,No Relay,176,171,2705
2023-05-16 16:10:17.492,1,8201A0FF,No Relay,131,132,3070
2023-05-16 16:10:17.679,1,82019C9E,No Relay,140,141,2980
2023-05-16 16:10:19.461,1,82019CFB,No Relay,177,168,2700
2023-05-16 16:10:19.664,1,82019B41,No Relay,194,186,2950
2023-05-16 16:10:20.008,1,8201A0FF,No Relay,132,129,3060
2023-05-16 16:10:20.195,1,82018DBB,No Relay,145,168,2960
2023-05-16 16:10:22.321,1,82019B41,No Relay,195,183,2950
2023-05-16 16:10:22.508,1,8201A0FF,No Relay,133,132,3060
2023-05-16 16:10:22.821,1,82019C9E,No Relay,142,138,2980
2023-05-16 16:10:25.009,1,82019CFB,No Relay,179,168,2695
2023-05-16 16:10:25.196,1,82018DBB,No Relay,147,168,2940
2023-05-16 16:10:25.681,1,82019C9E,No Relay,143,138,2980
2023-05-16 16:10:27.118,1,82019B41,No Relay,197,183,2950
2023-05-16 16:10:27.525,1,82019CFB,No Relay,180,171,2700
2023-05-16 16:10:27.759,1,82018DBB,No Relay,148,171,2940
2023-05-16 16:10:27.946,1,8201A0FF,No Relay,135,132,3060
2023-05-16 16:10:29.962,1,82019CFB,No Relay,181,168,2700
2023-05-16 16:10:30.165,1,82018DBB,No Relay,149,168,2950
2023-05-16 16:10:30.525,1,8201A0FF,No Relay,136,123,3060
2023-05-16 16:10:31.291,1,82019C9E,No Relay,145,141,2990
2023-05-16 16:10:32.588,1,82018DBB,No Relay,150,168,2940
2023-05-16 16:10:32.775,1,82019CFB,No Relay,182,171,2700
2023-05-16 16:10:32.963,1,82019B41,No Relay,199,183,2950
2023-05-16 16:10:33.182,1,8201A0FF,No Relay,137,126,3070
2023-05-16 16:10:33.682,1,82019C9E,No Relay,146,141,2990
2023-05-16 16:10:35.291,1,82019B41,No Relay,200,186,2950
2023-05-16 16:10:35.588,1,8201A0FF,No Relay,138,132,3060
2023-05-16 16:10:36.323,1,82019C9E,No Relay,147,141,2980
2023-05-16 16:10:37.823,1,82018DBB,No Relay,152,168,2960
2023-05-16 16:10:38.042,1,82019B41,No Relay,201,183,2950
2023-05-16 16:10:38.229,1,82019CFB,No Relay,184,168,2695
2023-05-16 16:10:40.683,1,8201A0FF,No Relay,140,126,3060
2023-05-16 16:10:40.980,1,82019CFB,No Relay,185,168,2700
2023-05-16 16:10:43.058,1,82019B41,No Relay,203,183,2950
2023-05-16 16:10:43.261,1,82018DBB,No Relay,154,168,2940
2023-05-16 16:10:43.480,1,8201A0FF,No Relay,141,126,3060
2023-05-16 16:10:43.714,1,82019CFB,No Relay,186,168,2700
2023-05-16 16:10:44.214,1,82019C9E,No Relay,150,138,2990
2023-05-16 16:10:45.746,1,82018DBB,No Relay,155,168,2950
2023-05-16 16:10:45.949,1,82019B41,No Relay,204,183,2950
2023-05-16 16:10:46.137,1,8201A0FF,No Relay,142,132,3060
2023-05-16 16:10:46.465,1,82019CFB,No Relay,187,168,2690
2023-05-16 16:10:47.059,1,82019C9E,No Relay,151,138,2980
2023-05-16 16:10:48.153,1,82018DBB,No Relay,156,168,2940
2023-05-16 16:10:48.356,1,82019B41,No Relay,205,186,2950
2023-05-16 16:10:48.716,1,8201A0FF,No Relay,143,132,3060
2023-05-16 16:10:49.059,1,82019CFB,No Relay,188,168,2700
2023-05-16 16:10:49.716,1,82019C9E,No Relay,152,138,2980
2023-05-16 16:10:50.981,1,82018DBB,No Relay,157,168,2940
2023-05-16 16:10:51.263,1,8201A0FF,No Relay,144,120,3060
2023-05-16 16:10:51.622,1,82019CFB,No Relay,189,171,2700
2023-05-16 16:10:53.685,1,82019B41,No Relay,207,186,2940
2023-05-16 16:10:54.091,1,8201A0FF,No Relay,145,120,3060
2023-05-16 16:10:54.419,1,82019CFB,No Relay,190,168,2700
2023-05-16 16:10:56.201,1,82019B41,No Relay,208,186,2950
2023-05-16 16:10:56.514,1,82018DBB,No Relay,159,162,2950
2023-05-16 16:10:56.701,1,8201A0FF,No Relay,146,114,3060
2023-05-16 16:10:57.482,1,82019C9E,No Relay,155,156,2980
2023-05-16 16:10:59.030,1,82019B41,No Relay,209,192,2950
2023-05-16 16:10:59.327,1,82018DBB,No Relay,160,162,2940
2023-05-16 16:10:59.983,1,82019CFB,No Relay,192,162,2700
2023-05-16 16:11:01.765,1,82018DBB,No Relay,161,159,2940
2023-05-16 16:11:01.968,1,82019B41,No Relay,210,186,2950
2023-05-16 16:11:02.593,1,82019C9E,No Relay,157,156,2980
2023-05-16 16:11:02.780,1,82019CFB,No Relay,193,162,2700
2023-05-16 16:11:04.218,1,82019B41,No Relay,211,186,2950
2023-05-16 16:11:04.421,1,82018DBB,No Relay,162,168,2940
2023-05-16 16:11:04.609,1,8201A0FF,No Relay,149,120,3070
2023-05-16 16:11:05.031,1,82019C9E,No Relay,158,156,2980
2023-05-16 16:11:06.734,1,82019B41,No Relay,212,186,2950
2023-05-16 16:11:06.937,1,82018DBB,No Relay,163,162,2950
2023-05-16 16:11:07.281,1,8201A0FF,No Relay,150,123,3060
2023-05-16 16:11:07.641,1,82019C9E,No Relay,159,159,2980
2023-05-16 16:11:09.547,1,82019B41,No Relay,213,183,2950
2023-05-16 16:11:10.016,1,8201A0FF,No Relay,151,111,3060
2023-05-16 16:11:10.469,1,82019C9E,No Relay,160,153,2980
2023-05-16 16:11:10.672,1,82019CFB,No Relay,196,162,2700
2023-05-16 16:11:12.469,1,8201A0FF,No Relay,152,123,3060
2023-05-16 16:11:13.313,1,82019CFB,No Relay,197,171,2695
2023-05-16 16:11:14.751,1,82019B41,No Relay,215,186,2950
2023-05-16 16:11:15.298,1,8201A0FF,No Relay,153,129,3070
2023-05-16 16:11:15.485,1,82019C9E,No Relay,162,144,2990
2023-05-16 16:11:16.001,1,82019CFB,No Relay,198,174,2695
2023-05-16 16:11:17.204,1,82019B41,No Relay,216,186,2950
2023-05-16 16:11:17.673,1,8201A0FF,No Relay,154,132,3060
2023-05-16 16:11:17.876,1,82019C9E,No Relay,163,141,2980
2023-05-16 16:11:18.423,1,82019CFB,No Relay,199,174,2700
2023-05-16 16:11:20.017,1,82018DBB,No Relay,168,168,2960
2023-05-16 16:11:20.501,1,8201A0FF,No Relay,155,132,3060
2023-05-16 16:11:20.721,1,82019C9E,No Relay,164,141,2980
2023-05-16 16:11:22.486,1,82018DBB,No Relay,169,168,2940
2023-05-16 16:11:22.674,1,82019B41,No Relay,218,186,2940
2023-05-16 16:11:22.986,1,8201A0FF,No Relay,156,132,3060
2023-05-16 16:11:23.455,1,82019C9E,No Relay,165,141,2980
2023-05-16 16:11:23.659,1,82019CFB,No Relay,201,171,2700
2023-05-16 16:11:25.190,1,82019B41,No Relay,219,186,2940
2023-05-16 16:11:25.503,1,8201A0FF,No Relay,157,129,3070
2023-05-16 16:11:26.081,1,82019C9E,No Relay,166,141,2980
2023-05-16 16:11:27.894,1,82019B41,No Relay,220,186,2950
2023-05-16 16:11:28.316,1,8201A0FF,No Relay,158,132,3060
2023-05-16 16:11:28.816,1,82019C9E,No Relay,167,141,2980
2023-05-16 16:11:30.363,1,82018DBB,No Relay,172,171,2960
2023-05-16 16:11:30.785,1,82019B41,No Relay,221,186,2950
2023-05-16 16:11:30.973,1,8201A0FF,No Relay,159,132,3070
2023-05-16 16:11:31.520,1,82019C9E,No Relay,168,150,2980
2023-05-16 16:11:31.723,1,82019CFB,No Relay,204,168,2695
2023-05-16 16:11:32.770,1,82018DBB,No Relay,173,165,2960
2023-05-16 16:11:33.160,1,82019B41,No Relay,222,186,2950
2023-05-16 16:11:33.692,1,8201A0FF,No Relay,160,132,3060
2023-05-16 16:11:34.239,1,82019C9E,No Relay,169,144,2980
2023-05-16 16:11:34.426,1,82019CFB,No Relay,205,171,2700
2023-05-16 16:11:35.411,1,82018DBB,No Relay,174,168,2940
2023-05-16 16:11:35.708,1,82019B41,No Relay,223,186,2950
2023-05-16 16:11:36.958,1,82019C9E,No Relay,170,144,2980
2023-05-16 16:11:37.145,1,82019CFB,No Relay,206,171,2700
2023-05-16 16:11:39.099,1,8201A0FF,No Relay,162,135,3060
2023-05-16 16:11:39.411,1,82019CFB,No Relay,207,171,2700
2023-05-16 16:11:39.646,1,82019C9E,No Relay,171,144,2980
2023-05-16 16:11:41.146,1,82019B41,No Relay,225,186,2950
2023-05-16 16:11:41.443,1,8201A0FF,No Relay,163,135,3060
2023-05-16 16:11:42.178,1,82019C9E,No Relay,172,144,2980
2023-05-16 16:11:42.365,1,82019CFB,No Relay,208,171,2700
2023-05-16 16:11:43.443,1,82018DBB,No Relay,177,168,2960
2023-05-16 16:11:44.022,1,82019B41,No Relay,226,186,2950
2023-05-16 16:11:44.209,1,8201A0FF,No Relay,164,135,3060
2023-05-16 16:11:44.647,1,82019C9E,No Relay,173,147,2980
2023-05-16 16:11:44.850,1,82019CFB,No Relay,209,171,2705
2023-05-16 16:11:46.022,1,82018DBB,No Relay,178,168,2940
2023-05-16 16:11:46.725,1,8201A0FF,No Relay,165,135,3060
2023-05-16 16:11:46.913,1,82019B41,No Relay,227,186,2940
2023-05-16 16:11:47.132,1,82019C9E,No Relay,174,144,2980
2023-05-16 16:11:47.460,1,82019CFB,No Relay,210,174,2695
2023-05-16 16:11:48.460,1,82018DBB,No Relay,179,168,2940
2023-05-16 16:11:49.257,1,82019B41,No Relay,228,186,2950
2023-05-16 16:11:49.476,1,8201A0FF,No Relay,166,138,3060
2023-05-16 16:11:49.663,1,82019C9E,No Relay,175,144,2980
2023-05-16 16:11:51.023,1,82018DBB,No Relay,180,168,2950
2023-05-16 16:11:51.914,1,82019B41,No Relay,229,186,2950
2023-05-16 16:11:52.101,1,8201A0FF,No Relay,167,132,3060
2023-05-16 16:11:52.367,1,82019C9E,No Relay,176,144,2980
2023-05-16 16:11:52.867,1,82019CFB,No Relay,212,171,2700
2023-05-16 16:11:53.867,1,82018DBB,No Relay,181,171,2940
2023-05-16 16:11:54.570,1,8201A0FF,No Relay,168,120,3060
2023-05-16 16:11:54.820,1,82019C9E,No Relay,177,132,2980
2023-05-16 16:11:56.320,1,82018DBB,No Relay,182,168,2950
2023-05-16 16:11:57.244,1,82019B41,No Relay,231,183,2950
2023-05-16 16:11:57.431,1,82019C9E,No Relay,178,132,2980
2023-05-16 16:11:58.869,1,82018DBB,No Relay,183,168,2950
2023-05-16 16:12:00.041,1,82019B41,No Relay,232,186,2940
2023-05-16 16:12:00.276,1,82019C9E,No Relay,179,123,2980
2023-05-16 16:12:00.557,1,82019CFB,No Relay,215,168,2700
2023-05-16 16:12:01.620,1,82018DBB,No Relay,184,168,2940
2023-05-16 16:12:02.714,1,82019B41,No Relay,233,189,2950
2023-05-16 16:12:03.323,1,82019CFB,No Relay,216,171,2700
2023-05-16 16:12:04.354,1,82018DBB,No Relay,185,168,2950
2023-05-16 16:12:05.183,1,82019B41,No Relay,234,186,2950
2023-05-16 16:12:05.870,1,82019C9E,No Relay,181,144,2990
2023-05-16 16:12:06.808,1,82018DBB,No Relay,186,168,2940
2023-05-16 16:12:08.386,1,82019CFB,No Relay,218,171,2695
2023-05-16 16:12:08.574,1,8201A0FF,No Relay,173,132,3060
2023-05-16 16:12:08.777,1,82019C9E,No Relay,182,144,2980
2023-05-16 16:12:09.308,1,82018DBB,No Relay,187,168,2940
2023-05-16 16:12:10.387,1,82019B41,No Relay,236,168,2950
2023-05-16 16:12:10.793,1,82019CFB,No Relay,219,171,2700
2023-05-16 16:12:11.106,1,82019C9E,No Relay,183,162,2980
2023-05-16 16:12:11.309,1,8201A0FF,No Relay,174,147,3060
2023-05-16 16:12:11.731,1,82018DBB,No Relay,188,171,2950
2023-05-16 16:12:12.981,1,82019B41,No Relay,237,168,2950
2023-05-16 16:12:13.575,1,82019CFB,No Relay,220,180,2695
2023-05-16 16:12:13.762,1,82019C9E,No Relay,184,150,2980
2023-05-16 16:12:14.044,1,8201A0FF,No Relay,175,147,3060
2023-05-16 16:12:14.262,1,82018DBB,No Relay,189,168,2940
2023-05-16 16:12:15.810,1,82019B41,No Relay,238,168,2950
2023-05-16 16:12:16.294,1,82019CFB,No Relay,221,171,2690
2023-05-16 16:12:16.513,1,82019C9E,No Relay,185,159,2980
2023-05-16 16:12:16.747,1,8201A0FF,No Relay,176,111,3060
2023-05-16 16:12:18.419,1,82019B41,No Relay,239,168,2940
2023-05-16 16:12:19.216,1,82019C9E,No Relay,186,156,2980
2023-05-16 16:12:19.841,1,82018DBB,No Relay,191,168,2940
2023-05-16 16:12:21.216,1,82019B41,No Relay,240,168,2950
2023-05-16 16:12:21.795,1,82019C9E,No Relay,187,159,2980
2023-05-16 16:12:22.608,1,82018DBB,No Relay,192,168,2940
2023-05-16 16:12:23.686,1,82019CFB,No Relay,224,171,2690
2023-05-16 16:12:24.217,1,82019C9E,No Relay,188,159,2980
2023-05-16 16:12:25.123,1,82018DBB,No Relay,193,165,2950
2023-05-16 16:12:26.217,1,82019CFB,No Relay,225,171,2700
2023-05-16 16:12:26.889,1,82019C9E,No Relay,189,159,2980
2023-05-16 16:12:27.452,1,8201A0FF,No Relay,180,96,3060
2023-05-16 16:12:27.827,1,82018DBB,No Relay,194,162,2940
2023-05-16 16:12:28.640,1,82019CFB,No Relay,226,171,2690
2023-05-16 16:12:28.952,1,82019B41,No Relay,243,168,2950
2023-05-16 16:12:30.593,1,82018DBB,No Relay,195,165,2940
2023-05-16 16:12:31.187,1,82019CFB,No Relay,227,171,2700
2023-05-16 16:12:31.921,1,82019C9E,No Relay,191,159,2980
2023-05-16 16:12:33.015,1,82018DBB,No Relay,196,171,2950
2023-05-16 16:12:33.922,1,82019CFB,No Relay,228,177,2695
2023-05-16 16:12:34.375,1,82019B41,No Relay,245,171,2950
2023-05-16 16:12:35.078,1,8201A0FF,No Relay,183,138,3060
2023-05-16 16:12:35.515,1,82018DBB,No Relay,197,171,2940
2023-05-16 16:12:36.625,1,82019CFB,No Relay,229,180,2695
2023-05-16 16:12:36.984,1,82019B41,No Relay,246,171,2940
2023-05-16 16:12:37.453,1,82019C9E,No Relay,193,156,2980
