時間,論理ID,タグID,中継器ID,送信番号,電波強度,電源電圧
2023-05-16 16:12:37.657,1,8201A0FF,No Relay,184,132,3060
2023-05-16 16:12:39.438,1,82019CFB,No Relay,230,180,2700
2023-05-16 16:12:39.626,1,82019B41,No Relay,247,171,2950
2023-05-16 16:12:40.297,1,8201A0FF,No Relay,185,135,3060
2023-05-16 16:12:40.485,1,82019C9E,No Relay,194,156,2980
2023-05-16 16:12:40.751,1,82018DBB,No Relay,199,171,2960
2023-05-16 16:12:42.126,1,82019CFB,No Relay,231,177,2690
2023-05-16 16:12:42.313,1,82019B41,No Relay,248,171,2950
2023-05-16 16:12:43.267,1,82018DBB,No Relay,200,171,2940
2023-05-16 16:12:44.767,1,82019B41,No Relay,249,168,2940
2023-05-16 16:12:44.954,1,82019CFB,No Relay,232,177,2700
2023-05-16 16:12:45.533,1,8201A0FF,No Relay,187,135,3060
2023-05-16 16:12:45.736,1,82019C9E,No Relay,196,156,2990
2023-05-16 16:12:46.017,1,82018DBB,No Relay,201,171,2940
2023-05-16 16:12:47.533,1,82019CFB,No Relay,233,177,2695
2023-05-16 16:12:47.892,1,8201A0FF,No Relay,188,132,3060
2023-05-16 16:12:48.549,1,82019C9E,No Relay,197,156,2990
2023-05-16 16:12:48.877,1,82018DBB,No Relay,202,171,2940
2023-05-16 16:12:50.080,1,82019B41,No Relay,251,171,2940
2023-05-16 16:12:50.314,1,8201A0FF,No Relay,189,144,3060
2023-05-16 16:12:50.518,1,82019CFB,No Relay,234,177,2695
2023-05-16 16:12:51.205,1,82019C9E,No Relay,198,153,2980
2023-05-16 16:12:52.831,1,8201A0FF,No Relay,190,144,3060
2023-05-16 16:12:55.409,1,82019B41,No Relay,253,174,2950
2023-05-16 16:12:55.597,1,82019CFB,No Relay,236,177,2700
2023-05-16 16:12:55.800,1,8201A0FF,No Relay,191,147,3060
2023-05-16 16:12:56.487,1,82019C9E,No Relay,200,156,2990
2023-05-16 16:12:56.753,1,82018DBB,No Relay,205,174,2960
2023-05-16 16:12:57.832,1,8201A0FF,No Relay,192,144,3060
2023-05-16 16:12:58.035,1,82019B41,No Relay,254,174,2950
2023-05-16 16:12:58.253,1,82019CFB,No Relay,237,180,2695
2023-05-16 16:12:59.066,1,82019C9E,No Relay,201,153,2980
2023-05-16 16:13:00.285,1,8201A0FF,No Relay,193,147,3060
2023-05-16 16:13:00.723,1,82019B41,No Relay,255,174,2950
2023-05-16 16:13:01.004,1,82019CFB,No Relay,238,180,2700
2023-05-16 16:13:01.707,1,82019C9E,No Relay,202,156,2980
2023-05-16 16:13:02.895,1,8201A0FF,No Relay,194,141,3060
2023-05-16 16:13:03.770,1,82019CFB,No Relay,239,180,2695
2023-05-16 16:13:04.348,1,82019C9E,No Relay,203,153,2980
2023-05-16 16:13:04.692,1,82018DBB,No Relay,208,171,2960
2023-05-16 16:13:05.473,1,8201A0FF,No Relay,195,144,3060
2023-05-16 16:13:06.568,1,82019CFB,No Relay,240,180,2690
2023-05-16 16:13:07.114,1,82018DBB,No Relay,209,171,2950
2023-05-16 16:13:07.318,1,82019C9E,No Relay,204,153,2980
2023-05-16 16:13:07.880,1,8201A0FF,No Relay,196,147,3060
2023-05-16 16:13:08.255,1,82019B41,No Relay,258,171,2940
2023-05-16 16:13:09.115,1,82019CFB,No Relay,241,177,2700
2023-05-16 16:13:09.740,1,82018DBB,No Relay,210,174,2940
2023-05-16 16:13:10.881,1,82019B41,No Relay,259,171,2950
2023-05-16 16:13:11.772,1,82019CFB,No Relay,242,177,2695
2023-05-16 16:13:12.193,1,82019C9E,No Relay,206,150,2990
2023-05-16 16:13:12.381,1,82018DBB,No Relay,211,174,2950
2023-05-16 16:13:13.022,1,8201A0FF,No Relay,198,144,3060
2023-05-16 16:13:14.569,1,82019CFB,No Relay,243,177,2695
2023-05-16 16:13:14.772,1,82019C9E,No Relay,207,150,2980
2023-05-16 16:13:15.178,1,82018DBB,No Relay,212,171,2940
2023-05-16 16:13:17.132,1,82019CFB,No Relay,244,177,2695
2023-05-16 16:13:17.444,1,82019C9E,No Relay,208,150,2980
2023-05-16 16:13:17.648,1,82018DBB,No Relay,213,171,2950
2023-05-16 16:13:18.226,1,8201A0FF,No Relay,200,141,3060
2023-05-16 16:13:19.367,1,82019B41,No Relay,262,171,2940
2023-05-16 16:13:19.914,1,82019CFB,No Relay,245,177,2695
2023-05-16 16:13:20.336,1,82018DBB,No Relay,214,171,2940
2023-05-16 16:13:21.008,1,8201A0FF,No Relay,201,135,3060
2023-05-16 16:13:22.211,1,82019B41,No Relay,263,168,2950
2023-05-16 16:13:22.430,1,82019CFB,No Relay,246,177,2695
2023-05-16 16:13:22.930,1,82019C9E,No Relay,210,153,2990
2023-05-16 16:13:23.133,1,82018DBB,No Relay,215,174,2950
2023-05-16 16:13:23.727,1,8201A0FF,No Relay,202,147,3060
2023-05-16 16:13:24.884,1,82019CFB,No Relay,247,177,2695
2023-05-16 16:13:25.071,1,82019B41,No Relay,264,171,2950
2023-05-16 16:13:25.649,1,82019C9E,No Relay,211,153,2990
2023-05-16 16:13:25.837,1,82018DBB,No Relay,216,171,2940
2023-05-16 16:13:26.368,1,8201A0FF,No Relay,203,123,3060
2023-05-16 16:13:27.556,1,82019CFB,No Relay,248,177,2695
2023-05-16 16:13:27.775,1,82019B41,No Relay,265,183,2940
2023-05-16 16:13:28.071,1,82019C9E,No Relay,212,159,2980
2023-05-16 16:13:28.274,1,82018DBB,No Relay,217,171,2940
2023-05-16 16:13:29.056,1,8201A0FF,No Relay,204,123,3060
2023-05-16 16:13:30.134,1,82019CFB,No Relay,249,168,2700
2023-05-16 16:13:30.337,1,82019B41,No Relay,266,168,2940
2023-05-16 16:13:30.791,1,82018DBB,No Relay,218,159,2940
2023-05-16 16:13:30.994,1,82019C9E,No Relay,213,165,2980
2023-05-16 16:13:31.744,1,8201A0FF,No Relay,205,132,3060
2023-05-16 16:13:32.650,1,82019CFB,No Relay,250,177,2700
2023-05-16 16:13:33.072,1,82019B41,No Relay,267,180,2940
2023-05-16 16:13:33.557,1,82018DBB,No Relay,219,168,2950
2023-05-16 16:13:33.760,1,82019C9E,No Relay,214,153,2980
2023-05-16 16:13:34.135,1,8201A0FF,No Relay,206,132,3060
2023-05-16 16:13:35.244,1,82019CFB,No Relay,251,177,2690
2023-05-16 16:13:35.932,1,82019B41,No Relay,268,183,2950
2023-05-16 16:13:36.182,1,82018DBB,No Relay,220,168,2960
2023-05-16 16:13:36.823,1,8201A0FF,No Relay,207,132,3060
2023-05-16 16:13:38.714,1,82018DBB,No Relay,221,168,2940
2023-05-16 16:13:39.542,1,8201A0FF,No Relay,208,132,3060
2023-05-16 16:13:40.808,1,82019CFB,No Relay,253,177,2690
2023-05-16 16:13:41.120,1,82018DBB,No Relay,222,168,2940
2023-05-16 16:13:42.058,1,8201A0FF,No Relay,209,132,3060
2023-05-16 16:13:43.230,1,82019CFB,No Relay,254,177,2690
2023-05-16 16:13:43.558,1,82018DBB,No Relay,223,168,2940
2023-05-16 16:13:44.261,1,82019B41,No Relay,271,183,2940
2023-05-16 16:13:44.464,1,82019C9E,No Relay,218,156,2990
2023-05-16 16:13:44.855,1,8201A0FF,No Relay,210,135,3060
2023-05-16 16:13:46.105,1,82018DBB,No Relay,224,168,2940
2023-05-16 16:13:46.637,1,82019B41,No Relay,272,183,2950
2023-05-16 16:13:47.137,1,82019C9E,No Relay,219,153,2980
2023-05-16 16:13:48.559,1,82019CFB,No Relay,256,177,2695
2023-05-16 16:13:48.747,1,82018DBB,No Relay,225,168,2940
2023-05-16 16:13:49.106,1,82019B41,No Relay,273,183,2940
2023-05-16 16:13:51.137,1,82019CFB,No Relay,257,177,2695
2023-05-16 16:13:51.434,1,82018DBB,No Relay,226,168,2940
2023-05-16 16:13:52.231,1,82019C9E,No Relay,221,156,2990
2023-05-16 16:13:52.731,1,8201A0FF,No Relay,213,132,3060
2023-05-16 16:13:53.669,1,82019CFB,No Relay,258,177,2690
2023-05-16 16:13:53.888,1,82018DBB,No Relay,227,168,2940
2023-05-16 16:13:54.513,1,82019B41,No Relay,275,183,2950
2023-05-16 16:13:55.029,1,82019C9E,No Relay,222,156,2980
2023-05-16 16:13:55.498,1,8201A0FF,No Relay,214,135,3060
2023-05-16 16:13:56.467,1,82019CFB,No Relay,259,174,2695
2023-05-16 16:13:57.154,1,82019B41,No Relay,276,183,2950
2023-05-16 16:13:57.701,1,82019C9E,No Relay,223,156,2980
2023-05-16 16:13:58.139,1,8201A0FF,No Relay,215,126,3060
2023-05-16 16:13:59.139,1,82018DBB,No Relay,229,174,2960
2023-05-16 16:14:00.030,1,82019B41,No Relay,277,171,2940
2023-05-16 16:14:00.702,1,8201A0FF,No Relay,216,132,3060
2023-05-16 16:14:01.843,1,82018DBB,No Relay,230,171,2950
2023-05-16 16:14:02.030,1,82019CFB,No Relay,261,180,2690
2023-05-16 16:14:02.999,1,82019C9E,No Relay,225,153,2990
2023-05-16 16:14:04.452,1,82018DBB,No Relay,231,168,2950
2023-05-16 16:14:05.765,1,82019C9E,No Relay,226,156,2980
2023-05-16 16:14:05.952,1,8201A0FF,No Relay,218,135,3060
2023-05-16 16:14:06.828,1,82019CFB,No Relay,263,177,2690
2023-05-16 16:14:07.015,1,82018DBB,No Relay,232,168,2940
2023-05-16 16:14:08.437,1,82019C9E,No Relay,227,156,2980
2023-05-16 16:14:08.625,1,8201A0FF,No Relay,219,132,3060
2023-05-16 16:14:09.547,1,82018DBB,No Relay,233,168,2940
2023-05-16 16:14:09.750,1,82019CFB,No Relay,264,177,2695
2023-05-16 16:14:10.813,1,82019C9E,No Relay,228,153,2980
2023-05-16 16:14:11.125,1,8201A0FF,No Relay,220,111,3060
2023-05-16 16:14:12.469,1,82019CFB,No Relay,265,177,2700
2023-05-16 16:14:12.657,1,82019B41,No Relay,282,174,2940
2023-05-16 16:14:13.344,1,82019C9E,No Relay,229,156,2980
2023-05-16 16:14:13.782,1,8201A0FF,No Relay,221,123,3060
2023-05-16 16:14:14.845,1,82018DBB,No Relay,235,168,2960
2023-05-16 16:14:15.048,1,82019CFB,No Relay,266,177,2700
2023-05-16 16:14:16.251,1,8201A0FF,No Relay,222,129,3060
2023-05-16 16:14:17.439,1,82019CFB,No Relay,267,171,2690
2023-05-16 16:14:17.627,1,82018DBB,No Relay,236,168,2940
2023-05-16 16:14:18.314,1,82019C9E,No Relay,231,159,2990
2023-05-16 16:14:18.908,1,8201A0FF,No Relay,223,132,3060
2023-05-16 16:14:20.205,1,82019CFB,No Relay,268,174,2695
2023-05-16 16:14:20.408,1,82018DBB,No Relay,237,168,2940
2023-05-16 16:14:21.174,1,82019C9E,No Relay,232,159,2980
2023-05-16 16:14:21.377,1,8201A0FF,No Relay,224,132,3060
2023-05-16 16:14:22.674,1,82019B41,No Relay,286,174,2950
2023-05-16 16:14:22.893,1,82018DBB,No Relay,238,168,2940
2023-05-16 16:14:23.080,1,82019CFB,No Relay,269,174,2700
2023-05-16 16:14:23.674,1,82019C9E,No Relay,233,156,2980
2023-05-16 16:14:23.940,1,8201A0FF,No Relay,225,111,3060
2023-05-16 16:14:25.315,1,82019B41,No Relay,287,177,2940
2023-05-16 16:14:25.581,1,82019CFB,No Relay,270,171,2690
2023-05-16 16:14:25.784,1,82018DBB,No Relay,239,168,2940
2023-05-16 16:14:26.503,1,82019C9E,No Relay,234,156,2980
2023-05-16 16:14:27.909,1,82019B41,No Relay,288,177,2940
2023-05-16 16:14:29.191,1,82019C9E,No Relay,235,156,2980
2023-05-16 16:14:30.456,1,82019B41,No Relay,289,177,2940
2023-05-16 16:14:31.613,1,82019C9E,No Relay,236,156,2980
2023-05-16 16:14:32.035,1,8201A0FF,No Relay,228,114,3060
2023-05-16 16:14:32.988,1,82019B41,No Relay,290,177,2950
2023-05-16 16:14:33.816,1,82019CFB,No Relay,273,171,2690
2023-05-16 16:14:34.269,1,82019C9E,No Relay,237,159,2980
2023-05-16 16:14:34.770,1,8201A0FF,No Relay,229,132,3060
2023-05-16 16:14:35.754,1,82019B41,No Relay,291,174,2950
2023-05-16 16:14:36.363,1,82019CFB,No Relay,274,174,2695
2023-05-16 16:14:36.551,1,82018DBB,No Relay,243,171,2960
2023-05-16 16:14:37.145,1,8201A0FF,No Relay,230,126,3060
2023-05-16 16:14:38.520,1,82019B41,No Relay,292,177,2950
2023-05-16 16:14:39.130,1,82019CFB,No Relay,275,174,2690
2023-05-16 16:14:39.317,1,82018DBB,No Relay,244,168,2940
2023-05-16 16:14:39.520,1,82019C9E,No Relay,239,156,2980
2023-05-16 16:14:39.927,1,8201A0FF,No Relay,231,132,3060
2023-05-16 16:14:40.896,1,82019B41,No Relay,293,177,2950
2023-05-16 16:14:41.849,1,82018DBB,No Relay,245,168,2950
2023-05-16 16:14:42.052,1,82019CFB,No Relay,276,171,2690
2023-05-16 16:14:42.677,1,8201A0FF,No Relay,232,132,3060
2023-05-16 16:14:43.349,1,82019B41,No Relay,294,180,2950
2023-05-16 16:14:44.349,1,82019CFB,No Relay,277,177,2695
2023-05-16 16:14:44.568,1,82018DBB,No Relay,246,171,2940
2023-05-16 16:14:44.912,1,82019C9E,No Relay,241,153,2990
2023-05-16 16:14:45.303,1,8201A0FF,No Relay,233,129,3060
2023-05-16 16:14:45.850,1,82019B41,No Relay,295,177,2940
2023-05-16 16:14:46.975,1,82018DBB,No Relay,247,171,2940
2023-05-16 16:14:47.162,1,82019CFB,No Relay,278,180,2690
2023-05-16 16:14:47.490,1,82019C9E,No Relay,242,156,2980
2023-05-16 16:14:48.147,1,8201A0FF,No Relay,234,99,3060
2023-05-16 16:14:48.631,1,82019B41,No Relay,296,177,2950
2023-05-16 16:14:49.444,1,82018DBB,No Relay,248,171,2940
2023-05-16 16:14:49.788,1,82019CFB,No Relay,279,180,2690
2023-05-16 16:14:49.975,1,82019C9E,No Relay,243,153,2980
2023-05-16 16:14:50.710,1,8201A0FF,No Relay,235,108,3060
2023-05-16 16:14:52.007,1,82018DBB,No Relay,249,168,2940
2023-05-16 16:14:52.226,1,82019CFB,No Relay,280,180,2690
2023-05-16 16:14:52.632,1,82019C9E,No Relay,244,153,2980
2023-05-16 16:14:53.460,1,8201A0FF,No Relay,236,117,3060
2023-05-16 16:14:54.007,1,82019B41,No Relay,298,168,2940
2023-05-16 16:14:54.554,1,82018DBB,No Relay,250,168,2950
2023-05-16 16:14:54.898,1,82019CFB,No Relay,281,177,2690
2023-05-16 16:14:55.351,1,82019C9E,No Relay,245,156,2980
2023-05-16 16:14:55.851,1,8201A0FF,No Relay,237,111,3060
2023-05-16 16:14:57.398,1,82018DBB,No Relay,251,168,2940
2023-05-16 16:14:57.602,1,82019CFB,No Relay,282,180,2690
2023-05-16 16:14:58.086,1,82019C9E,No Relay,246,153,2980
2023-05-16 16:14:58.539,1,8201A0FF,No Relay,238,96,3060
2023-05-16 16:14:59.383,1,82019B41,No Relay,300,168,2950
2023-05-16 16:14:59.946,1,82019CFB,No Relay,283,180,2700
2023-05-16 16:15:01.852,1,82019B41,No Relay,301,168,2940
2023-05-16 16:15:02.321,1,82019CFB,No Relay,284,177,2690
2023-05-16 16:15:02.524,1,82018DBB,No Relay,253,168,2940
2023-05-16 16:15:05.119,1,82019CFB,No Relay,285,177,2695
2023-05-16 16:15:05.337,1,82018DBB,No Relay,254,171,2940
2023-05-16 16:15:05.682,1,82019C9E,No Relay,249,153,2990
2023-05-16 16:15:06.619,1,8201A0FF,No Relay,241,60,3060
2023-05-16 16:15:07.072,1,82019B41,No Relay,303,171,2940
2023-05-16 16:15:07.916,1,82019CFB,No Relay,286,180,2690
2023-05-16 16:15:08.104,1,82019C9E,No Relay,250,153,2980
2023-05-16 16:15:08.322,1,82018DBB,No Relay,255,171,2950
2023-05-16 16:15:10.463,1,82019C9E,No Relay,251,156,2980
2023-05-16 16:15:10.651,1,82019CFB,No Relay,287,180,2690
2023-05-16 16:15:12.073,1,8201A0FF,No Relay,243,60,3060
2023-05-16 16:15:12.276,1,82019B41,No Relay,305,174,2940
2023-05-16 16:15:12.932,1,82019C9E,No Relay,252,156,2980
2023-05-16 16:15:13.120,1,82018DBB,No Relay,257,171,2960
2023-05-16 16:15:14.526,1,8201A0FF,No Relay,244,75,3060
2023-05-16 16:15:14.823,1,82019B41,No Relay,306,174,2940
2023-05-16 16:15:15.480,1,82019CFB,No Relay,289,180,2690
2023-05-16 16:15:15.668,1,82019C9E,No Relay,253,156,2980
2023-05-16 16:15:15.871,1,82018DBB,No Relay,258,168,2940
2023-05-16 16:15:17.308,1,8201A0FF,No Relay,245,90,3060
2023-05-16 16:15:17.511,1,82019B41,No Relay,307,174,2940
2023-05-16 16:15:18.121,1,82019C9E,No Relay,254,156,2980
2023-05-16 16:15:18.371,1,82018DBB,No Relay,259,168,2940
2023-05-16 16:15:19.684,1,8201A0FF,No Relay,246,102,3060
2023-05-16 16:15:20.746,1,82019C9E,No Relay,255,156,2980
2023-05-16 16:15:20.949,1,82019CFB,No Relay,291,177,2690
2023-05-16 16:15:21.153,1,82018DBB,No Relay,260,171,2950
2023-05-16 16:15:23.168,1,82019C9E,No Relay,256,156,2980
2023-05-16 16:15:23.372,1,82019CFB,No Relay,292,180,2690
2023-05-16 16:15:23.762,1,82018DBB,No Relay,261,168,2940
2023-05-16 16:15:24.919,1,8201A0FF,No Relay,248,111,3060
2023-05-16 16:15:25.387,1,82019B41,No Relay,310,171,2940
2023-05-16 16:15:25.700,1,82019CFB,No Relay,293,177,2695
2023-05-16 16:15:26.528,1,82018DBB,No Relay,262,168,2940
2023-05-16 16:15:27.763,1,8201A0FF,No Relay,249,75,3060
2023-05-16 16:15:27.982,1,82019B41,No Relay,311,174,2960
2023-05-16 16:15:28.185,1,82019CFB,No Relay,294,177,2695
2023-05-16 16:15:29.247,1,82018DBB,No Relay,263,168,2940
2023-05-16 16:15:30.435,1,8201A0FF,No Relay,250,126,3060
2023-05-16 16:15:30.638,1,82019CFB,No Relay,295,174,2690
2023-05-16 16:15:30.841,1,82019B41,No Relay,312,177,2940
2023-05-16 16:15:31.904,1,82018DBB,No Relay,264,168,2940
2023-05-16 16:15:32.935,1,82019CFB,No Relay,296,174,2690
2023-05-16 16:15:35.498,1,82019CFB,No Relay,297,171,2695
2023-05-16 16:15:35.811,1,8201A0FF,No Relay,252,132,3060
2023-05-16 16:15:35.998,1,82019B41,No Relay,314,177,2950
2023-05-16 16:15:36.295,1,82019C9E,No Relay,261,162,2980
2023-05-16 16:15:37.483,1,82018DBB,No Relay,266,168,2960
2023-05-16 16:15:37.889,1,82019CFB,No Relay,298,171,2695
2023-05-16 16:15:38.514,1,82019B41,No Relay,315,177,2940
2023-05-16 16:15:40.280,1,82018DBB,No Relay,267,162,2950
2023-05-16 16:15:40.483,1,82019CFB,No Relay,299,171,2690
2023-05-16 16:15:41.030,1,8201A0FF,No Relay,254,141,3060
2023-05-16 16:15:41.249,1,82019B41,No Relay,316,177,2950
2023-05-16 16:15:41.436,1,82019C9E,No Relay,263,168,2980
2023-05-16 16:15:42.749,1,82018DBB,No Relay,268,162,2940
2023-05-16 16:15:43.202,1,82019CFB,No Relay,300,171,2695
2023-05-16 16:15:43.499,1,8201A0FF,No Relay,255,141,3060
2023-05-16 16:15:43.843,1,82019C9E,No Relay,264,168,2980
2023-05-16 16:15:44.046,1,82019B41,No Relay,317,180,2940
2023-05-16 16:15:46.031,1,82019CFB,No Relay,301,171,2695
2023-05-16 16:15:46.234,1,8201A0FF,No Relay,256,141,3060
2023-05-16 16:15:46.422,1,82019C9E,No Relay,265,168,2980
2023-05-16 16:15:48.281,1,82018DBB,No Relay,270,162,2960
2023-05-16 16:15:48.579,1,82019CFB,No Relay,302,171,2695
2023-05-16 16:15:48.766,1,8201A0FF,No Relay,257,147,3060
2023-05-16 16:15:48.985,1,82019C9E,No Relay,266,168,2980
2023-05-16 16:15:49.266,1,82019B41,No Relay,319,180,2940
2023-05-16 16:15:50.829,1,82018DBB,No Relay,271,162,2940
2023-05-16 16:15:51.219,1,82019CFB,No Relay,303,168,2695
2023-05-16 16:15:51.422,1,82019C9E,No Relay,267,168,2980
2023-05-16 16:15:51.610,1,8201A0FF,No Relay,258,144,3060
2023-05-16 16:15:51.907,1,82019B41,No Relay,320,177,2950
2023-05-16 16:15:53.595,1,82018DBB,No Relay,272,168,2940
2023-05-16 16:15:53.814,1,82019C9E,No Relay,268,168,2980
2023-05-16 16:15:54.407,1,82019B41,No Relay,321,177,2940
2023-05-16 16:15:56.423,1,82019C9E,No Relay,269,165,2980
2023-05-16 16:15:56.627,1,82018DBB,No Relay,273,162,2940
2023-05-16 16:15:56.830,1,8201A0FF,No Relay,260,141,3060
2023-05-16 16:15:57.142,1,82019B41,No Relay,322,180,2940
2023-05-16 16:15:59.017,1,82019C9E,No Relay,270,168,2980
2023-05-16 16:15:59.220,1,82018DBB,No Relay,274,162,2950
2023-05-16 16:15:59.424,1,8201A0FF,No Relay,261,141,3060
2023-05-16 16:15:59.611,1,82019B41,No Relay,323,180,2940
2023-05-16 16:15:59.814,1,82019CFB,No Relay,306,168,2695
2023-05-16 16:16:02.252,1,82019B41,No Relay,324,180,2950
2023-05-16 16:16:02.518,1,82019CFB,No Relay,307,168,2690
2023-05-16 16:16:03.909,1,82019C9E,No Relay,272,168,2980
2023-05-16 16:16:04.393,1,82018DBB,No Relay,276,168,2940
2023-05-16 16:16:04.581,1,8201A0FF,No Relay,263,138,3060
2023-05-16 16:16:04.768,1,82019B41,No Relay,325,180,2950
2023-05-16 16:16:05.362,1,82019CFB,No Relay,308,168,2695
2023-05-16 16:16:06.471,1,82019C9E,No Relay,273,168,2980
2023-05-16 16:16:06.894,1,8201A0FF,No Relay,264,141,3060
2023-05-16 16:16:07.097,1,82018DBB,No Relay,277,162,2950
2023-05-16 16:16:09.347,1,82019C9E,No Relay,274,168,2980
2023-05-16 16:16:09.534,1,8201A0FF,No Relay,265,138,3060
2023-05-16 16:16:09.738,1,82018DBB,No Relay,278,162,2940
2023-05-16 16:16:10.253,1,82019CFB,No Relay,310,168,2695
2023-05-16 16:16:11.894,1,82019C9E,No Relay,275,168,2980
2023-05-16 16:16:12.144,1,82018DBB,No Relay,279,162,2940
2023-05-16 16:16:12.347,1,8201A0FF,No Relay,266,138,3070
2023-05-16 16:16:12.535,1,82019B41,No Relay,328,180,2940
2023-05-16 16:16:13.051,1,82019CFB,No Relay,311,168,2690
2023-05-16 16:16:14.614,1,82019C9E,No Relay,276,168,2980
2023-05-16 16:16:14.817,1,8201A0FF,No Relay,267,138,3060
2023-05-16 16:16:15.035,1,82019B41,No Relay,329,177,2950
2023-05-16 16:16:15.801,1,82019CFB,No Relay,312,171,2695
2023-05-16 16:16:17.411,1,82019C9E,No Relay,277,165,2980
2023-05-16 16:16:17.630,1,8201A0FF,No Relay,268,138,3060
2023-05-16 16:16:17.817,1,82018DBB,No Relay,281,168,2940
2023-05-16 16:16:18.646,1,82019CFB,No Relay,313,168,2690
2023-05-16 16:16:20.052,1,8201A0FF,No Relay,269,138,3060
2023-05-16 16:16:20.239,1,82019B41,No Relay,331,180,2940
2023-05-16 16:16:20.443,1,82019C9E,No Relay,278,165,2980
2023-05-16 16:16:20.646,1,82018DBB,No Relay,282,162,2940
2023-05-16 16:16:21.193,1,82019CFB,No Relay,314,168,2690
2023-05-16 16:16:22.584,1,8201A0FF,No Relay,270,138,3060
2023-05-16 16:16:22.771,1,82019B41,No Relay,332,180,2950
2023-05-16 16:16:23.162,1,82018DBB,No Relay,283,162,2940
2023-05-16 16:16:25.553,1,82019C9E,No Relay,280,168,2980
2023-05-16 16:16:26.256,1,82019CFB,No Relay,316,168,2690
2023-05-16 16:16:28.006,1,82019B41,No Relay,334,177,2950
2023-05-16 16:16:28.350,1,82018DBB,No Relay,285,162,2960
2023-05-16 16:16:28.897,1,82019CFB,No Relay,317,168,2690
2023-05-16 16:16:30.444,1,8201A0FF,No Relay,273,138,3060
2023-05-16 16:16:30.882,1,82019B41,No Relay,335,180,2940
2023-05-16 16:16:31.069,1,82019C9E,No Relay,282,168,2990
2023-05-16 16:16:31.272,1,82018DBB,No Relay,286,162,2940
2023-05-16 16:16:31.491,1,82019CFB,No Relay,318,168,2690
2023-05-16 16:16:33.460,1,82019C9E,No Relay,283,165,2980
2023-05-16 16:16:33.663,1,82018DBB,No Relay,287,162,2950
2023-05-16 16:16:33.866,1,82019B41,No Relay,336,177,2950
2023-05-16 16:16:34.054,1,82019CFB,No Relay,319,168,2690
2023-05-16 16:16:35.335,1,8201A0FF,No Relay,275,141,3060
2023-05-16 16:16:36.257,1,82019C9E,No Relay,284,168,2980
2023-05-16 16:16:36.476,1,82019B41,No Relay,337,180,2940
2023-05-16 16:16:36.664,1,82019CFB,No Relay,320,168,2695
2023-05-16 16:16:38.680,1,82019C9E,No Relay,285,168,2980
2023-05-16 16:16:38.977,1,82018DBB,No Relay,289,162,2940
2023-05-16 16:16:39.398,1,82019CFB,No Relay,321,168,2690
2023-05-16 16:16:41.414,1,82019C9E,No Relay,286,168,2980
2023-05-16 16:16:41.743,1,82018DBB,No Relay,290,162,2950
2023-05-16 16:16:41.946,1,82019B41,No Relay,339,180,2940
2023-05-16 16:16:43.024,1,8201A0FF,No Relay,278,138,3060
2023-05-16 16:16:44.243,1,82019C9E,No Relay,287,168,2980
2023-05-16 16:16:44.446,1,82018DBB,No Relay,291,162,2940
2023-05-16 16:16:44.634,1,82019CFB,No Relay,323,168,2695
2023-05-16 16:16:44.837,1,82019B41,No Relay,340,180,2940
2023-05-16 16:16:45.665,1,8201A0FF,No Relay,279,144,3060
2023-05-16 16:16:46.821,1,82019CFB,No Relay,324,168,2695
2023-05-16 16:16:47.040,1,82018DBB,No Relay,292,168,2940
2023-05-16 16:16:47.228,1,82019C9E,No Relay,288,159,2980
2023-05-16 16:16:47.431,1,82019B41,No Relay,341,177,2940
2023-05-16 16:16:48.150,1,8201A0FF,No Relay,280,141,3060
2023-05-16 16:16:49.478,1,82019C9E,No Relay,289,168,2980
2023-05-16 16:16:49.916,1,82019B41,No Relay,342,177,2940
2023-05-16 16:16:50.525,1,8201A0FF,No Relay,281,144,3060
2023-05-16 16:16:51.900,1,82019C9E,No Relay,290,168,2980
2023-05-16 16:16:52.088,1,82019CFB,No Relay,326,168,2690
2023-05-16 16:16:52.588,1,82018DBB,No Relay,294,162,2950
2023-05-16 16:16:52.994,1,8201A0FF,No Relay,282,141,3060
2023-05-16 16:16:55.385,1,82018DBB,No Relay,295,162,2940
2023-05-16 16:16:55.573,1,82019B41,No Relay,344,177,2940
2023-05-16 16:16:55.776,1,8201A0FF,No Relay,283,132,3060
2023-05-16 16:16:56.901,1,82019C9E,No Relay,292,162,2980
2023-05-16 16:16:58.026,1,82018DBB,No Relay,296,162,2940
2023-05-16 16:16:58.229,1,82019B41,No Relay,345,177,2940
2023-05-16 16:16:58.417,1,8201A0FF,No Relay,284,141,3060
2023-05-16 16:16:59.464,1,82019C9E,No Relay,293,159,2980
2023-05-16 16:16:59.730,1,82019CFB,No Relay,329,174,2690
2023-05-16 16:17:00.745,1,82019B41,No Relay,346,177,2940
2023-05-16 16:17:01.120,1,8201A0FF,No Relay,285,111,3060
2023-05-16 16:17:02.511,1,82019CFB,No Relay,330,171,2690
2023-05-16 16:17:03.246,1,82018DBB,No Relay,298,168,2960
2023-05-16 16:17:03.949,1,8201A0FF,No Relay,286,138,3060
2023-05-16 16:17:04.902,1,82019C9E,No Relay,295,162,2980
2023-05-16 16:17:05.105,1,82019CFB,No Relay,331,171,2695
2023-05-16 16:17:06.043,1,82018DBB,No Relay,299,165,2940
2023-05-16 16:17:06.418,1,82019B41,No Relay,348,177,2940
