20230810_13:41:47.192
82019F2E,201
20230810_13:41:47.302
82019F2E,192
20230810_13:41:47.400
82019F2E,189
20230810_13:41:47.504
82019F2E,180
20230810_13:41:47.582
82019F2E,168
20230810_13:41:47.690
82019F2E,180
20230810_13:41:47.825
82019F2E,162
20230810_13:41:47.982
82019F2E,177
20230810_13:41:48.091
82019F2E,195
20230810_13:41:48.193
82019F2E,195
20230810_13:41:48.275
82019F2E,201
20230810_13:41:48.374
82019F2E,195
20230810_13:41:48.487
82019F2E,195
20230810_13:41:48.592
82019F2E,198
20230810_13:41:48.675
82019F2E,201
20230810_13:41:48.864
82019F2E,201
20230810_13:41:48.955
82019F2E,204
20230810_13:41:49.057
82019F2E,204
20230810_13:41:49.176
82019F2E,204
20230810_13:41:49.254
82019F2E,204
20230810_13:41:49.348
82019F2E,204
20230810_13:41:49.456
82019F2E,204
20230810_13:41:49.566
82019F2E,204
20230810_13:41:49.644
82019F2E,204
20230810_13:41:49.739
82019F2E,204
20230810_13:41:49.832
82019F2E,204
20230810_13:41:49.957
82019F2E,204
20230810_13:41:50.058
82019F2E,204
20230810_13:41:50.141
82019F2E,204
20230810_13:41:50.258
82019F2E,201
20230810_13:41:50.341
82019F2E,204
20230810_13:41:50.442
82019F2E,204
20230810_13:41:50.556
82019F2E,204
20230810_13:41:50.634
82019F2E,204
20230810_13:41:50.752
82019F2E,204
20230810_13:41:50.842
82019F2E,204
20230810_13:41:50.954
82019F2E,201
20230810_13:41:51.042
82019F2E,204
20230810_13:41:51.142
82019F2E,204
20230810_13:41:51.251
82019F2E,204
20230810_13:41:51.319
82019F2E,201
20230810_13:41:51.439
82019F2E,201
20230810_13:41:51.548
82019F2E,204
20230810_13:41:51.629
82019F2E,201
20230810_13:41:51.722
82019F2E,201
20230810_13:41:51.832
82019F2E,204
20230810_13:41:51.910
82019F2E,204
20230810_13:41:52.036
82019F2E,201
20230810_13:41:52.114
82019F2E,204
20230810_13:41:52.224
82019F2E,201
20230810_13:41:52.339
82019F2E,204
20230810_13:41:52.424
82019F2E,204
20230810_13:41:52.531
82019F2E,204
20230810_13:41:52.623
82019F2E,204
20230810_13:41:52.732
82019F2E,204
20230810_13:41:52.842
82019F2E,204
20230810_13:41:52.920
82019F2E,204
20230810_13:41:53.014
82019F2E,204
20230810_13:41:53.121
82019F2E,204
20230810_13:41:53.230
82019F2E,204
20230810_13:41:53.308
82019F2E,204
20230810_13:41:53.420
82019F2E,204
20230810_13:41:53.514
82019F2E,204
20230810_13:41:53.607
82019F2E,204
20230810_13:41:53.720
82019F2E,204
20230810_13:41:53.798
82019F2E,204
20230810_13:41:53.907
82019F2E,204
20230810_13:41:54.020
82019F2E,204
20230810_13:41:54.098
82019F2E,204
20230810_13:41:54.207
82019F2E,204
20230810_13:41:54.305
82019F2E,204
20230810_13:41:54.398
82019F2E,204
20230810_13:41:54.526
82019F2E,204
20230810_13:41:54.603
82019F2E,195
20230810_13:41:54.713
82019F2E,198
20230810_13:41:54.804
82019F2E,198
20230810_13:41:54.898
82019F2E,201
20230810_13:41:55.011
82019F2E,198
20230810_13:41:55.103
82019F2E,198
20230810_13:41:55.213
82019F2E,201
20230810_13:41:55.863
82019F2E,201
20230810_13:41:55.863
82019F2E,204
20230810_13:41:55.863
82019F2E,201
20230810_13:41:55.863
82019F2E,201
20230810_13:41:55.863
82019F2E,198
20230810_13:41:55.863
82019F2E,201
20230810_13:41:55.863
82019F2E,198
20230810_13:41:55.863
82019F2E,195
20230810_13:41:55.956
82019F2E,195
20230810_13:41:56.050
82019F2E,201
20230810_13:41:56.169
82019F2E,204
20230810_13:41:56.247
82019F2E,201
