time,tag,Number,LQI,xacc,yacc,zacc,datatype,
2023/11/07 16:21:33.810,82019B41,33,171,-1007,-198,-106,0,
2023/11/07 16:21:34.787,82019B41,34,171,-1008,-200,-109,0,
2023/11/07 16:21:35.760,82019B41,35,171,-1012,-196,-106,0,
2023/11/07 16:21:36.735,82019B41,36,162,-1016,-195,-99,0,
2023/11/07 16:21:37.709,82019B41,37,168,-1011,-191,-103,0,
2023/11/07 16:21:38.688,82019B41,38,171,-1018,-180,-98,0,
2023/11/07 16:21:39.646,82019B41,39,177,-1020,-156,-95,0,
2023/11/07 16:21:40.622,82019B41,40,168,-1018,-152,-98,0,
2023/11/07 16:21:41.600,82019B41,41,174,-1020,-149,-95,0,
2023/11/07 16:21:42.565,82019B41,42,174,-1022,-151,-100,0,
2023/11/07 16:21:43.544,82019B41,43,174,-1022,-147,-90,0,
2023/11/07 16:21:44.503,82019B41,44,171,-1016,-148,-100,0,
2023/11/07 16:21:45.483,82019B41,45,174,-1018,-143,-100,0,
2023/11/07 16:21:46.459,82019B41,46,162,-1021,-144,-95,0,
2023/11/07 16:21:47.426,82019B41,47,159,-1018,-144,-97,0,
2023/11/07 16:21:48.401,82019B41,48,162,-1021,-162,-99,0,
2023/11/07 16:21:49.379,82019B41,49,162,-1011,-194,-109,0,
2023/11/07 16:21:50.346,82019B41,50,165,-1011,-199,-105,0,
2023/11/07 16:21:51.331,82019B41,51,168,-1008,-201,-108,0,
2023/11/07 16:21:52.287,82019B41,52,168,-1010,-199,-114,0,
2023/11/07 16:21:53.279,82019B41,53,162,-1010,-201,-110,0,
2023/11/07 16:21:54.235,82019B41,54,162,-1008,-207,-111,0,
2023/11/07 16:21:55.210,82019B41,55,171,-1010,-195,-114,0,
2023/11/07 16:21:56.182,82019B41,56,186,-1023,-153,-142,0,
2023/11/07 16:21:57.142,82019B41,57,162,-994,124,-242,0,
2023/11/07 16:22:57.278,82019543,1,168,-1009,-180,-104,0,
2023/11/07 16:22:58.271,82019543,2,168,-1005,-183,-114,0,
2023/11/07 16:22:59.277,82019543,3,162,-1010,-182,-111,0,
2023/11/07 16:23:00.266,82019543,4,162,-1012,-191,-113,0,
2023/11/07 16:23:01.277,82019543,5,162,-1003,-178,-104,0,
2023/11/07 16:23:02.268,82019543,6,162,-997,-177,-113,0,
2023/11/07 16:23:03.264,82019543,7,165,-1007,-186,-111,0,
2023/11/07 16:23:04.254,82019543,8,165,-1002,-184,-115,0,
2023/11/07 16:23:05.258,82019543,9,168,-1008,-188,-110,0,
2023/11/07 16:23:06.244,82019543,10,162,-1006,-179,-106,0,
2023/11/07 16:23:07.244,82019543,11,168,-1007,-185,-110,0,
2023/11/07 16:23:08.246,82019543,12,177,-1005,-184,-116,0,
2023/11/07 16:23:09.245,82019543,13,177,-999,-181,-114,0,
2023/11/07 16:23:10.240,82019543,14,168,-1003,-194,-116,0,
2023/11/07 16:23:11.225,82019543,15,168,-998,-220,-131,0,
2023/11/07 16:23:12.240,82019543,16,162,-996,-226,-128,0,
2023/11/07 16:23:13.217,82019543,17,168,-996,-224,-133,0,
2023/11/07 16:23:14.225,82019543,18,168,-996,-227,-126,0,
2023/11/07 16:23:15.228,82019543,19,162,-996,-226,-138,0,
2023/11/07 16:23:16.221,82019543,20,156,-995,-227,-134,0,
2023/11/07 16:23:17.226,82019543,21,159,-990,-233,-135,0,
2023/11/07 16:23:18.221,82019543,22,162,-985,-252,-136,0,
2023/11/07 16:23:19.223,82019543,23,162,-989,-242,-135,0,
2023/11/07 16:23:20.214,82019543,24,162,-995,-243,-144,0,
2023/11/07 16:23:21.208,82019543,25,162,-989,-241,-141,0,
2023/11/07 16:23:22.202,82019543,26,162,-990,-239,-144,0,
2023/11/07 16:23:23.187,82019543,27,159,-995,-240,-144,0,
2023/11/07 16:23:24.201,82019543,28,162,-990,-240,-148,0,
2023/11/07 16:23:25.187,82019543,29,162,-987,-240,-144,0,
2023/11/07 16:23:26.174,82019543,30,162,-990,-241,-147,0,
2023/11/07 16:23:27.175,82019543,31,168,-992,-240,-134,0,
2023/11/07 16:23:28.162,82019543,32,159,-989,-242,-140,0,
2023/11/07 16:23:29.159,82019543,33,162,-991,-240,-135,0,
2023/11/07 16:23:30.161,82019543,34,162,-988,-244,-146,0,
2023/11/07 16:23:31.156,82019543,35,162,-988,-241,-145,0,
2023/11/07 16:23:32.149,82019543,36,159,-990,-241,-146,0,
2023/11/07 16:23:33.141,82019543,37,159,-990,-244,-144,0,
2023/11/07 16:23:34.145,82019543,38,162,-990,-242,-146,0,
2023/11/07 16:23:35.138,82019543,39,168,-992,-245,-139,0,
2023/11/07 16:23:36.133,82019543,40,159,-988,-247,-141,0,
2023/11/07 16:23:37.136,82019543,41,162,-987,-245,-140,0,
2023/11/07 16:23:38.129,82019543,42,162,-987,-247,-143,0,
2023/11/07 16:23:39.121,82019543,43,162,-987,-247,-148,0,
2023/11/07 16:23:40.120,82019543,44,168,-995,-235,-151,0,
2023/11/07 16:23:41.121,82019543,45,168,-985,-242,-165,0,
2023/11/07 16:23:42.124,82019543,46,168,-984,-246,-160,0,
2023/11/07 16:23:43.120,82019543,47,168,-986,-250,-158,0,
2023/11/07 16:23:44.112,82019543,48,168,-988,-254,-159,0,
2023/11/07 16:23:45.118,82019543,49,168,-983,-252,-162,0,
2023/11/07 16:23:46.125,82019543,50,171,-986,-254,-165,0,
2023/11/07 16:23:47.119,82019543,51,171,-988,-250,-156,0,
2023/11/07 16:23:48.111,82019543,52,171,-990,-251,-152,0,
2023/11/07 16:23:49.102,82019543,53,147,-1000,-253,-155,0,
2023/11/07 16:23:57.785,820198D4,1,180,-1004,-47,143,0,
2023/11/07 16:23:58.470,820198D4,2,180,-928,-247,-94,0,
2023/11/07 16:23:59.143,820198D4,3,171,-988,-273,-91,0,
2023/11/07 16:23:59.813,820198D4,4,168,-983,-300,-98,0,
2023/11/07 16:24:00.483,820198D4,5,165,-976,-317,-97,0,
2023/11/07 16:24:01.156,820198D4,6,168,-977,-314,-103,0,
2023/11/07 16:24:01.829,820198D4,7,168,-977,-319,-104,0,
2023/11/07 16:24:02.500,820198D4,8,168,-976,-318,-102,0,
2023/11/07 16:24:03.175,820198D4,9,168,-975,-321,-106,0,
2023/11/07 16:24:03.838,820198D4,10,168,-978,-318,-105,0,
2023/11/07 16:24:04.525,820198D4,11,165,-974,-319,-104,0,
2023/11/07 16:24:05.203,820198D4,12,168,-978,-319,-108,0,
2023/11/07 16:24:05.875,820198D4,13,168,-978,-319,-102,0,
2023/11/07 16:24:06.547,820198D4,14,162,-977,-319,-106,0,
2023/11/07 16:24:07.207,820198D4,15,162,-978,-315,-104,0,
2023/11/07 16:24:07.877,820198D4,16,162,-972,-319,-108,0,
2023/11/07 16:24:08.559,820198D4,17,168,-980,-296,-106,0,
2023/11/07 16:24:09.235,820198D4,18,162,-986,-293,-105,0,
2023/11/07 16:24:09.906,820198D4,19,168,-983,-294,-103,0,
2023/11/07 16:24:10.578,820198D4,20,165,-981,-293,-105,0,
2023/11/07 16:24:11.248,820198D4,21,162,-986,-295,-105,0,
2023/11/07 16:24:11.923,820198D4,22,162,-985,-293,-108,0,
2023/11/07 16:24:12.593,820198D4,23,165,-982,-294,-103,0,
2023/11/07 16:24:13.264,820198D4,24,168,-983,-293,-102,0,
2023/11/07 16:24:13.936,820198D4,25,162,-983,-291,-105,0,
2023/11/07 16:24:14.589,820198D4,26,177,-984,-294,-103,0,
2023/11/07 16:24:15.262,820198D4,27,150,-1008,92,22,0,
2023/11/07 16:24:15.937,820198D4,28,159,-964,-209,257,0,
2023/11/07 16:24:19.097,820198D4,1,180,-1063,-94,-31,0,
2023/11/07 16:24:19.761,820198D4,2,168,-1020,-118,-67,0,
2023/11/07 16:24:20.433,820198D4,3,162,-1016,-150,-74,0,
2023/11/07 16:24:21.118,820198D4,4,162,-1016,-153,-76,0,
2023/11/07 16:24:21.789,820198D4,5,168,-1016,-157,-78,0,
2023/11/07 16:24:22.444,820198D4,6,162,-1014,-158,-78,0,
2023/11/07 16:24:23.117,820198D4,7,162,-1014,-156,-79,0,
2023/11/07 16:24:23.795,820198D4,8,162,-1018,-157,-76,0,
2023/11/07 16:24:24.460,820198D4,9,162,-1014,-161,-78,0,
2023/11/07 16:24:47.495,820198D4,1,156,-1021,-179,-84,0,
2023/11/07 16:24:51.293,820198D4,1,162,-1020,-182,-82,0,
2023/11/07 16:24:52.324,820198D4,2,162,-1018,-181,-84,0,
2023/11/07 16:24:53.345,820198D4,3,159,-1010,-181,-86,0,
2023/11/07 16:24:54.378,820198D4,4,159,-1015,-183,-85,0,
2023/11/07 16:24:55.405,820198D4,5,159,-1016,-179,-83,0,
2023/11/07 16:24:56.420,820198D4,6,159,-1018,-181,-81,0,
2023/11/07 16:24:57.443,820198D4,7,153,-1018,-182,-82,0,
2023/11/07 16:24:58.468,820198D4,8,159,-1019,-179,-87,0,
2023/11/07 16:24:59.493,820198D4,9,162,-1017,-179,-84,0,
2023/11/07 16:25:00.514,820198D4,10,162,-1018,-179,-87,0,
2023/11/07 16:25:01.540,820198D4,11,162,-1020,-175,-82,0,
2023/11/07 16:25:02.563,820198D4,12,162,-1019,-173,-83,0,
2023/11/07 16:25:03.612,820198D4,13,162,-1020,-172,-86,0,
2023/11/07 16:25:04.644,820198D4,14,162,-1014,-172,-86,0,
2023/11/07 16:25:05.668,820198D4,15,162,-1020,-171,-86,0,
2023/11/07 16:25:06.686,820198D4,16,162,-1016,-172,-87,0,
2023/11/07 16:25:07.712,820198D4,17,162,-1018,-173,-84,0,
2023/11/07 16:25:08.738,820198D4,18,156,-1018,-174,-85,0,
2023/11/07 16:25:09.750,820198D4,19,156,-1019,-174,-83,0,
2023/11/07 16:25:10.785,820198D4,20,156,-1015,-176,-87,0,
2023/11/07 16:25:11.806,820198D4,21,156,-1017,-179,-85,0,
2023/11/07 16:25:12.829,820198D4,22,156,-1016,-175,-89,0,
2023/11/07 16:25:13.858,820198D4,23,156,-1019,-175,-86,0,
2023/11/07 16:25:14.870,820198D4,24,162,-1016,-177,-88,0,
2023/11/07 16:25:15.893,820198D4,25,165,-1017,-178,-83,0,
2023/11/07 16:25:16.924,820198D4,26,153,-1015,-172,-81,0,
2023/11/07 16:25:17.951,820198D4,27,162,-1012,-159,-90,0,
2023/11/07 16:25:18.962,820198D4,28,168,-1020,-159,-94,0,
2023/11/07 16:25:19.998,820198D4,29,162,-1021,-153,-95,0,
2023/11/07 16:25:21.011,820198D4,30,162,-1022,-146,-93,0,
2023/11/07 16:25:22.034,820198D4,31,162,-1017,-166,-97,0,
2023/11/07 16:25:23.074,820198D4,32,162,-1013,-184,-102,0,
2023/11/07 16:25:24.083,820198D4,33,162,-1015,-185,-102,0,
2023/11/07 16:25:25.108,820198D4,34,162,-1015,-182,-99,0,
2023/11/07 16:25:26.139,820198D4,35,168,-1011,-189,-97,0,
2023/11/07 16:25:27.175,820198D4,36,165,-1015,-186,-99,0,
2023/11/07 16:25:28.179,820198D4,37,159,-1014,-182,-98,0,
2023/11/07 16:25:29.202,820198D4,38,168,-1015,-183,-101,0,
2023/11/07 16:25:30.241,820198D4,39,168,-1013,-185,-108,0,
2023/11/07 16:25:31.258,820198D4,40,168,-1012,-184,-101,0,
2023/11/07 16:25:32.277,820198D4,41,162,-1012,-182,-99,0,
2023/11/07 16:25:33.304,820198D4,42,162,-1016,-185,-100,0,
2023/11/07 16:25:34.324,820198D4,43,162,-1016,-188,-98,0,
2023/11/07 16:25:37.809,820198D4,44,168,-1011,-183,-102,0,
2023/11/07 16:25:37.822,820198D4,45,165,-1014,-184,-100,0,
2023/11/07 16:25:37.838,820198D4,46,174,-1013,-177,-100,0,
2023/11/07 16:25:38.419,820198D4,47,168,-1010,-179,-100,0,
2023/11/07 16:25:39.440,820198D4,48,168,-1017,-178,-101,0,
2023/11/07 16:25:40.463,820198D4,49,171,-1016,-182,-98,0,
2023/11/07 16:25:41.473,820198D4,50,171,-1011,-176,-100,0,
2023/11/07 16:25:42.498,820198D4,51,168,-1013,-179,-98,0,
2023/11/07 16:25:43.524,820198D4,52,168,-1015,-177,-98,0,
2023/11/07 16:25:44.547,820198D4,53,171,-1013,-179,-95,0,
2023/11/07 16:25:45.583,820198D4,54,171,-1012,-181,-98,0,
2023/11/07 16:25:46.613,820198D4,55,171,-1015,-185,-100,0,
2023/11/07 16:25:47.616,820198D4,56,162,-1008,-185,-101,0,
2023/11/07 16:25:48.640,820198D4,57,159,-1015,-188,-98,0,
2023/11/07 16:25:49.666,820198D4,58,159,-1012,-189,-95,0,
2023/11/07 16:25:50.704,820198D4,59,162,-1011,-188,-97,0,
2023/11/07 16:25:51.729,820198D4,60,162,-1015,-190,-102,0,
2023/11/07 16:25:52.756,820198D4,61,159,-1011,-188,-97,0,
2023/11/07 16:25:53.766,820198D4,62,159,-1009,-190,-97,0,
2023/11/07 16:25:54.799,820198D4,63,168,-1009,-192,-100,0,
2023/11/07 16:25:55.815,820198D4,64,162,-1007,-195,-97,0,
2023/11/07 16:25:56.820,820198D4,65,162,-1013,-193,-100,0,
2023/11/07 16:25:57.878,820198D4,66,162,-1010,-195,-96,0,
2023/11/07 16:25:58.896,820198D4,67,159,-1010,-192,-100,0,
2023/11/07 16:25:59.918,820198D4,68,159,-1012,-188,-104,0,
2023/11/07 16:26:00.938,820198D4,69,132,-1031,-80,-143,0,
2023/11/07 16:26:09.617,820194F4,1,138,-1008,5,121,0,
2023/11/07 16:26:10.326,820194F4,2,150,-1019,-183,-48,0,
2023/11/07 16:26:11.011,820194F4,3,162,-1003,-191,-49,0,
2023/11/07 16:26:11.699,820194F4,4,162,-1002,-194,-56,0,
2023/11/07 16:26:12.401,820194F4,5,165,-1000,-198,-55,0,
2023/11/07 16:26:42.547,820194F4,1,171,-998,-199,-66,0,
2023/11/07 16:26:43.603,820194F4,2,171,-998,-200,-67,0,
2023/11/07 16:26:44.645,820194F4,3,171,-997,-201,-59,0,
2023/11/07 16:26:45.704,820194F4,4,168,-999,-200,-61,0,
2023/11/07 16:26:46.761,820194F4,5,171,-998,-200,-63,0,
2023/11/07 16:26:47.801,820194F4,6,168,-997,-199,-62,0,
2023/11/07 16:26:48.840,820194F4,7,171,-1000,-201,-63,0,
2023/11/07 16:26:49.895,820194F4,8,168,-998,-197,-64,0,
2023/11/07 16:26:50.937,820194F4,9,168,-997,-199,-57,0,
2023/11/07 16:26:51.987,820194F4,10,168,-997,-200,-59,0,
2023/11/07 16:26:53.031,820194F4,11,168,-995,-202,-61,0,
2023/11/07 16:26:54.067,820194F4,12,168,-995,-198,-60,0,
2023/11/07 16:26:55.121,820194F4,13,168,-998,-197,-63,0,
2023/11/07 16:26:56.159,820194F4,14,168,-998,-198,-63,0,
2023/11/07 16:26:57.209,820194F4,15,156,-997,-199,-62,0,
2023/11/07 16:26:58.254,820194F4,16,174,-999,-203,-60,0,
2023/11/07 16:26:59.304,820194F4,17,171,-999,-180,-56,0,
2023/11/07 16:27:00.342,820194F4,18,171,-1003,-179,-58,0,
2023/11/07 16:27:01.397,820194F4,19,171,-998,-179,-56,0,
2023/11/07 16:27:02.438,820194F4,20,174,-1001,-188,-62,0,
2023/11/07 16:27:03.485,820194F4,21,168,-994,-207,-66,0,
2023/11/07 16:27:04.535,820194F4,22,162,-998,-200,-71,0,
2023/11/07 16:27:05.581,820194F4,23,162,-992,-207,-84,0,
2023/11/07 16:27:06.623,820194F4,24,162,-993,-208,-81,0,
2023/11/07 16:27:07.668,820194F4,25,168,-993,-205,-86,0,
2023/11/07 16:27:08.713,820194F4,26,165,-994,-211,-83,0,
2023/11/07 16:27:09.760,820194F4,27,162,-993,-207,-86,0,
2023/11/07 16:27:10.808,820194F4,28,165,-996,-210,-88,0,
2023/11/07 16:27:11.867,820194F4,29,165,-992,-206,-86,0,
2023/11/07 16:27:12.912,820194F4,30,168,-991,-207,-87,0,
2023/11/07 16:27:13.983,820194F4,31,165,-995,-209,-87,0,
2023/11/07 16:27:15.028,820194F4,32,168,-996,-214,-89,0,
2023/11/07 16:27:16.073,820194F4,33,168,-992,-208,-86,0,
2023/11/07 16:27:17.126,820194F4,34,159,-990,-209,-85,0,
2023/11/07 16:27:18.175,820194F4,35,159,-994,-209,-88,0,
2023/11/07 16:27:19.224,820194F4,36,162,-995,-208,-86,0,
2023/11/07 16:27:20.279,820194F4,37,159,-995,-208,-86,0,
2023/11/07 16:27:21.312,820194F4,38,159,-994,-212,-86,0,
2023/11/07 16:27:28.754,820192A6,1,162,-1039,-65,230,0,
2023/11/07 16:27:29.386,820192A6,2,159,-1043,-107,74,0,
2023/11/07 16:27:30.024,820192A6,3,159,-1033,-121,41,0,
2023/11/07 16:27:30.650,820192A6,4,162,-1038,-118,41,0,
2023/11/07 16:27:31.289,820192A6,5,159,-1036,-123,42,0,
2023/11/07 16:27:31.911,820192A6,6,159,-1037,-130,37,0,
2023/11/07 16:27:32.531,820192A6,7,159,-1033,-128,36,0,
2023/11/07 16:27:33.169,820192A6,8,159,-1039,-131,42,0,
2023/11/07 16:27:33.795,820192A6,9,159,-1040,-130,40,0,
2023/11/07 16:27:34.434,820192A6,10,159,-1038,-130,39,0,
2023/11/07 16:27:35.066,820192A6,11,159,-1037,-130,43,0,
2023/11/07 16:27:35.690,820192A6,12,159,-1033,-128,37,0,
2023/11/07 16:27:36.320,820192A6,13,159,-1032,-129,40,0,
2023/11/07 16:27:36.967,820192A6,14,159,-1035,-129,37,0,
2023/11/07 16:27:37.600,820192A6,15,159,-1034,-133,38,0,
2023/11/07 16:28:12.183,820192A6,1,162,-1026,-141,40,0,
2023/11/07 16:28:13.128,820192A6,2,159,-1032,-141,45,0,
2023/11/07 16:28:14.073,820192A6,3,141,-1029,-132,33,0,
2023/11/07 16:28:15.020,820192A6,4,162,-1030,-136,39,0,
2023/11/07 16:28:15.974,820192A6,5,162,-1029,-139,32,0,
2023/11/07 16:28:16.920,820192A6,6,162,-1030,-147,30,0,
2023/11/07 16:28:17.862,820192A6,7,168,-1026,-146,38,0,
2023/11/07 16:28:18.807,820192A6,8,162,-1029,-140,38,0,
2023/11/07 16:28:19.766,820192A6,9,168,-1034,-155,35,0,
2023/11/07 16:28:20.711,820192A6,10,168,-1028,-154,34,0,
2023/11/07 16:28:21.650,820192A6,11,162,-1033,-166,27,0,
2023/11/07 16:28:22.601,820192A6,12,162,-1024,-158,35,0,
2023/11/07 16:28:23.567,820192A6,13,162,-1026,-165,34,0,
2023/11/07 16:28:24.505,820192A6,14,168,-1025,-160,28,0,
2023/11/07 16:28:25.448,820192A6,15,168,-1027,-165,25,0,
2023/11/07 16:28:26.393,820192A6,16,168,-1025,-162,24,0,
2023/11/07 16:28:27.348,820192A6,17,171,-1024,-162,31,0,
2023/11/07 16:28:28.290,820192A6,18,162,-1022,-163,24,0,
2023/11/07 16:28:29.228,820192A6,19,168,-1030,-152,34,0,
2023/11/07 16:28:30.181,820192A6,20,168,-1031,-150,32,0,
2023/11/07 16:28:31.139,820192A6,21,171,-1028,-140,35,0,
2023/11/07 16:28:32.081,820192A6,22,171,-1031,-133,42,0,
2023/11/07 16:28:33.021,820192A6,23,174,-1032,-130,41,0,
2023/11/07 16:28:33.998,820192A6,24,168,-1029,-130,49,0,
2023/11/07 16:28:34.939,820192A6,25,162,-1034,-132,41,0,
2023/11/07 16:28:35.891,820192A6,26,162,-1028,-136,40,0,
2023/11/07 16:28:36.837,820192A6,27,162,-1031,-133,39,0,
2023/11/07 16:28:37.780,820192A6,28,168,-1030,-135,37,0,
2023/11/07 16:28:38.750,820192A6,29,165,-1030,-138,35,0,
2023/11/07 16:28:39.682,820192A6,30,171,-1031,-139,38,0,
2023/11/07 16:28:40.636,820192A6,31,168,-1033,-152,30,0,
2023/11/07 16:28:41.581,820192A6,32,168,-1020,-190,16,0,
2023/11/07 16:28:42.530,820192A6,33,168,-1009,-185,14,0,
2023/11/07 16:28:43.472,820192A6,34,165,-1025,-199,11,0,
2023/11/07 16:28:44.433,820192A6,35,168,-1025,-186,21,0,
2023/11/07 16:28:45.384,820192A6,36,168,-1027,-190,11,0,
2023/11/07 16:28:46.332,820192A6,37,168,-1011,-196,14,0,
2023/11/07 16:28:47.275,820192A6,38,171,-1025,-189,17,0,
2023/11/07 16:28:48.236,820192A6,39,168,-1021,-192,16,0,
2023/11/07 16:28:49.182,820192A6,40,165,-1020,-172,22,0,
2023/11/07 16:28:55.844,82019C41,1,183,-1009,5,15,0,
2023/11/07 16:28:56.535,82019C41,2,162,-1014,-114,21,0,
2023/11/07 16:28:57.219,82019C41,3,150,-1033,-146,24,0,
2023/11/07 16:28:57.911,82019C41,4,153,-1026,-154,23,0,
