time,tag,Number,LQI,xacc,yacc,zacc,datatype,
2023/11/07 16:03:45.086,82019CF3,102,219,-1036,110,300,0,
2023/11/07 16:03:46.078,82019CF3,103,216,-1036,109,296,0,
2023/11/07 16:03:47.070,82019CF3,104,219,-1034,109,300,0,
2023/11/07 16:03:48.048,82019CF3,105,219,-1035,109,302,0,
2023/11/07 16:03:49.053,82019CF3,106,219,-1036,106,303,0,
2023/11/07 16:03:50.045,82019CF3,107,219,-1034,106,307,0,
2023/11/07 16:03:51.036,82019CF3,108,216,-1039,109,300,0,
2023/11/07 16:03:52.018,82019CF3,109,219,-1033,112,304,0,
2023/11/07 16:03:53.019,82019CF3,110,216,-1032,115,311,0,
2023/11/07 16:03:54.012,82019CF3,111,216,-1035,118,310,0,
2023/11/07 16:03:54.994,82019CF3,112,219,-1034,113,301,0,
2023/11/07 16:03:55.995,82019CF3,113,219,-1033,114,305,0,
2023/11/07 16:03:56.996,82019CF3,114,216,-1039,100,293,0,
2023/11/07 16:03:57.981,82019CF3,115,219,-1038,112,288,0,
2023/11/07 16:03:58.982,82019CF3,116,219,-1036,115,298,0,
2023/11/07 16:03:59.967,82019CF3,117,216,-1036,119,290,0,
2023/11/07 16:04:00.968,82019CF3,118,219,-1044,105,268,0,
2023/11/07 16:04:01.953,82019CF3,119,216,-1047,110,268,0,
2023/11/07 16:04:02.938,82019CF3,120,219,-1041,122,283,0,
2023/11/07 16:04:03.939,82019CF3,121,219,-1036,119,288,0,
2023/11/07 16:04:04.924,82019CF3,122,216,-1037,119,292,0,
2023/11/07 16:04:05.927,82019CF3,123,216,-1038,121,289,0,
2023/11/07 16:04:06.909,82019CF3,124,219,-1040,121,285,0,
2023/11/07 16:04:07.910,82019CF3,125,219,-1041,118,279,0,
2023/11/07 16:04:08.895,82019CF3,126,216,-1044,113,268,0,
2023/11/07 16:04:09.881,82019CF3,127,219,-1043,114,267,0,
2023/11/07 16:04:10.881,82019CF3,128,219,-1047,113,270,0,
2023/11/07 16:04:11.878,82019CF3,129,219,-1042,113,276,0,
2023/11/07 16:04:12.870,82019CF3,130,219,-1040,114,276,0,
2023/11/07 16:04:13.861,82019CF3,131,216,-1044,106,266,0,
2023/11/07 16:04:14.852,82019CF3,132,216,-1045,120,269,0,
2023/11/07 16:04:15.837,82019CF3,133,216,-1041,145,273,0,
2023/11/07 16:04:16.837,82019CF3,134,216,-1032,143,292,0,
2023/11/07 16:04:17.822,82019CF3,135,216,-1033,148,294,0,
2023/11/07 16:04:18.815,82019CF3,136,216,-1025,159,318,0,
2023/11/07 16:04:19.798,82019CF3,137,216,-1032,161,296,0,
2023/11/07 16:04:20.799,82019CF3,138,216,-1029,163,289,0,
2023/11/07 16:04:21.784,82019CF3,139,216,-1033,165,291,0,
2023/11/07 16:04:22.785,82019CF3,140,216,-1034,164,295,0,
2023/11/07 16:04:23.770,82019CF3,141,216,-1031,161,296,0,
2023/11/07 16:04:24.755,82019CF3,142,216,-1029,164,291,0,
2023/11/07 16:04:25.756,82019CF3,143,216,-1029,162,291,0,
2023/11/07 16:04:26.757,82019CF3,144,216,-1028,163,295,0,
2023/11/07 16:04:27.758,82019CF3,145,216,-1032,159,293,0,
2023/11/07 16:04:28.743,82019CF3,146,216,-1035,163,291,0,
2023/11/07 16:04:29.728,82019CF3,147,216,-1030,164,297,0,
2023/11/07 16:04:30.729,82019CF3,148,216,-1031,163,294,0,
2023/11/07 16:04:31.730,82019CF3,149,216,-1031,162,296,0,
2023/11/07 16:04:32.716,82019CF3,150,216,-1031,157,294,0,
