20230810_15:12:56.766,82019EBA,3439,213
20230810_15:12:56.767,82019F2E,3353,213
20230810_15:12:56.769,82019EBA,3440,213
20230810_15:12:56.771,82019F2E,3354,210
20230810_15:12:56.773,82019EBA,3441,213
20230810_15:12:56.775,82019F2E,3355,210
20230810_15:12:56.776,82019EBA,3442,210
20230810_15:12:56.778,82019F2E,3356,210
20230810_15:12:56.779,82019EBA,3443,210
20230810_15:12:56.781,82019EBA,3444,210
20230810_15:12:56.783,82019F2E,3358,207
20230810_15:12:56.784,82019EBA,3445,210
20230810_15:12:56.786,82019F2E,3359,210
20230810_15:12:56.787,82019EBA,3446,210
20230810_15:12:56.789,82019F2E,3360,210
20230810_15:12:56.791,82019F2E,3361,213
20230810_15:12:56.792,82019EBA,3448,213
20230810_15:12:56.795,82019F2E,3362,213
20230810_15:12:59.962,82019EBA,3449,213
20230810_15:12:59.965,82019EBA,3450,213
20230810_15:12:59.966,82019F2E,3364,216
20230810_15:12:59.968,82019EBA,3451,216
20230810_15:12:59.970,82019F2E,3365,219
20230810_15:12:59.972,82019EBA,3452,219
20230810_15:12:59.974,82019F2E,3366,216
20230810_15:12:59.977,82019EBA,3453,216
20230810_15:12:59.979,82019F2E,3367,216
20230810_15:12:59.981,82019EBA,3454,216
20230810_15:12:59.982,82019F2E,3368,219
20230810_15:12:59.985,82019EBA,3455,216
20230810_15:12:59.987,82019F2E,3369,216
20230810_15:12:59.989,82019EBA,3456,219
20230810_15:12:59.992,82019F2E,3370,219
20230810_15:12:59.995,82019EBA,3457,216
20230810_15:12:59.996,82019F2E,3371,219
20230810_15:12:59.998,82019EBA,3458,216
20230810_15:13:00.000,82019F2E,3372,219
20230810_15:13:00.002,82019F2E,3373,219
20230810_15:13:00.004,82019EBA,3460,219
20230810_15:13:00.006,82019F2E,3374,219
20230810_15:13:00.014,82019EBA,3461,219
20230810_15:13:00.018,82019F2E,3375,219
20230810_15:13:00.019,82019EBA,3462,219
20230810_15:13:00.021,82019EBA,3463,216
20230810_15:13:00.023,82019F2E,3377,219
20230810_15:13:00.028,82019EBA,3464,219
20230810_15:13:00.030,82019F2E,3378,219
20230810_15:13:00.032,82019EBA,3465,219
20230810_15:13:00.033,82019F2E,3379,219
20230810_15:13:00.035,82019EBA,3466,219
20230810_15:13:00.037,82019F2E,3380,219
20230810_15:13:00.039,82019EBA,3467,219
20230810_15:13:00.042,82019F2E,3381,219
20230810_15:13:00.044,82019EBA,3468,219
20230810_15:13:00.046,82019EBA,3469,216
20230810_15:13:00.047,82019F2E,3383,219
20230810_15:13:00.048,82019F2E,3384,219
20230810_15:13:00.049,82019EBA,3471,219
20230810_15:13:00.051,82019F2E,3385,216
20230810_15:13:00.052,82019EBA,3472,219
20230810_15:13:00.053,82019EBA,3473,219
20230810_15:13:00.054,82019EBA,3474,219
20230810_15:13:00.056,82019EBA,3475,216
20230810_15:13:00.059,82019EBA,3476,216
20230810_15:13:00.061,82019EBA,3477,219
20230810_15:13:00.062,82019F2E,3391,219
20230810_15:13:00.063,82019EBA,3478,219
20230810_15:13:00.065,82019F2E,3392,219
20230810_15:13:00.066,82019EBA,3479,216
20230810_15:13:00.067,82019EBA,3480,216
20230810_15:13:00.068,82019F2E,3394,219
20230810_15:13:00.070,82019EBA,3481,216
20230810_15:13:00.071,82019F2E,3395,219
20230810_15:13:00.072,82019EBA,3482,219
20230810_15:13:00.075,82019F2E,3396,219
20230810_15:13:00.078,82019EBA,3483,219
20230810_15:13:00.079,82019F2E,3397,219
20230810_15:13:00.080,82019EBA,3484,219
20230810_15:13:00.081,82019F2E,3398,219
20230810_15:13:00.082,82019EBA,3485,219
20230810_15:13:00.083,82019F2E,3399,219
20230810_15:13:00.085,82019EBA,3486,219
20230810_15:13:00.086,82019F2E,3400,219
20230810_15:13:00.087,82019EBA,3487,219
20230810_15:13:00.088,82019F2E,3401,219
20230810_15:13:00.090,82019EBA,3488,219
20230810_15:13:00.094,82019F2E,3402,219
20230810_15:13:00.823,82019EBA,3489,219
20230810_15:13:00.824,82019F2E,3403,219
20230810_15:13:00.826,82019EBA,3490,219
20230810_15:13:00.828,82019F2E,3404,219
20230810_15:13:00.830,82019EBA,3491,219
20230810_15:13:00.832,82019F2E,3405,219
20230810_15:13:00.833,82019EBA,3492,219
20230810_15:13:00.835,82019EBA,3493,219
20230810_15:13:00.836,82019F2E,3407,219
20230810_15:13:00.838,82019EBA,3494,219
20230810_15:13:00.843,82019EBA,3495,219
20230810_15:13:00.844,82019F2E,3409,216
20230810_15:13:00.846,82019EBA,3496,219
20230810_15:13:00.850,82019EBA,3497,216
20230810_15:13:00.852,82019EBA,3498,219
20230810_15:13:00.854,82019F2E,3413,216
