time,tag,Number,LQI,xacc,yacc,zacc,pidata,
20231209_11:06:00.178,00000000,10,144,Nan,Nan,Nan,Nan
20231209_11:06:01.186,00000000,11,123,Nan,Nan,Nan,Nan
20231209_11:06:02.208,00000000,12,156,Nan,Nan,Nan,Nan
20231209_11:06:03.215,00000000,13,168,Nan,Nan,Nan,Nan
20231209_11:06:04.222,00000000,14,168,Nan,Nan,Nan,Nan
20231209_11:06:05.245,00000000,15,165,Nan,Nan,Nan,Nan
20231209_11:06:06.253,00000000,16,168,Nan,Nan,Nan,Nan
20231209_11:06:07.276,00000000,17,138,Nan,Nan,Nan,Nan
