20231012_14:42:41.967,8201994E,110,195,0,
20231012_14:42:42.625,8201994E,111,201,0,
20231012_14:42:46.718,8201994E,112,159,0,
20231012_14:42:47.373,8201994E,113,162,0,
20231012_14:42:48.013,8201994E,114,132,0,
20231012_14:42:48.653,8201994E,115,195,0,
20231012_14:42:49.259,8201994E,116,183,0,
20231012_14:42:55.418,8201994E,1,99,0,
20231012_14:42:56.041,8201994E,2,156,0,
20231012_14:42:56.682,8201994E,3,123,0,
20231012_14:42:57.290,8201994E,4,96,0,
20231012_14:42:57.945,8201994E,5,150,0,
20231012_14:42:58.585,8201994E,6,150,0,
20231012_14:43:02.678,8201994E,7,147,0,
20231012_14:43:06.788,8201994E,8,147,0,
20231012_14:43:10.918,8201994E,9,144,0,
20231012_14:43:11.492,8201994E,10,141,0,
20231012_14:43:15.629,8201994E,11,138,0,
20231012_14:43:19.725,8201994E,12,141,0,
20231012_14:43:23.835,8201994E,13,141,0,
20231012_14:43:27.917,8201994E,14,141,0,
20231012_14:43:32.057,8201994E,15,135,0,
20231012_14:43:36.169,8201994E,16,138,0,
20231012_14:43:40.296,8201994E,17,138,0,
20231012_14:43:40.887,8201994E,18,147,0,
20231012_14:43:44.998,8201994E,19,144,0,
20231012_14:43:45.588,8201994E,20,144,0,
20231012_14:43:49.713,8201994E,21,141,0,
