20230814_12:17:52.688,82019A65,2,117,0,
20230814_12:17:52.808,82019A65,3,150,0,
20230814_12:17:52.917,82019A65,4,171,0,
20230814_12:17:52.999,82019A65,5,159,0,
20230814_12:17:53.094,82019A65,7,135,0,
20230814_12:17:53.202,82019A65,8,132,0,
20230814_12:17:53.302,82019A65,9,141,0,
20230814_12:17:53.383,82019A65,10,144,0,
20230814_12:17:53.504,82019A65,11,123,0,
20230814_12:17:53.589,82019A65,12,132,0,
20230814_12:17:53.685,82019A65,14,150,0,
20230814_12:17:53.787,82019A65,15,135,0,
20230814_12:17:53.887,82019A65,16,120,0,
20230814_12:17:53.987,82019A65,17,141,0,
20230814_12:17:54.098,82019A65,19,171,0,
20230814_12:17:54.210,82019A65,21,183,0,
20230814_12:17:54.274,82019A65,22,171,0,
20230814_12:17:54.387,82019A65,23,111,0,
20230814_12:17:54.481,82019A65,24,153,0,
20230814_12:17:54.571,82019A65,25,156,0,
20230814_12:17:54.689,82019A65,26,141,0,
20230814_12:17:54.785,82019A65,28,144,0,
20230814_12:17:54.871,82019A65,29,135,0,
20230814_12:17:54.993,82019A65,30,174,0,
20230814_12:17:55.088,82019A65,31,186,0,
20230814_12:17:55.169,82019A65,32,192,0,
20230814_12:17:55.265,82019A65,33,192,0,
20230814_12:17:55.376,82019A65,34,192,0,
20230814_12:17:55.471,82019A65,36,192,0,
20230814_12:17:55.582,82019A65,37,192,0,
20230814_12:17:55.694,82019A65,38,192,0,
20230814_12:17:55.789,82019A65,39,189,0,
20230814_12:17:55.870,82019A65,40,192,0,
20230814_12:17:55.980,82019A65,41,189,0,
20230814_12:17:56.060,82019A65,42,186,0,
20230814_12:17:56.171,82019A65,43,186,0,
20230814_12:17:56.267,82019A65,44,189,0,
20230814_12:17:56.379,82019A65,45,186,0,
20230814_12:17:56.475,82019A65,46,192,0,
20230814_12:17:56.554,82019A65,48,192,0,
20230814_12:17:56.688,82019A65,49,192,0,
20230814_12:17:56.761,82019A65,50,192,0,
20230814_12:17:56.872,82019A65,51,192,0,
20230814_12:17:56.951,82019A65,52,189,0,
20230814_12:17:57.062,82019A65,53,192,0,
20230814_12:17:57.174,82019A65,54,189,0,
20230814_12:17:57.286,82019A65,55,189,0,
20230814_12:17:57.349,82019A65,57,192,0,
20230814_12:17:57.440,82019A65,58,189,0,
20230814_12:17:57.557,82019A65,59,186,0,
20230814_12:17:57.651,82019A65,60,189,0,
20230814_12:17:57.740,82019A65,61,186,0,
20230814_12:17:58.623,82019A65,62,183,1,
20230814_12:17:58.623,82019A65,63,171,1,
20230814_12:17:58.624,82019A65,64,153,1,
20230814_12:17:58.624,820198C1,1,186,1,
20230814_12:17:58.624,82019A65,65,186,1,
20230814_12:17:58.625,820198C1,2,168,1,
20230814_12:17:58.626,82019A65,66,186,1,
20230814_12:17:58.626,820198C1,3,168,1,
20230814_12:17:58.627,82019A65,67,180,1,
20230814_12:17:58.627,820198C1,4,165,1,
20230814_12:17:58.628,820198C1,5,156,1,
20230814_12:17:58.628,82019A65,69,174,1,
20230814_12:17:58.629,820198C1,6,141,1,
20230814_12:17:58.629,82019A65,70,168,1,
20230814_12:17:58.630,820198C1,7,135,1,
20230814_12:17:58.630,82019A65,71,168,1,
20230814_12:17:58.631,820198C1,8,120,1,
20230814_12:17:58.631,82019A65,72,174,1,
20230814_12:17:59.452,820198C1,9,120,1,
20230814_12:17:59.468,82019A65,73,177,1,
20230814_12:17:59.469,820198C1,10,123,1,
20230814_12:17:59.469,82019A65,74,180,1,
20230814_12:17:59.470,820198C1,11,126,1,
20230814_12:17:59.470,82019A65,75,180,1,
20230814_12:17:59.470,82019A65,76,159,1,
20230814_12:17:59.471,820198C1,13,180,1,
20230814_12:17:59.471,82019A65,77,192,1,
20230814_12:17:59.472,820198C1,14,171,1,
20230814_12:17:59.472,82019A65,78,192,1,
20230814_12:17:59.473,820198C1,15,168,1,
20230814_12:17:59.473,82019A65,79,192,1,
20230814_12:17:59.473,820198C1,16,168,1,
20230814_12:17:59.474,82019A65,80,192,1,
20230814_12:17:59.474,820198C1,17,168,1,
