20231012_14:57:03.883,8201994E,42,159,0,
20231012_14:57:04.539,8201994E,43,123,0,
20231012_14:57:05.211,8201994E,44,66,0,
20231012_14:57:05.882,8201994E,45,99,0,
20231012_14:57:06.537,8201994E,46,126,0,
20231012_14:57:07.194,8201994E,47,117,0,
20231012_14:57:07.880,8201994E,48,123,0,
20231012_14:57:08.537,8201994E,49,132,0,
20231012_14:57:09.194,8201994E,50,135,0,
20231012_14:57:09.863,8201994E,51,150,0,
20231012_14:57:10.519,8201994E,52,153,0,
20231012_14:57:11.176,8201994E,53,144,0,
20231012_14:57:11.847,8201994E,54,144,0,
20231012_14:57:12.503,8201994E,55,141,0,
20231012_14:57:13.173,8201994E,56,138,0,
20231012_14:57:13.815,8201994E,57,150,0,
20231012_14:57:14.485,8201994E,58,144,0,
20231012_14:57:15.142,8201994E,59,141,0,
20231012_14:57:15.798,8201994E,60,141,0,
20231012_14:57:16.469,8201994E,61,138,0,
20231012_14:57:17.125,8201994E,62,141,0,
20231012_14:57:17.795,8201994E,63,135,0,
20231012_14:57:18.451,8201994E,64,132,0,
20231012_14:57:19.108,8201994E,65,135,0,
20231012_14:57:19.779,8201994E,66,135,0,
20231012_14:57:20.434,8201994E,67,135,0,
20231012_14:57:21.091,8201994E,68,135,0,
20231012_14:57:21.760,8201994E,69,135,0,
20231012_14:57:22.417,8201994E,70,141,0,
20231012_14:57:23.074,8201994E,71,132,0,
20231012_14:57:23.743,8201994E,72,147,0,
20231012_14:57:24.400,8201994E,73,150,0,
20231012_14:57:25.057,8201994E,74,147,0,
20231012_14:57:25.727,8201994E,75,150,0,
20231012_14:57:26.383,8201994E,76,147,0,
20231012_14:57:27.053,8201994E,77,120,0,
20231012_14:57:27.710,8201994E,78,162,0,
20231012_14:57:28.367,8201994E,79,93,0,
20231012_14:57:29.037,8201994E,80,57,0,
20231012_14:57:29.694,8201994E,81,72,0,
20231012_14:57:32.492,8201994E,1,102,0,
20231012_14:57:33.148,8201994E,2,138,0,
20231012_14:57:33.819,8201994E,3,78,0,
20231012_14:57:34.475,8201994E,4,108,0,
20231012_14:57:35.146,8201994E,5,102,0,
20231012_14:57:35.802,8201994E,6,108,0,
20231012_14:57:36.471,8201994E,7,99,0,
20231012_14:57:37.129,8201994E,8,105,0,
20231012_14:57:37.799,8201994E,9,144,0,
20231012_14:57:38.457,8201994E,10,144,0,
20231012_14:57:39.126,8201994E,11,147,0,
20231012_14:57:39.783,8201994E,12,147,0,
20231012_14:57:40.439,8201994E,13,147,0,
20231012_14:57:41.108,8201994E,14,147,0,
20231012_14:57:41.767,8201994E,15,147,0,
20231012_14:57:42.437,8201994E,16,141,0,
20231012_14:57:43.094,8201994E,17,144,0,
20231012_14:57:43.765,8201994E,18,147,0,
20231012_14:57:44.421,8201994E,19,144,0,
20231012_14:57:45.093,8201994E,20,147,0,
20231012_14:57:45.748,8201994E,21,111,0,
20231012_14:57:46.419,8201994E,22,123,0,
20231012_14:57:47.090,8201994E,23,63,0,
20231012_14:57:47.747,8201994E,24,66,0,
20231012_14:57:48.417,8201994E,25,66,0,
20231012_14:57:49.074,8201994E,26,84,0,
20231012_14:57:56.703,8201A306,1,195,0,
20231012_14:57:59.130,8201A306,2,201,0,
20231012_14:58:11.699,8201A306,1,183,0,
20231012_14:58:12.258,8201A306,2,186,0,
20231012_14:58:48.924,82019CF3,1,171,0,
20231012_14:58:49.933,82019CF3,2,147,0,
20231012_14:58:50.922,82019CF3,3,138,0,
20231012_14:58:51.932,82019CF3,4,132,0,
20231012_14:59:15.233,82019CF3,1,162,0,
20231012_14:59:15.886,82019CF3,2,132,0,
20231012_14:59:16.540,82019CF3,3,132,0,
20231012_14:59:22.602,8201A306,1,102,0,
20231012_14:59:28.791,8201A306,1,189,0,
20231012_14:59:32.692,8201A306,1,210,0,
20231012_14:59:40.290,82019CF3,1,156,0,
20231012_14:59:40.959,82019CF3,2,135,0,
20231012_14:59:41.615,82019CF3,3,147,0,
20231012_14:59:42.272,82019CF3,4,144,0,
20231012_14:59:42.927,82019CF3,5,132,0,
20231012_14:59:43.583,82019CF3,6,135,0,
20231012_14:59:44.237,82019CF3,7,150,0,
20231012_14:59:44.909,82019CF3,8,144,0,
20231012_14:59:45.565,82019CF3,9,138,0,
20231012_14:59:46.220,82019CF3,10,93,0,
20231012_14:59:46.877,82019CF3,11,75,0,
20231012_15:00:25.735,820192A6,1,192,0,
20231012_15:00:26.373,820192A6,2,192,0,
20231012_15:00:26.997,820192A6,3,192,0,
20231012_15:00:27.639,820192A6,4,192,0,
20231012_15:00:28.277,820192A6,5,192,0,
20231012_15:00:28.901,820192A6,6,192,0,
20231012_15:00:29.524,820192A6,7,192,0,
20231012_15:00:30.164,820192A6,8,192,0,
20231012_15:00:30.802,820192A6,9,189,0,
20231012_15:00:31.428,820192A6,10,192,0,
20231012_15:00:32.050,820192A6,11,201,0,
20231012_15:00:32.674,820192A6,12,183,0,
20231012_15:00:33.297,820192A6,13,141,0,
20231012_15:00:41.978,82019CFB,1,159,0,
20231012_15:00:42.074,82019CFB,2,159,0,
20231012_15:00:45.114,82019CFB,1,168,0,
20231012_15:00:45.209,82019CFB,2,162,0,
20231012_15:00:46.266,82019CFB,3,162,0,
20231012_15:00:46.347,82019CFB,4,162,0,
20231012_15:00:46.439,82019CFB,5,162,0,
20231012_15:01:12.123,82019CFB,1,168,0,
20231012_15:01:15.050,82019CFB,2,168,0,
20231012_15:01:15.707,82019CFB,3,189,0,
20231012_15:01:22.837,82019CFB,1,159,0,
20231012_15:01:23.494,82019CFB,2,159,0,
20231012_15:01:24.149,82019CFB,3,159,0,
20231012_15:01:24.804,82019CFB,4,156,0,
20231012_15:01:25.461,82019CFB,5,156,0,
20231012_15:01:29.360,82019CFB,1,147,0,
20231012_15:01:30.016,82019CFB,2,117,0,
20231012_15:01:35.517,82019CFB,1,183,0,
20231012_15:01:36.174,82019CFB,2,183,0,
20231012_15:01:48.739,82019D14,1,114,0,
20231012_15:02:29.553,82019D14,1,111,0,
20231012_15:02:30.224,82019D14,2,105,0,
20231012_15:02:30.909,82019D14,3,150,0,
20231012_15:02:31.599,82019D14,4,138,0,
20231012_15:02:32.284,82019D14,5,132,0,
20231012_15:02:32.958,82019D14,6,135,0,
20231012_15:02:33.643,82019D14,7,132,0,
20231012_15:02:34.331,82019D14,8,132,0,
20231012_15:02:35.017,82019D14,9,132,0,
20231012_15:02:35.692,82019D14,10,147,0,
20231012_15:02:36.381,82019D14,11,144,0,
20231012_15:02:37.064,82019D14,12,159,0,
20231012_15:02:37.739,82019D14,13,99,0,
20231012_15:02:38.427,82019D14,14,162,0,
20231012_15:02:39.113,82019D14,15,120,0,
20231012_15:02:39.788,82019D14,16,114,0,
20231012_15:02:40.472,82019D14,17,84,0,
20231012_15:02:41.160,82019D14,18,93,0,
20231012_15:02:46.468,82019CFB,1,135,0,
20231012_15:02:47.141,82019CFB,2,117,0,
20231012_15:02:49.413,82019CFB,1,114,0,
20231012_15:02:50.083,82019CFB,2,114,0,
20231012_15:02:53.025,82019CFB,2,117,0,
20231012_15:02:55.310,82019CFB,1,93,0,
20231012_15:03:03.545,82019A65,1,114,0,
20231012_15:03:42.168,82019A65,1,105,0,
20231012_15:03:42.837,82019A65,2,111,0,
20231012_15:03:43.510,82019A65,3,171,0,
20231012_15:03:44.179,82019A65,4,156,0,
20231012_15:03:44.851,82019A65,5,153,0,
20231012_15:03:45.523,82019A65,6,189,0,
20231012_15:03:46.194,82019A65,7,150,0,
20231012_15:03:46.852,82019A65,8,93,0,
20231012_15:03:47.524,82019A65,9,99,0,
20231012_15:03:48.194,82019A65,10,105,0,
20231012_15:03:48.864,82019A65,11,93,0,
20231012_15:04:07.540,820198C1,1,48,0,
20231012_15:04:07.636,820198C1,2,81,0,
20231012_15:04:43.524,820198C1,1,138,0,
20231012_15:04:44.178,820198C1,2,141,0,
20231012_15:04:44.817,820198C1,3,114,0,
20231012_15:04:45.474,820198C1,4,138,0,
20231012_15:04:46.115,820198C1,5,141,0,
20231012_15:04:46.770,820198C1,6,141,0,
20231012_15:04:47.425,820198C1,7,141,0,
20231012_15:04:48.078,820198C1,8,138,0,
20231012_15:04:48.736,820198C1,9,138,0,
20231012_15:04:49.377,820198C1,10,135,0,
20231012_15:04:50.031,820198C1,11,138,0,
20231012_15:04:50.685,820198C1,12,147,0,
20231012_15:04:51.328,820198C1,13,141,0,
20231012_15:04:51.998,820198C1,14,144,0,
20231012_15:04:52.653,820198C1,15,144,0,
20231012_15:04:53.292,820198C1,16,156,0,
20231012_15:04:54.588,820198C1,18,69,0,
20231012_15:04:55.886,820198C1,20,90,0,
20231012_15:04:56.539,820198C1,21,114,0,
20231012_15:04:57.181,820198C1,22,75,0,
20231012_15:04:57.836,820198C1,23,105,0,
20231012_15:04:58.492,820198C1,24,72,0,
20231012_15:05:08.306,82018DBB,1,111,0,
20231012_15:05:09.458,82018DBB,2,156,0,
20231012_15:05:12.241,82018DBB,1,201,0,
20231012_15:05:12.531,82018DBB,2,201,0,
20231012_15:05:12.625,82018DBB,3,204,0,
20231012_15:05:12.706,82018DBB,4,204,0,
20231012_15:05:15.777,82018DBB,1,201,0,
20231012_15:05:40.657,82018DBB,1,132,0,
20231012_15:05:47.263,82018DBB,1,111,0,
20231012_15:05:52.779,82018DBB,1,180,0,
20231012_15:05:55.065,82018DBB,1,183,0,
20231012_15:06:10.750,8201A0CE,1,150,0,
20231012_15:06:10.846,8201A0CE,2,150,0,
20231012_15:06:10.941,8201A0CE,3,144,0,
20231012_15:06:11.023,8201A0CE,4,132,0,
20231012_15:06:11.122,8201A0CE,5,132,0,
20231012_15:06:11.214,8201A0CE,6,147,0,
20231012_15:06:11.309,8201A0CE,7,177,0,
20231012_15:06:11.405,8201A0CE,8,186,0,
20231012_15:06:11.502,8201A0CE,9,180,0,
20231012_15:06:11.582,8201A0CE,10,177,0,
20231012_15:06:11.677,8201A0CE,11,177,0,
20231012_15:06:11.774,8201A0CE,12,177,0,
20231012_15:06:11.854,8201A0CE,13,168,0,
20231012_15:06:11.950,8201A0CE,14,192,0,
20231012_15:06:12.045,8201A0CE,15,192,0,
20231012_15:06:12.141,8201A0CE,16,183,0,
20231012_15:06:12.223,8201A0CE,17,186,0,
20231012_15:06:12.319,8201A0CE,18,192,0,
20231012_15:06:12.414,8201A0CE,19,186,0,
20231012_15:06:12.511,8201A0CE,20,192,0,
20231012_15:06:12.593,8201A0CE,21,198,0,
20231012_15:06:12.687,8201A0CE,22,195,0,
20231012_15:06:12.781,8201A0CE,23,195,0,
20231012_15:06:12.879,8201A0CE,24,195,0,
20231012_15:06:12.958,8201A0CE,25,195,0,
20231012_15:06:13.053,8201A0CE,26,195,0,
20231012_15:06:13.151,8201A0CE,27,195,0,
20231012_15:06:13.248,8201A0CE,28,198,0,
20231012_15:06:13.341,8201A0CE,29,198,0,
20231012_15:06:13.423,8201A0CE,30,195,0,
20231012_15:06:13.517,8201A0CE,31,198,0,
20231012_15:06:13.615,8201A0CE,32,195,0,
20231012_15:06:13.711,8201A0CE,33,198,0,
20231012_15:06:13.805,8201A0CE,34,198,0,
20231012_15:06:39.071,8201A0CE,1,102,0,
20231012_15:06:39.696,8201A0CE,2,180,0,
20231012_15:06:40.322,8201A0CE,3,201,0,
20231012_15:06:40.961,8201A0CE,4,204,0,
20231012_15:06:41.615,8201A0CE,5,201,0,
20231012_15:06:42.240,8201A0CE,6,204,0,
20231012_15:06:42.879,8201A0CE,7,204,0,
20231012_15:06:43.518,8201A0CE,8,204,0,
20231012_15:06:44.157,8201A0CE,9,183,0,
20231012_15:06:44.783,8201A0CE,10,180,0,
20231012_15:06:45.422,8201A0CE,11,174,0,
20231012_15:06:46.046,8201A0CE,12,123,0,
20231012_15:06:46.684,8201A0CE,13,138,0,
20231012_15:06:47.324,8201A0CE,14,153,0,
20231012_15:06:47.948,8201A0CE,15,159,0,
20231012_15:06:48.585,8201A0CE,16,117,0,
20231012_15:06:49.212,8201A0CE,17,102,0,
20231012_15:06:49.851,8201A0CE,18,105,0,
20231012_15:06:50.490,8201A0CE,19,108,0,
20231012_15:06:56.245,82019EBB,1,99,0,
20231012_15:06:56.420,82019EBB,3,102,0,
20231012_15:06:56.500,82019EBB,4,102,0,
20231012_15:06:56.596,82019EBB,5,102,0,
20231012_15:06:56.676,82019EBB,6,102,0,
20231012_15:06:56.771,82019EBB,7,102,0,
20231012_15:06:56.852,82019EBB,8,102,0,
20231012_15:06:56.932,82019EBB,9,105,0,
20231012_15:06:57.031,82019EBB,10,126,0,
20231012_15:06:57.126,82019EBB,11,156,0,
20231012_15:06:57.206,82019EBB,12,162,0,
20231012_15:06:57.287,82019EBB,13,162,0,
20231012_15:06:57.383,82019EBB,14,165,0,
20231012_15:06:57.459,82019EBB,15,162,0,
20231012_15:06:57.555,82019EBB,16,162,0,
20231012_15:06:57.635,82019EBB,17,162,0,
20231012_15:06:57.731,82019EBB,18,159,0,
20231012_15:06:57.812,82019EBB,19,159,0,
20231012_15:06:57.907,82019EBB,20,159,0,
20231012_15:06:57.987,82019EBB,21,159,0,
20231012_15:06:58.067,82019EBB,22,159,0,
20231012_15:06:58.164,82019EBB,23,159,0,
20231012_15:06:58.245,82019EBB,24,159,0,
20231012_15:06:58.339,82019EBB,25,156,0,
20231012_15:06:58.420,82019EBB,26,159,0,
20231012_15:06:58.514,82019EBB,27,159,0,
20231012_15:06:58.595,82019EBB,28,159,0,
20231012_15:06:58.691,82019EBB,29,162,0,
20231012_15:06:58.772,82019EBB,30,159,0,
20231012_15:06:58.867,82019EBB,31,162,0,
20231012_15:06:58.949,82019EBB,32,162,0,
20231012_15:06:59.043,82019EBB,33,159,0,
20231012_15:06:59.124,82019EBB,34,159,0,
20231012_15:06:59.208,82019EBB,35,159,0,
20231012_15:06:59.301,82019EBB,36,150,0,
20231012_15:06:59.380,82019EBB,37,180,0,
20231012_15:06:59.477,82019EBB,38,180,0,
20231012_15:06:59.557,82019EBB,39,183,0,
20231012_15:06:59.652,82019EBB,40,186,0,
20231012_15:06:59.747,82019EBB,41,183,0,
20231012_15:06:59.844,82019EBB,42,183,0,
20231012_15:06:59.923,82019EBB,43,183,0,
20231012_15:07:00.020,82019EBB,44,183,0,
20231012_15:07:00.100,82019EBB,45,183,0,
20231012_15:07:00.181,82019EBB,46,183,0,
20231012_15:07:00.291,82019EBB,47,183,0,
20231012_15:07:00.372,82019EBB,48,183,0,
20231012_15:07:00.453,82019EBB,49,180,0,
20231012_15:07:00.549,82019EBB,50,180,0,
20231012_15:07:00.628,82019EBB,51,183,0,
20231012_15:07:00.707,82019EBB,52,183,0,
20231012_15:07:00.804,82019EBB,53,183,0,
20231012_15:07:00.884,82019EBB,54,183,0,
20231012_15:07:00.978,82019EBB,55,180,0,
20231012_15:07:01.061,82019EBB,56,183,0,
20231012_15:07:01.143,82019EBB,57,180,0,
20231012_15:07:01.237,82019EBB,58,180,0,
20231012_15:07:01.317,82019EBB,59,180,0,
20231012_15:07:01.412,82019EBB,60,180,0,
20231012_15:07:01.507,82019EBB,61,180,0,
20231012_15:07:01.589,82019EBB,62,180,0,
20231012_15:07:01.683,82019EBB,63,180,0,
20231012_15:07:01.778,82019EBB,64,180,0,
20231012_15:07:01.858,82019EBB,65,177,0,
20231012_15:07:01.953,82019EBB,66,180,0,
20231012_15:07:02.035,82019EBB,67,180,0,
20231012_15:07:02.131,82019EBB,68,180,0,
20231012_15:07:02.213,82019EBB,69,177,0,
20231012_15:07:02.294,82019EBB,70,180,0,
20231012_15:07:02.387,82019EBB,71,177,0,
20231012_15:07:02.469,82019EBB,72,180,0,
20231012_15:07:02.564,82019EBB,73,180,0,
20231012_15:07:02.642,82019EBB,74,180,0,
20231012_15:07:02.738,82019EBB,75,180,0,
20231012_15:07:02.818,82019EBB,76,177,0,
20231012_15:07:02.914,82019EBB,77,177,0,
20231012_15:07:02.995,82019EBB,78,177,0,
20231012_15:07:03.076,82019EBB,79,177,0,
20231012_15:07:03.172,82019EBB,80,180,0,
20231012_15:07:03.266,82019EBB,81,177,0,
20231012_15:07:03.361,82019EBB,82,180,0,
20231012_15:07:03.442,82019EBB,83,180,0,
20231012_15:07:03.524,82019EBB,84,180,0,
