20230810_15:37:23.394,820198C1,18017,186
20230810_15:37:23.394,82019F2E,21668,192
20230810_15:37:24.592,820198C1,18018,186
20230810_15:37:24.593,82019F2E,21669,192
20230810_15:37:24.593,82019EBA,21526,183
20230810_15:37:24.595,820198C1,18020,186
20230810_15:37:24.596,82019EBA,21527,186
20230810_15:37:24.597,82019F2E,21671,192
20230810_15:37:24.598,820198C1,18021,186
20230810_15:37:24.599,82019EBA,21528,186
20230810_15:37:24.600,82019F2E,21672,192
20230810_15:37:24.601,820198C1,18022,189
20230810_15:37:24.602,82019EBA,21529,189
20230810_15:37:24.603,82019F2E,21673,192
20230810_15:37:24.604,82019F2E,21674,192
20230810_15:37:24.606,820198C1,18024,186
20230810_15:37:24.607,82019EBA,21531,186
20230810_15:37:24.608,82019F2E,21675,192
20230810_15:37:24.609,820198C1,18025,186
20230810_15:37:24.610,82019EBA,21532,186
20230810_15:37:24.611,820198C1,18026,183
20230810_15:37:24.612,82019EBA,21533,186
20230810_15:37:24.613,82019F2E,21677,183
20230810_15:37:24.614,820198C1,18027,183
20230810_15:37:24.616,82019EBA,21534,186
20230810_15:37:24.617,820198C1,18028,183
20230810_15:37:24.618,82019EBA,21535,192
20230810_15:37:24.619,82019F2E,21679,186
20230810_15:37:24.620,820198C1,18029,186
20230810_15:37:24.621,82019EBA,21536,189
20230810_15:37:24.622,82019F2E,21680,189
20230810_15:37:24.623,820198C1,18030,189
20230810_15:37:24.625,82019F2E,21681,195
20230810_15:37:24.626,820198C1,18031,192
20230810_15:37:24.627,82019EBA,21538,195
20230810_15:37:24.629,82019F2E,21682,192
20230810_15:37:24.630,820198C1,18032,192
20230810_15:37:24.631,82019EBA,21539,192
20230810_15:37:24.632,82019F2E,21683,192
20230810_15:37:25.642,820198C0,18033,192
20230810_15:37:25.642,82019EBA,21540,192
20230810_15:37:25.642,82019F2E,21684,192
20230810_15:37:25.658,82019EBA,21541,192
20230810_15:37:25.659,82019F2E,21685,192
20230810_15:37:25.661,82019EBA,21542,192
20230810_15:37:25.662,820198C1,18036,192
20230810_15:37:25.664,82019EBA,21543,192
20230810_15:37:25.665,82019F2E,21687,192
20230810_15:37:25.666,820198C1,18038,192
20230810_15:37:25.667,82019EBA,21545,195
20230810_15:37:25.669,82019EBA,21546,195
20230810_15:37:25.670,820198C1,18040,192
20230810_15:37:25.671,82019EBA,21547,192
20230810_15:37:25.672,820198C1,18041,192
20230810_15:37:25.674,82019EBA,21548,192
20230810_15:37:25.675,820198C1,18042,192
20230810_15:37:25.677,82019EBA,21549,192
20230810_15:37:25.680,820198C1,18044,192
20230810_15:37:25.682,82019F2E,21694,195
20230810_15:37:25.684,82019EBA,21551,192
20230810_15:37:25.685,82019F2E,21695,195
20230810_15:37:25.686,820198C1,18046,192
20230810_15:37:25.687,82019F2E,21696,192
20230810_15:37:25.871,820198C1,18047,186
20230810_15:37:25.871,82019F2E,21697,192
20230810_15:37:25.871,820198C1,18048,186
20230810_15:37:25.876,82019F2E,21698,192
20230810_15:37:25.877,820198C1,18049,186
20230810_15:37:25.949,82019EBA,21555,192
20230810_15:37:25.951,82019F2E,21699,192
20230810_15:37:25.952,820198C1,18050,186
