20230810_15:08:17.978,82019EBA,168
20230810_15:08:18.101,82019EBA,168
20230810_15:08:18.208,82019EBA,180
20230810_15:08:18.287,82019EBA,183
20230810_15:08:18.396,82019EBA,192
20230810_15:08:18.497,82019EBA,201
20230810_15:08:18.586,82019EBA,207
20230810_15:08:18.677,82019EBA,210
20230810_15:08:18.787,82019EBA,213
20230810_15:08:18.885,82019EBA,213
20230810_15:08:18.995,82019EBA,213
20230810_15:08:19.090,82019EBA,210
20230810_15:08:19.200,82019EBA,213
20230810_15:08:19.281,82019EBA,213
20230810_15:08:19.375,82019EBA,213
20230810_15:08:19.485,82019EBA,213
20230810_15:08:19.591,82019EBA,213
20230810_15:08:19.671,82019EBA,216
20230810_15:08:19.765,82019EBA,216
20230810_15:08:19.875,82019EBA,213
20230810_15:08:19.980,82019EBA,213
20230810_15:08:20.078,82019EBA,213
20230810_15:08:20.187,82019EBA,210
20230810_15:08:20.266,82019EBA,210
20230810_15:08:20.363,82019EBA,216
20230810_15:08:20.468,82019EBA,216
20230810_15:08:20.577,82019EBA,216
20230810_15:08:20.679,82019EBA,216
20230810_15:08:20.765,82019EBA,213
20230810_15:08:20.863,82019EBA,219
20230810_15:08:20.967,82019EBA,216
20230810_15:08:21.061,82019EBA,216
20230810_15:08:21.155,82019EBA,216
20230810_15:08:21.258,82019EBA,219
20230810_15:08:21.362,82019EBA,219
20230810_15:08:21.459,82019EBA,216
20230810_15:08:21.560,82019EBA,219
20230810_15:08:21.663,82019EBA,219
20230810_15:08:21.747,82019EBA,216
20230810_15:08:21.861,82019EBA,216
20230810_15:08:21.952,82019EBA,216
20230810_15:08:22.045,82019EBA,216
20230810_15:08:22.162,82019EBA,216
20230810_15:08:22.248,82019EBA,216
20230810_15:08:22.462,82019EBA,216
20230810_15:08:22.462,82019EBA,216
20230810_15:08:22.543,82019EBA,219
20230810_15:08:22.646,82019EBA,216
20230810_15:08:22.745,82019EBA,216
20230810_15:08:23.733,82019EBA,216
20230810_15:08:23.735,82019EBA,216
20230810_15:08:23.736,82019EBA,216
20230810_15:08:23.738,82019EBA,216
20230810_15:08:23.739,82019EBA,219
20230810_15:08:23.740,82019EBA,216
20230810_15:08:23.742,820198C1,150
20230810_15:08:23.743,82019EBA,216
20230810_15:08:23.745,820198C1,147
20230810_15:08:23.746,82019EBA,216
20230810_15:08:23.748,82019EBA,216
20230810_15:08:23.750,820198C1,147
20230810_15:08:23.752,82019EBA,216
20230810_15:08:23.753,820198C1,144
20230810_15:08:23.754,82019EBA,216
20230810_15:08:23.756,82019EBA,219
20230810_15:08:24.343,820198C1,135
20230810_15:08:24.358,82019EBA,219
20230810_15:08:24.360,820198C1,147
20230810_15:08:24.361,82019EBA,216
20230810_15:08:24.363,82019EBA,216
20230810_15:08:24.365,820198C1,168
20230810_15:08:24.366,82019EBA,216
20230810_15:08:24.367,820198C1,141
20230810_15:08:24.369,82019EBA,216
20230810_15:08:24.371,820198C1,132
20230810_15:08:24.372,82019EBA,216
20230810_15:08:24.375,820198C1,153
20230810_15:08:24.376,82019EBA,216
20230810_15:08:29.092,820198C1,183
20230810_15:08:29.095,82019EBA,213
20230810_15:08:29.096,820198C1,171
20230810_15:08:29.098,82019EBA,213
20230810_15:08:29.100,820198C1,189
20230810_15:08:29.101,82019EBA,213
20230810_15:08:29.103,82019EBA,210
20230810_15:08:29.103,820198C1,216
20230810_15:08:29.105,82019EBA,207
20230810_15:08:29.107,82019EBA,207
20230810_15:08:29.109,82019EBA,204
20230810_15:08:29.110,820198C1,183
20230810_15:08:29.112,820198C1,153
20230810_15:08:29.114,820198C1,171
20230810_15:08:29.117,820198C1,168
20230810_15:08:29.118,82019EBA,204
20230810_15:08:29.119,820198C1,168
20230810_15:08:29.121,82019EBA,204
20230810_15:08:29.122,820198C1,168
20230810_15:08:29.124,82019EBA,207
20230810_15:08:29.125,820198C1,171
20230810_15:08:29.127,82019EBA,210
20230810_15:08:29.129,820198C1,171
20230810_15:08:29.131,82019EBA,213
20230810_15:08:29.132,820198C1,168
20230810_15:08:29.134,82019EBA,213
20230810_15:08:29.135,820198C1,168
20230810_15:08:29.136,82019EBA,213
20230810_15:08:29.137,82019EBA,216
20230810_15:08:29.139,82019EBA,216
20230810_15:08:29.141,820198C1,168
20230810_15:08:29.143,82019EBA,216
20230810_15:08:29.145,820198C1,168
20230810_15:08:29.147,82019EBA,219
20230810_15:08:29.148,820198C1,168
20230810_15:08:29.150,82019EBA,219
20230810_15:08:29.151,820198C1,168
20230810_15:08:29.153,82019EBA,216
20230810_15:08:29.155,820198C1,168
20230810_15:08:29.157,82019EBA,216
20230810_15:08:29.158,820198C1,168
20230810_15:08:29.160,82019EBA,216
20230810_15:08:29.162,820198C1,165
20230810_15:08:29.164,82019EBA,216
20230810_15:08:29.166,820198C1,168
20230810_15:08:29.167,82019EBA,216
20230810_15:08:29.169,820198C1,168
20230810_15:08:29.170,820198C1,165
20230810_15:08:29.172,82019EBA,216
20230810_15:08:29.174,820198C1,162
20230810_15:08:29.175,82019EBA,216
20230810_15:08:29.177,820198C1,168
20230810_15:08:29.179,82019EBA,216
20230810_15:08:29.181,820198C1,168
20230810_15:08:29.182,82019EBA,216
20230810_15:08:29.183,820198C1,168
20230810_15:08:29.185,82019EBA,216
20230810_15:08:29.186,820198C1,168
20230810_15:08:29.187,82019EBA,216
20230810_15:08:29.188,820198C1,168
20230810_15:08:29.190,82019EBA,216
20230810_15:08:29.191,820198C1,168
20230810_15:08:29.192,82019EBA,216
20230810_15:08:29.195,820198C1,168
20230810_15:08:29.197,82019EBA,216
20230810_15:08:29.199,820198C1,162
20230810_15:08:29.200,82019EBA,216
20230810_15:08:29.201,82019EBA,216
20230810_15:08:29.204,82019EBA,216
20230810_15:08:29.206,820198C1,168
20230810_15:08:29.208,820198C1,162
20230810_15:08:29.212,820198C1,162
20230810_15:08:29.214,820198C1,165
20230810_15:08:29.217,82019F2E,159
20230810_15:08:29.218,82019EBA,216
20230810_15:08:29.220,82019F2E,159
20230810_15:08:29.221,820198C1,162
20230810_15:08:29.223,82019EBA,216
20230810_15:08:29.224,82019F2E,159
20230810_15:08:29.226,820198C1,162
20230810_15:08:29.229,82019F2E,159
20230810_15:08:29.231,820198C1,168
20230810_15:08:29.233,82019EBA,216
20230810_15:08:29.234,820198C1,168
20230810_15:08:29.235,82019EBA,216
20230810_15:08:29.237,82019F2E,159
20230810_15:08:29.238,820198C1,162
20230810_15:08:29.239,82019EBA,216
20230810_15:08:29.240,820198C1,168
20230810_15:08:29.241,82019EBA,216
20230810_15:08:29.243,82019F2E,144
20230810_15:08:29.246,820198C1,168
20230810_15:08:29.248,82019EBA,216
20230810_15:08:29.249,82019F2E,132
20230810_15:08:29.250,820198C1,168
20230810_15:08:29.252,82019EBA,216
20230810_15:08:29.253,82019F2E,126
20230810_15:08:29.254,820198C1,162
20230810_15:08:29.255,82019EBA,216
20230810_15:08:29.256,82019F2E,129
20230810_15:08:29.259,82019F2E,132
20230810_15:08:29.262,820198C1,165
20230810_15:08:29.264,82019EBA,216
20230810_15:08:29.265,82019F2E,132
20230810_15:08:29.267,82019EBA,216
20230810_15:08:29.268,82019F2E,123
20230810_15:08:29.269,820198C1,165
20230810_15:08:29.280,820198C1,162
20230810_15:08:29.290,820198C1,156
20230810_15:08:30.927,82019F2E,168
20230810_15:08:30.929,820198C1,159
20230810_15:08:30.930,820198C1,159
20230810_15:08:30.933,820198C1,168
20230810_15:08:30.935,820198C1,168
20230810_15:08:30.936,82019F2E,132
20230810_15:08:30.938,82019EBA,216
20230810_15:08:30.939,820198C1,168
20230810_15:08:30.940,82019F2E,132
20230810_15:08:30.942,82019EBA,216
20230810_15:08:30.943,820198C1,162
20230810_15:08:30.946,82019F2E,150
20230810_15:08:30.948,82019EBA,216
20230810_15:08:30.949,82019F2E,159
20230810_15:08:30.951,82019EBA,213
20230810_15:08:30.953,820198C1,168
20230810_15:08:30.954,82019F2E,168
20230810_15:08:30.955,82019EBA,213
20230810_15:08:30.957,820198C1,171
20230810_15:08:30.958,82019F2E,177
20230810_15:08:30.960,82019EBA,210
20230810_15:08:30.964,82019F2E,177
20230810_15:08:30.965,82019EBA,210
20230810_15:08:30.968,82019F2E,162
20230810_15:08:30.970,82019EBA,210
20230810_15:08:30.972,82019EBA,210
20230810_15:08:30.984,82019F2E,162
