20230810_14:58:32.310,820198C1,204
20230810_14:58:32.324,820198C1,192
20230810_14:58:34.507,820198C1,192
20230810_14:58:34.510,82019F2E,210
20230810_14:58:34.512,82019F2E,213
20230810_14:58:34.514,820198C1,201
20230810_14:58:34.516,82019F2E,213
20230810_14:58:34.518,820198C1,204
20230810_14:58:34.519,82019F2E,213
20230810_14:58:34.520,820198C1,204
20230810_14:58:34.522,82019F2E,213
20230810_14:58:34.523,82019F2E,213
20230810_14:58:34.525,820198C1,204
20230810_14:58:34.526,82019F2E,213
20230810_14:58:34.527,820198C1,204
20230810_14:58:34.529,82019F2E,216
20230810_14:58:34.532,820198C1,201
20230810_14:58:34.534,820198C1,204
20230810_14:58:34.536,820198C1,207
20230810_14:58:34.537,820198C1,204
20230810_14:58:34.539,820198C1,204
20230810_14:58:34.540,820198C1,204
20230810_14:58:34.542,82019F2E,216
20230810_14:58:34.544,820198C1,204
20230810_14:58:34.545,82019F2E,216
20230810_14:58:34.547,820198C1,201
20230810_14:58:34.549,82019F2E,216
20230810_14:58:34.551,820198C1,201
20230810_14:58:34.552,82019F2E,216
20230810_14:58:34.554,820198C1,204
20230810_14:58:34.556,82019F2E,216
20230810_14:58:34.557,820198C1,201
20230810_14:58:34.559,82019F2E,216
20230810_14:58:34.560,82019F2E,216
20230810_14:58:34.562,820198C1,201
20230810_14:58:34.563,82019F2E,216
20230810_14:58:34.565,820198C1,204
20230810_14:58:34.567,82019F2E,216
20230810_14:58:34.569,820198C1,204
20230810_14:58:34.570,82019F2E,216
20230810_14:58:34.572,820198C1,201
20230810_14:58:34.574,82019F2E,216
20230810_14:58:34.576,820198C1,201
20230810_14:58:34.577,82019F2E,216
20230810_14:58:34.579,820198C1,201
20230810_14:58:34.580,82019F2E,216
20230810_14:58:34.606,82019F2E,216
20230810_14:58:34.608,820198C1,201
20230810_14:58:37.652,82019F2E,216
20230810_14:58:37.653,820198C1,204
20230810_14:58:37.655,820198C1,201
20230810_14:58:37.656,82019F2E,216
20230810_14:58:37.659,820198C1,204
20230810_14:58:37.660,82019F2E,216
20230810_14:58:37.662,820198C1,204
20230810_14:58:37.666,82019F2E,216
20230810_14:58:37.668,820198C1,201
20230810_14:58:37.670,82019F2E,216
20230810_14:58:37.671,82019F2E,216
20230810_14:58:37.674,82019F2E,216
20230810_14:58:37.676,82019F2E,216
20230810_14:58:37.677,820198C1,201
20230810_14:58:37.678,82019F2E,216
20230810_14:58:37.681,820198C1,201
20230810_14:58:37.684,82019F2E,216
20230810_14:58:37.686,820198C1,204
20230810_14:58:37.688,82019F2E,216
20230810_14:58:37.689,820198C1,204
20230810_14:58:37.691,82019F2E,216
20230810_14:58:37.693,820198C1,201
20230810_14:58:37.694,820198C1,201
20230810_14:58:37.696,82019F2E,216
20230810_14:58:37.701,820198C1,204
20230810_14:58:37.715,82019F2E,216
20230810_14:58:37.721,820198C1,204
20230810_14:58:37.726,82019F2E,216
20230810_14:58:37.729,82019F2E,216
20230810_14:58:37.731,820198C1,204
20230810_14:58:37.735,82019F2E,216
20230810_14:58:37.736,82019F2E,213
20230810_14:58:37.738,82019F2E,216
20230810_14:58:37.740,82019F2E,216
20230810_14:58:37.742,82019F2E,216
20230810_14:58:37.743,82019F2E,216
20230810_14:58:37.745,820198C1,201
20230810_14:58:37.746,820198C1,204
20230810_14:58:37.747,820198C1,201
20230810_14:58:37.751,820198C1,204
20230810_14:58:37.754,820198C1,201
20230810_14:58:37.755,820198C1,204
20230810_14:58:37.757,820198C1,201
20230810_14:58:37.758,82019F2E,216
20230810_14:58:37.760,820198C1,204
20230810_14:58:37.761,82019F2E,216
20230810_14:58:37.762,820198C1,204
20230810_14:58:37.765,82019F2E,216
20230810_14:58:37.768,820198C1,204
20230810_14:58:37.769,82019F2E,216
20230810_14:58:37.770,820198C1,201
20230810_14:58:37.772,82019F2E,216
20230810_14:58:37.773,820198C1,201
20230810_14:58:37.774,82019F2E,216
20230810_14:58:37.775,820198C1,204
20230810_14:58:38.852,82019F2E,216
20230810_14:58:38.853,820198C1,201
20230810_14:58:38.855,82019F2E,216
20230810_14:58:38.856,82019F2E,216
20230810_14:58:38.858,820198C1,201
20230810_14:58:38.859,82019F2E,216
20230810_14:58:38.861,820198C1,204
20230810_14:58:38.863,82019F2E,216
20230810_14:58:38.865,82019F2E,216
20230810_14:58:38.866,82019F2E,216
20230810_14:58:38.867,820198C1,201
20230810_14:58:38.869,82019F2E,216
20230810_14:58:38.870,820198C1,204
20230810_14:58:38.872,82019F2E,216
20230810_14:58:38.873,820198C1,204
20230810_14:58:38.875,82019F2E,216
20230810_14:58:38.877,820198C1,204
20230810_14:58:38.878,82019F2E,216
20230810_14:58:38.880,820198C1,204
20230810_14:58:38.882,82019F2E,216
20230810_14:58:38.884,820198C1,201
20230810_14:58:38.885,82019F2E,216
20230810_14:58:38.886,820198C1,201
20230810_14:58:38.888,82019F2E,216
20230810_14:58:38.890,820198C1,204
20230810_14:58:38.891,82019F2E,216
20230810_14:58:38.893,820198C1,201
20230810_14:58:38.894,82019F2E,216
20230810_14:58:38.902,820198C1,201
20230810_14:58:40.367,82019F2E,216
20230810_14:58:40.369,820198C1,204
20230810_14:58:40.370,82019F2E,216
20230810_14:58:40.372,820198C1,201
20230810_14:58:40.373,82019F2E,216
20230810_14:58:40.375,820198C1,204
20230810_14:58:40.377,82019F2E,216
20230810_14:58:40.379,820198C1,201
20230810_14:58:40.381,82019F2E,216
20230810_14:58:40.382,820198C1,201
20230810_14:58:40.384,82019F2E,216
20230810_14:58:40.385,820198C1,201
20230810_14:58:40.386,82019F2E,216
20230810_14:58:40.388,820198C1,201
20230810_14:58:40.390,82019F2E,216
20230810_14:58:40.392,820198C1,201
