20230810_14:48:35.253
82019F2E,135
20230810_14:48:35.261
82019F2E,138
20230810_14:48:35.273
82019F2E,141
20230810_14:48:35.274
82019F2E,138
20230810_14:48:35.290
82019F2E,132
20230810_14:48:35.296
82019F2E,129
20230810_14:48:35.302
82019F2E,123
20230810_14:48:35.309
82019F2E,171
20230810_14:48:35.316
82019F2E,141
20230810_14:48:35.319
82019F2E,132
20230810_14:48:35.319
82019F2E,132
20230810_14:48:35.623
82019F2E,138
20230810_14:48:35.623
82019F2E,201
20230810_14:48:35.623
82019F2E,204
20230810_14:48:35.623
82019F2E,195
20230810_14:48:35.623
820198C1,186
20230810_14:48:35.734
820198C1,186
20230810_14:48:35.804
820198C1,186
20230810_14:48:36.644
82019F2E,192
20230810_14:48:36.644
820198C1,189
20230810_14:48:36.645
820198C1,192
20230810_14:48:36.645
820198C1,195
20230810_14:48:36.645
820198C1,195
20230810_14:48:36.645
82019F2E,204
20230810_14:48:36.645
820198C1,195
20230810_14:48:36.645
82019F2E,204
20230810_14:48:36.645
820198C1,192
20230810_14:48:36.645
82019F2E,204
20230810_14:48:36.645
820198C1,192
20230810_14:48:36.645
82019F2E,204
20230810_14:48:36.645
820198C1,192
20230810_14:48:36.645
82019F2E,204
20230810_14:48:36.645
820198C1,192
20230810_14:48:36.645
82019F2E,204
20230810_14:48:36.954
82019F2E,204
20230810_14:48:36.954
82019F2E,204
20230810_14:48:36.954
820198C1,192
20230810_14:48:36.954
82019F2E,204
20230810_14:48:36.954
820198C1,192
20230810_14:48:36.954
82019F2E,204
20230810_14:48:37.288
82019F2E,204
20230810_14:48:37.288
82019F2E,204
20230810_14:48:37.288
82019F2E,204
20230810_14:48:37.288
820198C1,192
20230810_14:48:38.019
82019F2E,204
20230810_14:48:38.019
820198C1,192
20230810_14:48:38.019
82019F2E,204
20230810_14:48:38.019
820198C1,192
20230810_14:48:38.019
82019F2E,204
20230810_14:48:38.019
820198C1,192
20230810_14:48:38.019
82019F2E,204
20230810_14:48:38.019
820198C1,192
20230810_14:48:38.019
82019F2E,204
20230810_14:48:38.019
82019F2E,204
20230810_14:48:38.019
820198C1,192
20230810_14:48:38.019
82019F2E,204
20230810_14:48:38.019
820198C1,192
20230810_14:48:38.019
820198C1,192
20230810_14:48:38.019
82019F2E,204
20230810_14:48:38.019
820198C1,192
20230810_14:48:38.837
82019F2E,204
20230810_14:48:38.837
82019F2E,204
20230810_14:48:38.837
82019F2E,204
20230810_14:48:38.837
82019F2E,204
20230810_14:48:38.837
820198C1,192
20230810_14:48:38.837
82019F2E,204
20230810_14:48:38.837
820198C1,192
20230810_14:48:38.837
82019F2E,204
20230810_14:48:38.837
820198C1,192
20230810_14:48:38.837
82019F2E,204
20230810_14:48:38.837
82019F2E,204
20230810_14:48:38.837
820198C1,192
20230810_14:48:38.837
820198C1,192
20230810_14:48:38.837
820198C1,192
20230810_14:48:38.952
820198C1,192
20230810_14:48:39.020
82019F2E,204
20230810_14:48:39.720
820198C1,192
20230810_14:48:39.720
82019F2E,204
20230810_14:48:39.720
82019F2E,204
20230810_14:48:39.720
82019F2E,204
20230810_14:48:39.720
820198C1,192
20230810_14:48:39.720
820198C1,192
20230810_14:48:39.720
820198C1,192
20230810_14:48:39.720
820198C1,192
20230810_14:48:39.720
820198C1,192
20230810_14:48:41.052
82019F2E,204
20230810_14:48:41.052
820198C1,192
20230810_14:48:41.052
82019F2E,204
20230810_14:48:41.052
82019F2E,204
20230810_14:48:41.052
820198C1,192
20230810_14:48:41.052
82019F2E,204
20230810_14:48:41.052
820198C1,192
20230810_14:48:41.052
82019F2E,201
20230810_14:48:41.052
820198C1,192
20230810_14:48:41.053
82019F2E,204
20230810_14:48:41.053
82019F2E,204
20230810_14:48:41.053
820198C1,192
20230810_14:48:41.053
82019F2E,201
20230810_14:48:41.053
82019F2E,201
20230810_14:48:41.053
820198C1,192
20230810_14:48:41.053
82019F2E,201
20230810_14:48:41.053
820198C1,192
20230810_14:48:41.053
82019F2E,201
20230810_14:48:41.053
820198C1,192
20230810_14:48:41.053
82019F2E,201
20230810_14:48:41.053
820198C1,192
20230810_14:48:41.053
82019F2E,204
20230810_14:48:41.053
820198C1,192
20230810_14:48:41.053
82019F2E,204
20230810_14:48:41.053
820198C1,192
20230810_14:48:41.053
82019F2E,204
20230810_14:48:41.053
820198C1,192
20230810_14:48:41.053
82019F2E,204
20230810_14:48:41.053
820198C1,192
20230810_14:48:41.053
82019F2E,201
20230810_14:48:42.345
820198C1,192
20230810_14:48:42.345
82019F2E,204
20230810_14:48:42.345
820198C1,192
20230810_14:48:42.345
82019F2E,204
20230810_14:48:42.345
820198C1,192
20230810_14:48:42.345
82019F2E,201
20230810_14:48:42.345
820198C1,192
20230810_14:48:42.345
82019F2E,204
20230810_14:48:42.345
82019F2E,204
20230810_14:48:42.345
82019F2E,201
20230810_14:48:42.345
82019F2E,204
20230810_14:48:42.345
82019F2E,204
20230810_14:48:42.345
820198C1,192
20230810_14:48:42.345
82019F2E,204
20230810_14:48:42.345
820198C1,192
20230810_14:48:42.345
82019F2E,204
20230810_14:48:42.345
82019F2E,204
20230810_14:48:42.345
82019F2E,204
20230810_14:48:42.345
82019F2E,204
20230810_14:48:42.345
82019F2E,204
20230810_14:48:42.345
820198C1,192
20230810_14:48:42.345
82019F2E,201
20230810_14:48:42.345
820198C1,192
20230810_14:48:42.345
82019F2E,204
20230810_14:48:42.449
820198C1,192
20230810_14:48:42.449
82019F2E,201
20230810_14:48:42.560
820198C1,192
20230810_14:48:42.633
82019F2E,204
20230810_14:48:42.921
820198C1,192
20230810_14:48:42.921
82019F2E,204
20230810_14:48:42.921
82019F2E,204
20230810_14:48:43.031
82019F2E,204
20230810_14:48:43.124
820198C1,192
20230810_14:48:43.534
820198C1,192
20230810_14:48:43.534
820198C1,192
20230810_14:48:43.534
820198C1,192
20230810_14:48:43.534
820198C1,192
20230810_14:48:43.534
82019F2E,204
20230810_14:48:43.660
82019F2E,204
20230810_14:48:43.736
820198C1,192
20230810_14:48:43.853
82019F2E,204
20230810_14:48:44.190
820198C1,192
20230810_14:48:44.190
82019F2E,204
20230810_14:48:44.190
82019F2E,213
20230810_14:48:44.190
82019F2E,204
20230810_14:48:44.190
820198C1,192
20230810_14:48:44.270
82019F2E,201
20230810_14:48:44.731
82019F2E,204
20230810_14:48:44.731
820198C1,192
20230810_14:48:44.731
820198C1,192
20230810_14:48:44.731
82019F2E,201
20230810_14:48:44.731
820198C1,192
20230810_14:48:44.731
82019F2E,204
20230810_14:48:44.731
820198C1,192
20230810_14:48:44.731
82019F2E,201
20230810_14:48:45.017
820198C1,192
20230810_14:48:45.017
82019F2E,204
20230810_14:48:45.017
82019F2E,204
20230810_14:48:45.017
820198C1,192
20230810_14:48:45.017
82019F2E,201
20230810_14:48:45.017
820198C1,192
20230810_14:48:45.816
82019F2E,204
20230810_14:48:45.816
820198C1,192
20230810_14:48:45.816
82019F2E,204
20230810_14:48:45.816
82019F2E,204
20230810_14:48:45.816
82019F2E,201
20230810_14:48:45.816
82019F2E,201
20230810_14:48:45.816
820198C1,192
20230810_14:48:45.816
82019F2E,204
20230810_14:48:45.816
820198C1,192
20230810_14:48:45.816
82019F2E,201
20230810_14:48:45.816
820198C1,192
20230810_14:48:45.816
82019F2E,204
20230810_14:48:45.816
82019F2E,204
20230810_14:48:45.816
820198C1,192
20230810_14:48:45.816
820198C1,192
20230810_14:48:45.937
820198C1,192
20230810_14:48:46.017
820198C1,192
20230810_14:48:46.921
82019F2E,204
20230810_14:48:46.921
820198C1,192
20230810_14:48:46.921
82019F2E,201
20230810_14:48:46.921
820198C1,192
20230810_14:48:46.921
82019F2E,204
20230810_14:48:46.921
820198C1,192
20230810_14:48:46.921
82019F2E,201
20230810_14:48:46.921
82019F2E,201
20230810_14:48:46.921
82019F2E,201
20230810_14:48:46.921
82019F2E,204
20230810_14:48:46.921
82019F2E,201
20230810_14:48:46.921
82019F2E,201
20230810_14:48:46.921
82019F2E,204
20230810_14:48:46.921
820198C1,192
20230810_14:48:47.002
820198C1,192
20230810_14:48:47.102
820198C1,192
20230810_14:48:48.318
82019F2E,201
20230810_14:48:48.318
820198C1,192
20230810_14:48:48.318
820198C1,192
20230810_14:48:48.318
820198C1,192
20230810_14:48:48.318
82019F2E,201
20230810_14:48:48.318
820198C1,192
20230810_14:48:48.318
82019F2E,204
20230810_14:48:48.318
820198C1,192
20230810_14:48:48.318
82019F2E,204
20230810_14:48:48.318
820198C1,192
20230810_14:48:48.318
82019F2E,201
20230810_14:48:48.318
820198C1,192
20230810_14:48:48.318
82019F2E,201
20230810_14:48:48.318
820198C1,192
20230810_14:48:48.318
82019F2E,201
20230810_14:48:48.318
820198C1,192
20230810_14:48:48.318
82019F2E,201
20230810_14:48:48.318
82019F2E,204
20230810_14:48:48.318
820198C1,192
20230810_14:48:48.318
82019F2E,201
20230810_14:48:48.318
820198C1,192
20230810_14:48:48.318
82019F2E,204
20230810_14:48:48.318
820198C1,192
20230810_14:48:48.318
82019F2E,204
20230810_14:48:48.318
820198C1,192
20230810_14:48:48.950
82019F2E,204
20230810_14:48:48.950
820198C1,192
20230810_14:48:48.950
82019F2E,204
20230810_14:48:48.950
820198C1,192
20230810_14:48:48.950
82019F2E,201
20230810_14:48:48.950
820198C1,192
20230810_14:48:48.950
82019F2E,201
20230810_14:48:48.950
82019F2E,204
20230810_14:48:48.950
820198C1,192
20230810_14:48:48.950
82019F2E,204
20230810_14:48:48.950
820198C1,192
20230810_14:48:48.950
82019F2E,201
20230810_14:48:48.950
820198C1,192
20230810_14:48:48.950
82019F2E,201
20230810_14:48:49.501
820198C1,192
20230810_14:48:49.501
82019F2E,204
20230810_14:48:49.501
820198C1,192
20230810_14:48:49.501
82019F2E,201
20230810_14:48:49.501
82019F2E,204
20230810_14:48:49.501
820198C1,192
20230810_14:48:49.501
82019F2E,201
20230810_14:48:49.501
820198C1,192
20230810_14:48:49.501
820198C1,192
20230810_14:48:49.501
82019F2E,201
20230810_14:48:49.501
820198C1,192
20230810_14:48:50.040
82019F2E,201
20230810_14:48:50.040
82019F2E,204
20230810_14:48:50.040
82019F2E,201
20230810_14:48:50.040
820198C1,192
20230810_14:48:50.040
82019F2E,201
20230810_14:48:50.040
820198C1,192
20230810_14:48:50.040
82019F2E,201
20230810_14:48:50.040
820198C1,192
20230810_14:48:50.040
82019F2E,201
20230810_14:48:50.040
820198C1,192
20230810_14:48:50.040
82019F2E,204
20230810_14:48:50.040
820198C1,192
20230810_14:48:51.001
82019F2E,201
20230810_14:48:51.001
820198C1,192
20230810_14:48:51.001
82019F2E,201
20230810_14:48:51.001
820198C1,192
20230810_14:48:51.001
82019F2E,204
20230810_14:48:51.001
82019F2E,204
20230810_14:48:51.001
82019F2E,204
20230810_14:48:51.001
82019F2E,204
20230810_14:48:51.001
82019F2E,204
20230810_14:48:51.001
82019F2E,204
20230810_14:48:51.001
82019F2E,201
20230810_14:48:51.001
820198C1,192
20230810_14:48:51.001
820198C1,192
20230810_14:48:51.001
82019F2E,201
20230810_14:48:51.102
820198C1,192
20230810_14:48:52.117
82019F2E,201
20230810_14:48:52.117
820198C1,192
20230810_14:48:52.117
820198C1,192
20230810_14:48:52.117
82019F2E,204
20230810_14:48:52.117
82019F2E,204
20230810_14:48:52.117
820198C1,192
20230810_14:48:52.117
82019F2E,204
20230810_14:48:52.117
82019F2E,201
20230810_14:48:52.117
820198C1,192
20230810_14:48:52.117
82019F2E,201
20230810_14:48:52.117
82019F2E,204
20230810_14:48:52.117
820198C1,192
20230810_14:48:52.117
82019F2E,201
20230810_14:48:52.117
820198C1,192
20230810_14:48:52.117
82019F2E,204
20230810_14:48:52.117
820198C1,192
20230810_14:48:52.117
82019F2E,201
20230810_14:48:52.117
820198C1,192
20230810_14:48:52.227
820198C1,189
20230810_14:48:52.334
820198C1,192
20230810_14:48:52.417
82019F2E,204
20230810_14:48:52.515
82019F2E,204
20230810_14:48:52.634
82019F2E,201
20230810_14:48:52.700
82019F2E,204
20230810_14:48:52.934
820198C1,192
20230810_14:48:52.934
82019F2E,204
20230810_14:48:52.934
820198C1,189
20230810_14:48:52.934
82019F2E,204
20230810_14:48:52.934
820198C1,192
20230810_14:48:53.663
82019F2E,201
20230810_14:48:53.663
82019F2E,204
20230810_14:48:53.663
820198C1,192
20230810_14:48:53.663
82019F2E,201
20230810_14:48:53.663
82019F2E,204
20230810_14:48:53.663
82019F2E,201
20230810_14:48:53.663
820198C1,192
20230810_14:48:53.663
82019F2E,201
20230810_14:48:53.663
820198C1,192
20230810_14:48:53.663
82019F2E,204
20230810_14:48:53.663
820198C1,192
20230810_14:48:53.663
82019F2E,201
20230810_14:48:53.663
82019F2E,201
20230810_14:48:53.663
820198C1,192
20230810_14:48:54.771
82019F2E,204
20230810_14:48:54.771
82019F2E,204
20230810_14:48:54.771
820198C1,192
20230810_14:48:54.771
82019F2E,204
20230810_14:48:54.771
820198C1,192
20230810_14:48:54.771
82019F2E,204
20230810_14:48:54.771
820198C1,192
20230810_14:48:54.771
82019F2E,204
20230810_14:48:54.771
82019F2E,201
20230810_14:48:54.771
82019F2E,201
20230810_14:48:54.771
82019F2E,201
20230810_14:48:54.771
82019F2E,201
20230810_14:48:54.771
82019F2E,201
20230810_14:48:54.771
82019F2E,201
20230810_14:48:54.771
820198C1,192
20230810_14:48:54.771
820198C1,192
20230810_14:48:54.879
82019F2E,201
20230810_14:48:54.960
82019F2E,201
20230810_14:48:55.067
820198C1,192
