20230810_15:29:39.335,820198C1,12110,180
20230810_15:29:42.474,82019EBA,15812,177
20230810_15:29:42.475,82019F2E,15881,192
20230810_15:29:42.477,82019EBA,15813,177
20230810_15:29:42.478,820198C1,12112,183
20230810_15:29:42.484,82019EBA,15814,180
20230810_15:29:42.485,820198C1,12113,183
20230810_15:29:42.487,82019F2E,15883,192
20230810_15:29:42.489,82019EBA,15815,180
20230810_15:29:42.492,820198C1,12114,183
20230810_15:29:42.493,82019F2E,15884,192
20230810_15:29:42.495,82019EBA,15816,180
20230810_15:29:42.498,820198C1,12115,183
20230810_15:29:42.501,82019F2E,15885,192
20230810_15:29:42.503,82019EBA,15817,177
20230810_15:29:42.505,820198C1,12116,180
20230810_15:29:42.507,82019F2E,15886,192
20230810_15:29:42.508,82019EBA,15818,177
20230810_15:29:42.510,820198C1,12117,180
20230810_15:29:42.512,82019F2E,15887,192
20230810_15:29:42.515,82019EBA,15819,174
20230810_15:29:42.518,820198C1,12118,180
20230810_15:29:42.520,82019F2E,15888,192
20230810_15:29:42.522,82019EBA,15820,177
20230810_15:29:42.524,820198C1,12119,183
20230810_15:29:42.525,82019EBA,15821,186
20230810_15:29:42.527,820198C1,12120,186
20230810_15:29:42.529,82019F2E,15890,195
20230810_15:29:42.532,82019EBA,15822,192
20230810_15:29:42.535,82019F2E,15891,195
20230810_15:29:42.537,82019EBA,15823,189
20230810_15:29:42.539,820198C1,12122,192
20230810_15:29:42.541,82019F2E,15892,192
20230810_15:29:42.542,82019EBA,15824,192
20230810_15:29:42.544,820198C1,12123,192
20230810_15:29:42.545,82019F2E,15893,192
20230810_15:29:42.548,820198C1,12124,195
20230810_15:29:42.551,82019F2E,15894,192
20230810_15:29:42.553,82019EBA,15826,192
20230810_15:29:42.554,820198C1,12125,192
20230810_15:29:42.556,82019F2E,15895,192
20230810_15:29:42.558,82019EBA,15827,192
20230810_15:29:42.560,820198C1,12126,192
20230810_15:29:42.561,82019F2E,15896,195
20230810_15:29:42.564,82019EBA,15828,192
20230810_15:29:42.567,820198C1,12127,192
20230810_15:29:42.569,82019EBA,15829,192
20230810_15:29:42.570,82019F2E,15898,192
20230810_15:29:42.571,82019EBA,15830,192
20230810_15:29:42.573,82019F2E,15899,192
20230810_15:29:42.574,82019EBA,15831,189
20230810_15:29:42.576,82019F2E,15900,192
20230810_15:29:42.577,820198C1,12131,192
20230810_15:29:42.578,820198C1,12132,195
20230810_15:29:42.579,82019F2E,15902,195
20230810_15:29:42.583,820198C1,12133,195
20230810_15:29:42.585,820198C1,12134,192
20230810_15:29:42.588,82019F2E,15904,192
20230810_15:29:42.589,820198C1,12135,192
20230810_15:29:42.590,82019EBA,15836,192
20230810_15:29:42.591,82019F2E,15905,195
20230810_15:29:42.592,820198C1,12136,192
20230810_15:29:42.594,82019EBA,15837,189
20230810_15:29:42.595,82019F2E,15906,192
20230810_15:29:42.596,820198C1,12137,192
20230810_15:29:42.601,82019EBA,15838,192
20230810_15:29:42.602,82019F2E,15907,192
20230810_15:29:42.603,82019EBA,15839,192
20230810_15:29:42.605,82019F2E,15908,192
20230810_15:29:42.606,820198C1,12139,192
20230810_15:29:42.607,82019EBA,15840,192
20230810_15:29:42.608,82019F2E,15909,192
20230810_15:29:42.610,82019EBA,15841,192
20230810_15:29:42.611,82019F2E,15910,192
20230810_15:29:42.612,820198C1,12141,192
20230810_15:29:42.615,82019EBA,15842,192
20230810_15:29:42.618,82019F2E,15911,192
20230810_15:29:42.619,82019EBA,15843,192
20230810_15:29:42.620,82019F2E,15912,195
20230810_15:29:42.621,820198C1,12143,192
20230810_15:29:42.622,82019EBA,15844,189
20230810_15:29:42.624,82019F2E,15913,195
20230810_15:29:42.625,820198C1,12144,192
20230810_15:29:42.626,82019EBA,15845,192
20230810_15:29:42.627,82019F2E,15914,195
20230810_15:29:42.628,820198C1,12145,192
20230810_15:29:42.630,82019EBA,15846,189
20230810_15:29:42.634,82019F2E,15915,192
20230810_15:29:42.635,820198C1,12146,192
20230810_15:29:42.636,82019EBA,15847,192
20230810_15:29:42.637,82019F2E,15916,192
20230810_15:29:42.639,820198C1,12147,195
20230810_15:29:42.640,82019EBA,15848,192
20230810_15:29:42.641,82019F2E,15917,195
20230810_15:29:42.643,820198C1,12148,192
20230810_15:29:42.644,82019EBA,15849,189
20230810_15:29:42.645,82019F2E,15918,195
20230810_15:29:42.647,820198C1,12149,192
20230810_15:29:42.650,82019EBA,15850,192
