time,tag,Number,LQI,xacc,yacc,zacc,pidata,
20231212_00:30:54.321,82018DBB,1,141,-9,-71,1046,Nan
20231212_00:30:55.745,82019EBA,1,90,-24,-77,1042,Nan
20231212_00:31:00.422,82019EBA,1,120,-21,-77,1042,Nan
20231212_00:31:01.128,82019EBA,2,120,-22,-77,1046,Nan
20231212_00:31:01.835,82019EBA,3,114,-23,-77,1044,Nan
20231212_00:31:02.525,82019EBA,4,78,-19,-80,1045,Nan
20231212_00:31:03.246,82019EBA,5,78,-22,-77,1044,Nan
