time,pino,tagid
2022-10-08 11:54:08,1.0,82019C62
2022-10-08 11:54:10,1.0,82019C62
2022-10-08 11:54:12,1.0,82019C62
2022-10-08 11:54:14,1.0,82019C62
2022-10-08 11:54:16,1.0,82019C62
2022-10-08 11:54:18,1.0,82019C62
2022-10-08 11:54:20,1.0,82019C62
2022-10-08 11:54:22,1.0,82019C62
2022-10-08 11:54:24,2.0,82019C62
2022-10-08 11:54:26,2.0,82019C62
2022-10-08 11:54:28,2.0,82019C62
2022-10-08 11:54:30,4.0,82019C62
2022-10-08 11:54:32,4.0,82019C62
2022-10-08 11:54:34,4.0,82019C62
2022-10-08 11:54:36,4.0,82019C62
2022-10-08 11:54:38,4.0,82019C62
2022-10-08 11:54:40,4.0,82019C62
2022-10-08 11:54:42,4.0,82019C62
2022-10-08 11:54:44,4.0,82019C62
2022-10-08 11:54:46,4.0,82019C62
2022-10-08 11:54:48,4.0,82019C62
2022-10-08 11:54:50,4.0,82019C62
2022-10-08 11:54:52,4.0,82019C62
2022-10-08 11:54:54,4.0,82019C62
2022-10-08 11:54:56,4.0,82019C62
2022-10-08 11:54:58,4.0,82019C62
2022-10-08 11:55:00,4.0,82019C62
2022-10-08 11:55:02,4.0,82019C62
2022-10-08 11:55:04,4.0,82019C62
2022-10-08 11:55:06,4.0,82019C62
2022-10-08 11:55:08,4.0,82019C62
2022-10-08 11:55:10,4.0,82019C62
2022-10-08 11:55:12,4.0,82019C62
2022-10-08 11:55:14,4.0,82019C62
2022-10-08 11:55:16,4.0,82019C62
2022-10-08 11:55:18,4.0,82019C62
2022-10-08 11:55:20,4.0,82019C62
2022-10-08 11:55:22,4.0,82019C62
2022-10-08 11:55:24,4.0,82019C62
2022-10-08 11:55:26,4.0,82019C62
2022-10-08 11:55:28,4.0,82019C62
2022-10-08 11:55:30,4.0,82019C62
2022-10-08 11:55:32,4.0,82019C62
2022-10-08 11:55:34,4.0,82019C62
2022-10-08 11:55:36,4.0,82019C62
2022-10-08 11:55:38,4.0,82019C62
2022-10-08 11:55:40,4.0,82019C62
2022-10-08 11:55:42,4.0,82019C62
2022-10-08 11:55:44,4.0,82019C62
2022-10-08 11:55:46,4.0,82019C62
2022-10-08 11:55:48,4.0,82019C62
2022-10-08 11:55:50,4.0,82019C62
2022-10-08 11:55:52,4.0,82019C62
2022-10-08 11:55:54,4.0,82019C62
2022-10-08 11:55:56,4.0,82019C62
2022-10-08 11:55:58,4.0,82019C62
2022-10-08 11:56:00,4.0,82019C62
2022-10-08 11:56:02,4.0,82019C62
2022-10-08 11:56:04,4.0,82019C62
2022-10-08 11:56:06,4.0,82019C62
2022-10-08 11:56:08,4.0,82019C62
2022-10-08 11:56:10,4.0,82019C62
2022-10-08 11:56:12,4.0,82019C62
2022-10-08 11:56:14,4.0,82019C62
2022-10-08 11:56:16,4.0,82019C62
2022-10-08 11:56:18,4.0,82019C62
2022-10-08 11:56:20,4.0,82019C62
2022-10-08 11:56:22,4.0,82019C62
2022-10-08 11:56:24,4.0,82019C62
2022-10-08 11:56:26,4.0,82019C62
2022-10-08 11:56:28,4.0,82019C62
2022-10-08 11:56:30,4.0,82019C62
2022-10-08 11:56:32,4.0,82019C62
2022-10-08 11:56:34,4.0,82019C62
2022-10-08 11:56:36,4.0,82019C62
2022-10-08 11:56:38,4.0,82019C62
2022-10-08 11:56:40,4.0,82019C62
2022-10-08 11:56:42,4.0,82019C62
2022-10-08 11:56:44,4.0,82019C62
2022-10-08 11:56:46,4.0,82019C62
2022-10-08 11:56:48,4.0,82019C62
2022-10-08 11:56:50,4.0,82019C62
2022-10-08 11:56:52,4.0,82019C62
2022-10-08 11:56:54,4.0,82019C62
2022-10-08 11:56:56,4.0,82019C62
2022-10-08 11:56:58,4.0,82019C62
2022-10-08 11:57:00,4.0,82019C62
2022-10-08 11:57:02,4.0,82019C62
2022-10-08 11:57:04,5.0,82019C62
2022-10-08 11:57:06,5.0,82019C62
2022-10-08 11:57:08,5.0,82019C62
2022-10-08 11:57:10,5.0,82019C62
2022-10-08 11:57:12,5.0,82019C62
2022-10-08 11:57:14,5.0,82019C62
2022-10-08 11:57:16,5.0,82019C62
2022-10-08 11:57:18,5.0,82019C62
2022-10-08 11:57:20,5.0,82019C62
2022-10-08 11:57:22,5.0,82019C62
2022-10-08 11:57:24,5.0,82019C62
2022-10-08 11:57:26,5.0,82019C62
2022-10-08 11:57:28,5.0,82019C62
2022-10-08 11:57:30,5.0,82019C62
2022-10-08 11:57:32,5.0,82019C62
2022-10-08 11:57:34,5.0,82019C62
2022-10-08 11:57:36,5.0,82019C62
2022-10-08 11:57:38,5.0,82019C62
2022-10-08 11:57:40,5.0,82019C62
2022-10-08 11:57:42,5.0,82019C62
2022-10-08 11:57:44,5.0,82019C62
2022-10-08 11:57:46,5.0,82019C62
2022-10-08 11:57:48,5.0,82019C62
2022-10-08 11:57:50,5.0,82019C62
2022-10-08 11:57:52,5.0,82019C62
2022-10-08 11:57:54,5.0,82019C62
2022-10-08 11:57:56,5.0,82019C62
2022-10-08 11:57:58,5.0,82019C62
2022-10-08 11:58:00,5.0,82019C62
2022-10-08 11:58:02,5.0,82019C62
2022-10-08 11:58:04,5.0,82019C62
2022-10-08 11:58:06,5.0,82019C62
2022-10-08 11:58:08,4.0,82019C62
2022-10-08 11:58:10,4.0,82019C62
2022-10-08 11:58:12,4.0,82019C62
2022-10-08 11:58:14,4.0,82019C62
2022-10-08 11:58:16,4.0,82019C62
2022-10-08 11:58:18,4.0,82019C62
2022-10-08 11:58:20,4.0,82019C62
2022-10-08 11:58:22,4.0,82019C62
2022-10-08 11:58:24,4.0,82019C62
2022-10-08 11:58:26,4.0,82019C62
2022-10-08 11:58:28,4.0,82019C62
2022-10-08 11:58:30,4.0,82019C62
2022-10-08 11:58:32,4.0,82019C62
2022-10-08 11:58:34,5.0,82019C62
2022-10-08 11:58:36,5.0,82019C62
2022-10-08 11:58:38,5.0,82019C62
2022-10-08 11:58:40,5.0,82019C62
2022-10-08 11:58:42,4.0,82019C62
2022-10-08 11:58:44,4.0,82019C62
2022-10-08 11:58:46,4.0,82019C62
2022-10-08 11:58:48,4.0,82019C62
2022-10-08 11:58:50,4.0,82019C62
2022-10-08 11:58:52,4.0,82019C62
2022-10-08 11:58:54,4.0,82019C62
2022-10-08 11:58:56,4.0,82019C62
2022-10-08 11:58:58,4.0,82019C62
2022-10-08 11:59:00,4.0,82019C62
2022-10-08 11:59:02,4.0,82019C62
2022-10-08 11:59:04,4.0,82019C62
2022-10-08 11:59:06,4.0,82019C62
2022-10-08 11:59:08,4.0,82019C62
2022-10-08 11:59:10,4.0,82019C62
2022-10-08 11:59:12,4.0,82019C62
2022-10-08 11:59:14,4.0,82019C62
2022-10-08 11:59:16,4.0,82019C62
2022-10-08 11:59:18,4.0,82019C62
2022-10-08 11:59:20,4.0,82019C62
2022-10-08 11:59:22,4.0,82019C62
2022-10-08 11:59:24,4.0,82019C62
2022-10-08 11:59:26,4.0,82019C62
2022-10-08 11:59:28,4.0,82019C62
2022-10-08 11:59:30,2.0,82019C62
2022-10-08 11:59:32,2.0,82019C62
2022-10-08 11:59:34,2.0,82019C62
2022-10-08 11:59:36,2.0,82019C62
2022-10-08 11:59:38,2.0,82019C62
2022-10-08 11:59:40,2.0,82019C62
2022-10-08 11:59:42,2.0,82019C62
2022-10-08 11:59:44,2.0,82019C62
2022-10-08 11:59:46,2.0,82019C62
2022-10-08 11:59:48,5.0,82019C62
2022-10-08 11:59:50,5.0,82019C62
2022-10-08 11:59:52,5.0,82019C62
2022-10-08 11:59:54,5.0,82019C62
2022-10-08 11:59:56,5.0,82019C62
2022-10-08 11:59:58,5.0,82019C62
2022-10-08 12:00:00,5.0,82019C62
2022-10-08 12:00:02,4.0,82019C62
2022-10-08 12:00:04,4.0,82019C62
2022-10-08 12:00:06,4.0,82019C62
2022-10-08 12:00:08,4.0,82019C62
2022-10-08 12:00:10,4.0,82019C62
2022-10-08 12:00:12,4.0,82019C62
2022-10-08 12:00:14,4.0,82019C62
2022-10-08 12:00:16,4.0,82019C62
2022-10-08 12:00:18,4.0,82019C62
2022-10-08 12:00:20,4.0,82019C62
2022-10-08 12:00:22,4.0,82019C62
2022-10-08 12:00:24,4.0,82019C62
2022-10-08 12:00:26,4.0,82019C62
2022-10-08 12:00:28,4.0,82019C62
2022-10-08 12:00:30,4.0,82019C62
2022-10-08 12:00:32,4.0,82019C62
2022-10-08 12:00:34,4.0,82019C62
2022-10-08 12:00:36,4.0,82019C62
2022-10-08 12:00:38,4.0,82019C62
2022-10-08 12:00:40,4.0,82019C62
2022-10-08 12:00:42,4.0,82019C62
2022-10-08 12:00:44,4.0,82019C62
2022-10-08 12:00:46,4.0,82019C62
2022-10-08 12:00:48,4.0,82019C62
2022-10-08 12:00:50,4.0,82019C62
2022-10-08 12:00:52,4.0,82019C62
2022-10-08 12:00:54,4.0,82019C62
2022-10-08 12:00:56,4.0,82019C62
2022-10-08 12:00:58,4.0,82019C62
2022-10-08 12:01:00,4.0,82019C62
2022-10-08 12:01:02,4.0,82019C62
2022-10-08 12:01:04,4.0,82019C62
2022-10-08 12:01:06,4.0,82019C62
2022-10-08 12:01:08,5.0,82019C62
2022-10-08 12:01:10,5.0,82019C62
2022-10-08 12:01:12,5.0,82019C62
2022-10-08 12:01:14,5.0,82019C62
2022-10-08 12:01:16,5.0,82019C62
2022-10-08 12:01:18,5.0,82019C62
2022-10-08 12:01:20,5.0,82019C62
2022-10-08 12:01:22,5.0,82019C62
2022-10-08 12:01:24,4.0,82019C62
2022-10-08 12:01:26,4.0,82019C62
2022-10-08 12:01:28,4.0,82019C62
2022-10-08 12:01:30,4.0,82019C62
2022-10-08 12:01:32,4.0,82019C62
2022-10-08 12:01:34,4.0,82019C62
2022-10-08 12:01:36,4.0,82019C62
2022-10-08 12:01:38,4.0,82019C62
2022-10-08 12:01:40,4.0,82019C62
2022-10-08 12:01:42,4.0,82019C62
2022-10-08 12:01:44,4.0,82019C62
2022-10-08 12:01:46,4.0,82019C62
2022-10-08 12:01:48,4.0,82019C62
2022-10-08 12:01:50,4.0,82019C62
2022-10-08 12:01:52,2.0,82019C62
2022-10-08 12:01:54,2.0,82019C62
2022-10-08 12:01:56,2.0,82019C62
2022-10-08 12:01:58,2.0,82019C62
2022-10-08 12:02:00,2.0,82019C62
2022-10-08 12:02:02,2.0,82019C62
2022-10-08 12:02:04,2.0,82019C62
2022-10-08 12:02:06,2.0,82019C62
2022-10-08 12:02:08,2.0,82019C62
2022-10-08 12:02:10,2.0,82019C62
2022-10-08 12:02:12,2.0,82019C62
2022-10-08 12:02:14,2.0,82019C62
2022-10-08 12:02:16,2.0,82019C62
2022-10-08 12:02:18,2.0,82019C62
2022-10-08 12:02:20,2.0,82019C62
2022-10-08 12:02:22,2.0,82019C62
2022-10-08 12:02:24,2.0,82019C62
2022-10-08 12:02:26,2.0,82019C62
2022-10-08 12:02:28,2.0,82019C62
2022-10-08 12:02:30,2.0,82019C62
2022-10-08 12:02:32,2.0,82019C62
2022-10-08 12:02:34,2.0,82019C62
2022-10-08 12:02:36,2.0,82019C62
2022-10-08 12:02:38,2.0,82019C62
2022-10-08 12:02:40,2.0,82019C62
2022-10-08 12:02:42,2.0,82019C62
2022-10-08 12:02:44,5.0,82019C62
2022-10-08 12:02:46,5.0,82019C62
2022-10-08 12:02:48,5.0,82019C62
2022-10-08 12:02:50,5.0,82019C62
2022-10-08 12:02:52,5.0,82019C62
2022-10-08 12:02:54,5.0,82019C62
2022-10-08 12:02:56,5.0,82019C62
2022-10-08 12:02:58,5.0,82019C62
2022-10-08 12:03:00,5.0,82019C62
2022-10-08 12:03:02,5.0,82019C62
2022-10-08 12:03:04,5.0,82019C62
2022-10-08 12:03:06,5.0,82019C62
2022-10-08 12:03:08,5.0,82019C62
2022-10-08 12:03:10,5.0,82019C62
2022-10-08 12:03:12,5.0,82019C62
2022-10-08 12:03:14,5.0,82019C62
2022-10-08 12:03:16,5.0,82019C62
2022-10-08 12:03:18,5.0,82019C62
2022-10-08 12:03:20,5.0,82019C62
2022-10-08 12:03:22,5.0,82019C62
2022-10-08 12:03:24,5.0,82019C62
2022-10-08 12:03:26,4.0,82019C62
2022-10-08 12:03:28,4.0,82019C62
2022-10-08 12:03:30,4.0,82019C62
2022-10-08 12:03:32,4.0,82019C62
2022-10-08 12:03:34,4.0,82019C62
2022-10-08 12:03:36,4.0,82019C62
2022-10-08 12:03:38,2.0,82019C62
2022-10-08 12:03:40,2.0,82019C62
2022-10-08 12:03:42,2.0,82019C62
2022-10-08 12:03:44,2.0,82019C62
2022-10-08 12:03:46,2.0,82019C62
2022-10-08 12:03:48,2.0,82019C62
2022-10-08 12:03:50,5.0,82019C62
2022-10-08 12:03:52,5.0,82019C62
2022-10-08 12:03:54,5.0,82019C62
2022-10-08 12:03:56,5.0,82019C62
2022-10-08 12:03:58,5.0,82019C62
2022-10-08 12:04:00,5.0,82019C62
2022-10-08 12:04:02,2.0,82019C62
2022-10-08 12:04:04,2.0,82019C62
2022-10-08 12:04:06,1.0,82019C62
2022-10-08 12:04:08,1.0,82019C62
2022-10-08 12:04:10,1.0,82019C62
2022-10-08 12:04:12,1.0,82019C62
2022-10-08 12:04:14,1.0,82019C62
2022-10-08 12:04:16,1.0,82019C62
2022-10-08 12:04:18,1.0,82019C62
2022-10-08 12:04:20,1.0,82019C62
2022-10-08 12:04:22,1.0,82019C62
2022-10-08 12:04:24,1.0,82019C62
2022-10-08 12:04:26,1.0,82019C62
2022-10-08 12:04:28,1.0,82019C62
2022-10-08 12:04:30,1.0,82019C62
2022-10-08 12:04:32,1.0,82019C62
2022-10-08 12:04:34,1.0,82019C62
2022-10-08 12:04:36,1.0,82019C62
2022-10-08 12:04:38,1.0,82019C62
2022-10-08 12:04:40,1.0,82019C62
2022-10-08 12:04:42,1.0,82019C62
2022-10-08 12:04:44,1.0,82019C62
2022-10-08 12:04:46,1.0,82019C62
2022-10-08 12:04:48,1.0,82019C62
2022-10-08 12:04:50,1.0,82019C62
2022-10-08 12:04:52,1.0,82019C62
2022-10-08 12:04:54,2.0,82019C62
2022-10-08 12:04:56,2.0,82019C62
2022-10-08 12:04:58,2.0,82019C62
2022-10-08 12:05:00,2.0,82019C62
2022-10-08 12:05:02,2.0,82019C62
2022-10-08 12:05:04,2.0,82019C62
2022-10-08 12:05:06,2.0,82019C62
2022-10-08 12:05:08,3.0,82019C62
2022-10-08 12:05:10,3.0,82019C62
2022-10-08 12:05:12,2.0,82019C62
2022-10-08 12:05:14,2.0,82019C62
2022-10-08 12:05:16,2.0,82019C62
2022-10-08 12:05:18,2.0,82019C62
2022-10-08 12:05:20,2.0,82019C62
2022-10-08 12:05:22,2.0,82019C62
2022-10-08 12:05:24,2.0,82019C62
2022-10-08 12:05:26,2.0,82019C62
2022-10-08 12:05:28,1.0,82019C62
2022-10-08 12:05:30,1.0,82019C62
2022-10-08 12:05:32,1.0,82019C62
2022-10-08 12:05:34,2.0,82019C62
2022-10-08 12:05:36,2.0,82019C62
2022-10-08 12:05:38,2.0,82019C62
2022-10-08 12:05:40,2.0,82019C62
2022-10-08 12:05:42,2.0,82019C62
2022-10-08 12:05:44,2.0,82019C62
2022-10-08 12:05:46,2.0,82019C62
2022-10-08 12:05:48,2.0,82019C62
2022-10-08 12:05:50,2.0,82019C62
2022-10-08 12:05:52,2.0,82019C62
2022-10-08 12:05:54,2.0,82019C62
2022-10-08 12:05:56,2.0,82019C62
2022-10-08 12:05:58,2.0,82019C62
2022-10-08 12:06:00,1.0,82019C62
2022-10-08 12:06:02,1.0,82019C62
2022-10-08 12:06:04,1.0,82019C62
2022-10-08 12:06:06,1.0,82019C62
2022-10-08 12:06:08,1.0,82019C62
2022-10-08 12:06:10,1.0,82019C62
2022-10-08 12:06:12,1.0,82019C62
2022-10-08 12:06:14,1.0,82019C62
2022-10-08 12:06:16,1.0,82019C62
2022-10-08 12:06:18,1.0,82019C62
2022-10-08 12:06:20,1.0,82019C62
2022-10-08 12:06:22,1.0,82019C62
2022-10-08 12:06:24,1.0,82019C62
2022-10-08 12:06:26,1.0,82019C62
2022-10-08 12:06:28,1.0,82019C62
2022-10-08 12:06:30,1.0,82019C62
2022-10-08 12:06:32,1.0,82019C62
2022-10-08 12:06:34,1.0,82019C62
2022-10-08 12:06:36,1.0,82019C62
2022-10-08 12:06:38,1.0,82019C62
2022-10-08 12:06:40,1.0,82019C62
2022-10-08 12:06:42,1.0,82019C62
2022-10-08 12:06:44,1.0,82019C62
2022-10-08 12:06:46,1.0,82019C62
2022-10-08 12:06:48,1.0,82019C62
2022-10-08 12:06:50,1.0,82019C62
2022-10-08 12:06:52,1.0,82019C62
2022-10-08 12:06:54,1.0,82019C62
2022-10-08 12:06:56,1.0,82019C62
2022-10-08 12:06:58,1.0,82019C62
2022-10-08 12:07:00,1.0,82019C62
2022-10-08 12:07:02,1.0,82019C62
2022-10-08 12:07:04,1.0,82019C62
2022-10-08 12:07:06,1.0,82019C62
2022-10-08 12:07:08,1.0,82019C62
2022-10-08 12:07:10,2.0,82019C62
2022-10-08 12:07:12,2.0,82019C62
2022-10-08 12:07:14,2.0,82019C62
2022-10-08 12:07:16,2.0,82019C62
2022-10-08 12:07:18,2.0,82019C62
2022-10-08 12:07:20,2.0,82019C62
2022-10-08 12:07:22,4.0,82019C62
2022-10-08 12:07:24,4.0,82019C62
2022-10-08 12:07:26,4.0,82019C62
2022-10-08 12:07:28,2.0,82019C62
2022-10-08 12:07:30,2.0,82019C62
2022-10-08 12:07:32,2.0,82019C62
2022-10-08 12:07:34,2.0,82019C62
2022-10-08 12:07:36,2.0,82019C62
2022-10-08 12:07:38,2.0,82019C62
2022-10-08 12:07:40,2.0,82019C62
2022-10-08 12:07:42,2.0,82019C62
2022-10-08 12:07:44,2.0,82019C62
2022-10-08 12:07:46,2.0,82019C62
2022-10-08 12:07:48,2.0,82019C62
2022-10-08 12:07:50,2.0,82019C62
2022-10-08 12:07:52,4.0,82019C62
2022-10-08 12:07:54,1.0,82019C62
2022-10-08 12:07:56,1.0,82019C62
2022-10-08 12:07:58,1.0,82019C62
2022-10-08 12:08:00,1.0,82019C62
2022-10-08 12:08:02,1.0,82019C62
2022-10-08 12:08:04,1.0,82019C62
2022-10-08 12:08:06,1.0,82019C62
2022-10-08 12:08:08,1.0,82019C62
2022-10-08 12:08:10,1.0,82019C62
2022-10-08 12:08:12,1.0,82019C62
2022-10-08 12:08:14,1.0,82019C62
2022-10-08 12:08:16,1.0,82019C62
2022-10-08 12:08:18,1.0,82019C62
2022-10-08 12:08:20,2.0,82019C62
2022-10-08 12:08:22,2.0,82019C62
2022-10-08 12:08:24,2.0,82019C62
2022-10-08 12:08:26,2.0,82019C62
2022-10-08 12:08:28,4.0,82019C62
2022-10-08 12:08:30,4.0,82019C62
2022-10-08 12:08:32,4.0,82019C62
2022-10-08 12:08:34,4.0,82019C62
2022-10-08 12:08:36,4.0,82019C62
2022-10-08 12:08:38,4.0,82019C62
2022-10-08 12:08:40,4.0,82019C62
2022-10-08 12:08:42,4.0,82019C62
2022-10-08 12:08:44,4.0,82019C62
2022-10-08 12:08:46,4.0,82019C62
2022-10-08 12:08:48,4.0,82019C62
2022-10-08 12:08:50,4.0,82019C62
2022-10-08 12:08:52,4.0,82019C62
2022-10-08 12:08:54,4.0,82019C62
2022-10-08 12:08:56,4.0,82019C62
2022-10-08 12:08:58,4.0,82019C62
2022-10-08 12:09:00,4.0,82019C62
2022-10-08 12:09:02,4.0,82019C62
2022-10-08 12:09:04,1.0,82019C62
2022-10-08 12:09:06,1.0,82019C62
2022-10-08 12:09:08,1.0,82019C62
2022-10-08 12:09:10,1.0,82019C62
2022-10-08 12:09:12,4.0,82019C62
2022-10-08 12:09:14,4.0,82019C62
2022-10-08 12:09:16,4.0,82019C62
2022-10-08 12:09:18,4.0,82019C62
2022-10-08 12:09:20,4.0,82019C62
2022-10-08 12:09:22,4.0,82019C62
2022-10-08 12:09:24,4.0,82019C62
2022-10-08 12:09:26,2.0,82019C62
2022-10-08 12:09:28,2.0,82019C62
2022-10-08 12:09:30,2.0,82019C62
2022-10-08 12:09:32,2.0,82019C62
2022-10-08 12:09:34,2.0,82019C62
2022-10-08 12:09:36,2.0,82019C62
2022-10-08 12:09:38,2.0,82019C62
2022-10-08 12:09:40,2.0,82019C62
2022-10-08 12:09:42,2.0,82019C62
2022-10-08 12:09:44,2.0,82019C62
2022-10-08 12:09:46,2.0,82019C62
2022-10-08 12:09:48,2.0,82019C62
2022-10-08 12:09:50,2.0,82019C62
2022-10-08 12:09:52,2.0,82019C62
2022-10-08 12:09:54,2.0,82019C62
2022-10-08 12:09:56,4.0,82019C62
2022-10-08 12:09:58,4.0,82019C62
2022-10-08 12:10:00,4.0,82019C62
2022-10-08 12:10:02,4.0,82019C62
2022-10-08 12:10:04,4.0,82019C62
2022-10-08 12:10:06,4.0,82019C62
2022-10-08 12:10:08,2.0,82019C62
2022-10-08 12:10:10,2.0,82019C62
2022-10-08 12:10:12,2.0,82019C62
2022-10-08 12:10:14,2.0,82019C62
2022-10-08 12:10:16,2.0,82019C62
2022-10-08 12:10:18,2.0,82019C62
2022-10-08 12:10:20,2.0,82019C62
2022-10-08 12:10:22,2.0,82019C62
2022-10-08 12:10:24,2.0,82019C62
2022-10-08 12:10:26,2.0,82019C62
2022-10-08 12:10:28,2.0,82019C62
2022-10-08 12:10:30,2.0,82019C62
2022-10-08 12:10:32,2.0,82019C62
2022-10-08 12:10:34,2.0,82019C62
2022-10-08 12:10:36,2.0,82019C62
2022-10-08 12:10:38,2.0,82019C62
2022-10-08 12:10:40,2.0,82019C62
2022-10-08 12:10:42,2.0,82019C62
2022-10-08 12:10:44,2.0,82019C62
2022-10-08 12:10:46,2.0,82019C62
2022-10-08 12:10:48,2.0,82019C62
2022-10-08 12:10:50,2.0,82019C62
2022-10-08 12:10:52,2.0,82019C62
2022-10-08 12:10:54,2.0,82019C62
2022-10-08 12:10:56,2.0,82019C62
2022-10-08 12:10:58,2.0,82019C62
2022-10-08 12:11:00,2.0,82019C62
2022-10-08 12:11:02,2.0,82019C62
2022-10-08 12:11:04,2.0,82019C62
2022-10-08 12:11:06,3.0,82019C62
2022-10-08 12:11:08,3.0,82019C62
2022-10-08 12:11:10,3.0,82019C62
2022-10-08 12:11:12,3.0,82019C62
2022-10-08 12:11:14,3.0,82019C62
